STNAM,FIPST,LEAID,leanm10,ALL_MTH04numvalid_1011,ALL_MTH04pctprof_1011,ECD_MTH04numvalid_1011,ECD_MTH04pctprof_1011,HOM_MTH04numvalid_1011,HOM_MTH04pctprof_1011,ALL_MTH08numvalid_1011,ALL_MTH08pctprof_1011,ECD_MTH08numvalid_1011,ECD_MTH08pctprof_1011,HOM_MTH08numvalid_1011,HOM_MTH08pctprof_1011
TEXAS,48,4808130,AMARILLO ISD,2404.0,88.0,1686.0,85.0,104.0,77.0,2238.0,88.0,1435.0,84.0,84.0,77.0
TEXAS,48,4808160,AMHERST ISD,14.0,25.0,12.0,25.0,,,13.0,25.0,11.0,25.0,,
TEXAS,48,4808190,ANAHUAC ISD,88.0,77.0,48.0,74.0,,,86.0,48.0,42.0,45.0,1.0,
TEXAS,48,4808230,ANDERSON-SHIRO CISD,50.0,45.0,33.0,84.0,,,43.0,45.0,17.0,40.0,,
TEXAS,48,4808280,ANDREWS ISD,257.0,87.0,134.0,87.0,5.0,,245.0,87.0,107.0,82.0,2.0,
TEXAS,48,4808310,ANGLETON ISD,461.0,90.0,309.0,86.0,12.0,25.0,482.0,95.0,238.0,48.0,2.0,
TEXAS,48,4808340,ANNA ISD,204.0,92.0,82.0,82.0,,,151.0,48.0,60.0,45.0,,
TEXAS,48,4808400,ANSON ISD,55.0,45.0,35.0,45.0,1.0,,51.0,84.0,33.0,84.0,2.0,
TEXAS,48,4808430,ANTHONY ISD,57.0,64.0,57.0,64.0,,,72.0,82.0,71.0,82.0,,
TEXAS,48,4808460,ANTON ISD,18.0,70.0,15.0,25.0,,,13.0,25.0,12.0,25.0,,
TEXAS,48,4808490,APPLE SPRINGS ISD,10.0,25.0,2.0,,,,21.0,40.0,9.0,25.0,,
TEXAS,48,4808520,AQUILLA ISD,20.0,40.0,18.0,40.0,,,26.0,70.0,17.0,70.0,,
TEXAS,48,4808550,ARANSAS COUNTY ISD,230.0,92.0,154.0,87.0,,,248.0,92.0,155.0,87.0,5.0,
TEXAS,48,4808580,ARANSAS PASS ISD,128.0,82.0,105.0,82.0,12.0,25.0,117.0,72.0,85.0,72.0,6.0,25.0
TEXAS,48,4808610,ARCHER CITY ISD,34.0,45.0,8.0,25.0,1.0,,38.0,84.0,13.0,25.0,1.0,
TEXAS,48,4808670,ARGYLE ISD,127.0,87.0,19.0,70.0,,,167.0,48.0,11.0,25.0,,
TEXAS,48,4808700,ARLINGTON ISD,4701.0,81.0,3156.0,77.0,154.0,72.0,4515.0,85.0,2633.0,81.0,114.0,72.0
TEXAS,48,4808730,ARP ISD,69.0,87.0,40.0,84.0,,,78.0,48.0,43.0,45.0,,
TEXAS,48,4808870,ATHENS ISD,235.0,87.0,169.0,82.0,,,237.0,92.0,167.0,87.0,,
TEXAS,48,4808880,ATLANTA ISD,145.0,92.0,91.0,87.0,5.0,,134.0,92.0,88.0,92.0,1.0,
TEXAS,48,4808910,AUBREY ISD,133.0,92.0,42.0,84.0,1.0,,127.0,48.0,25.0,40.0,1.0,
TEXAS,48,4808940,AUSTIN ISD,6632.0,89.0,4387.0,85.0,104.0,82.0,5339.0,82.0,3303.0,74.0,101.0,67.0
TEXAS,48,4809000,AUSTWELL-TIVOLI ISD,11.0,25.0,5.0,,,,15.0,25.0,6.0,25.0,,
TEXAS,48,4809030,AVALON ISD,27.0,40.0,18.0,40.0,,,20.0,40.0,12.0,25.0,,
TEXAS,48,4809060,AVERY ISD,29.0,40.0,15.0,25.0,,,32.0,84.0,20.0,40.0,,
TEXAS,48,4809090,AVINGER ISD,9.0,25.0,9.0,25.0,,,18.0,40.0,13.0,25.0,,
TEXAS,48,4809150,AXTELL ISD,47.0,64.0,27.0,70.0,,,85.0,72.0,57.0,64.0,,
TEXAS,48,4809200,AZLE ISD,397.0,94.0,201.0,92.0,26.0,40.0,466.0,84.0,213.0,77.0,22.0,40.0
TEXAS,48,4809280,BAIRD ISD,23.0,50.0,17.0,30.0,,,20.0,40.0,12.0,25.0,,
TEXAS,48,4809300,BALLINGER ISD,67.0,87.0,35.0,84.0,2.0,,74.0,82.0,38.0,74.0,,
TEXAS,48,4809330,BALMORHEA ISD,18.0,40.0,18.0,40.0,,,9.0,25.0,6.0,25.0,,
TEXAS,48,4809360,BANDERA ISD,179.0,92.0,103.0,87.0,,,180.0,87.0,85.0,77.0,,
TEXAS,48,4809390,BANGS ISD,87.0,82.0,46.0,74.0,,,87.0,77.0,49.0,74.0,,
TEXAS,48,4809410,BANQUETE ISD,66.0,92.0,47.0,45.0,,,68.0,87.0,50.0,84.0,,
TEXAS,48,4809450,BARBERS HILL ISD,307.0,95.0,76.0,87.0,,,342.0,97.0,64.0,48.0,1.0,
TEXAS,48,4809540,BARTLETT ISD,26.0,40.0,25.0,40.0,,,24.0,40.0,18.0,40.0,,
TEXAS,48,4809570,BASTROP ISD,696.0,85.0,455.0,82.0,12.0,25.0,642.0,83.0,415.0,80.0,17.0,40.0
TEXAS,48,4809630,BAY CITY ISD,276.0,82.0,212.0,82.0,27.0,70.0,308.0,80.0,193.0,77.0,3.0,
TEXAS,48,4809670,BEAUMONT ISD,1406.0,88.0,1049.0,86.0,25.0,70.0,1393.0,87.0,970.0,83.0,26.0,50.0
TEXAS,48,4809690,BECKVILLE ISD,55.0,74.0,21.0,70.0,,,44.0,84.0,16.0,70.0,,
TEXAS,48,4809720,BEEVILLE ISD,271.0,82.0,219.0,82.0,,,246.0,67.0,181.0,67.0,,
TEXAS,48,4809750,BELLEVUE ISD,19.0,70.0,11.0,25.0,,,11.0,25.0,5.0,,,
TEXAS,48,4809780,BELLS ISD,55.0,84.0,21.0,40.0,,,54.0,45.0,14.0,25.0,,
TEXAS,48,4809810,BELLVILLE ISD,172.0,48.0,60.0,45.0,,,159.0,48.0,56.0,45.0,,
TEXAS,48,4809860,BELTON ISD,703.0,88.0,369.0,82.0,27.0,70.0,693.0,91.0,283.0,87.0,16.0,70.0
TEXAS,48,4809870,BEN BOLT-PALITO BLANCO ISD,50.0,45.0,41.0,84.0,,,47.0,84.0,37.0,84.0,,
TEXAS,48,4809980,BENJAMIN ISD,4.0,,4.0,,,,4.0,,4.0,,,
TEXAS,48,4810140,BIG SANDY ISD,59.0,84.0,43.0,74.0,,,55.0,84.0,39.0,74.0,,
TEXAS,48,4810170,BIG SANDY ISD,36.0,45.0,16.0,40.0,,,41.0,74.0,23.0,70.0,,
TEXAS,48,4810200,BIG SPRING ISD,322.0,64.0,235.0,62.0,5.0,,253.0,62.0,154.0,52.0,4.0,
TEXAS,48,4810230,BIRDVILLE ISD,1757.0,85.0,1063.0,80.0,23.0,70.0,1717.0,85.0,963.0,81.0,4.0,
TEXAS,48,4810260,BISHOP CISD,81.0,92.0,55.0,45.0,,,98.0,92.0,53.0,45.0,,
TEXAS,48,4810320,BLANCO ISD,69.0,48.0,32.0,45.0,,,77.0,87.0,29.0,70.0,1.0,
TEXAS,48,4810350,BLAND ISD,50.0,45.0,21.0,40.0,,,44.0,84.0,19.0,40.0,,
TEXAS,48,4810380,BLANKET ISD,20.0,40.0,10.0,25.0,,,12.0,25.0,4.0,,,
TEXAS,48,4810440,BLOOMBURG ISD,11.0,25.0,4.0,,,,14.0,25.0,8.0,25.0,,
TEXAS,48,4810470,BLOOMING GROVE ISD,59.0,84.0,32.0,84.0,,,82.0,87.0,41.0,84.0,,
TEXAS,48,4810500,BLOOMINGTON ISD,75.0,92.0,69.0,92.0,,,74.0,77.0,55.0,74.0,,
TEXAS,48,4810590,BLUE RIDGE ISD,49.0,84.0,21.0,40.0,1.0,,46.0,45.0,22.0,40.0,,
TEXAS,48,4810620,BLUFF DALE ISD,9.0,25.0,4.0,,,,5.0,,3.0,,,
TEXAS,48,4810650,BLUM ISD,34.0,84.0,23.0,70.0,,,35.0,45.0,20.0,40.0,,
TEXAS,48,4810710,BOERNE ISD,498.0,93.0,112.0,77.0,,,556.0,94.0,115.0,82.0,,
TEXAS,48,4810740,BOLES ISD,38.0,45.0,20.0,40.0,3.0,,42.0,45.0,22.0,40.0,,
TEXAS,48,4810780,BOLING ISD,73.0,92.0,42.0,45.0,,,75.0,48.0,36.0,45.0,,
TEXAS,48,4810800,BONHAM ISD,146.0,87.0,93.0,82.0,,,142.0,92.0,87.0,92.0,1.0,
TEXAS,48,4810830,BOOKER ISD,28.0,40.0,23.0,40.0,,,23.0,40.0,15.0,25.0,1.0,
TEXAS,48,4810860,BORDEN COUNTY ISD,19.0,40.0,4.0,,,,15.0,25.0,6.0,25.0,,
TEXAS,48,4810890,BORGER ISD,201.0,87.0,119.0,87.0,,,232.0,87.0,118.0,77.0,,
TEXAS,48,4810910,BOSQUEVILLE ISD,35.0,84.0,20.0,40.0,,,38.0,84.0,12.0,25.0,,
TEXAS,48,4810950,BOVINA ISD,37.0,84.0,29.0,40.0,2.0,,28.0,70.0,22.0,70.0,1.0,
TEXAS,48,4810990,BOWIE ISD,115.0,87.0,63.0,82.0,4.0,,110.0,87.0,50.0,84.0,5.0,
TEXAS,48,4811010,BOYD ISD,70.0,72.0,43.0,74.0,,,93.0,87.0,42.0,84.0,,
TEXAS,48,4811040,BOYS RANCH ISD,13.0,25.0,9.0,25.0,,,52.0,64.0,47.0,64.0,,
TEXAS,48,4811070,BRACKETT ISD,37.0,84.0,18.0,40.0,,,53.0,45.0,33.0,45.0,,
TEXAS,48,4811110,BRADY ISD,86.0,82.0,57.0,74.0,1.0,,81.0,77.0,53.0,74.0,3.0,
TEXAS,48,4811190,BRAZOSPORT ISD,950.0,90.0,598.0,87.0,8.0,25.0,954.0,89.0,506.0,85.0,14.0,25.0
TEXAS,48,4811220,BRECKENRIDGE ISD,113.0,48.0,66.0,48.0,2.0,,112.0,92.0,65.0,92.0,1.0,
TEXAS,48,4811250,BREMOND ISD,31.0,45.0,18.0,40.0,,,33.0,74.0,12.0,25.0,,
TEXAS,48,4811280,BRENHAM ISD,377.0,90.0,225.0,87.0,6.0,25.0,357.0,91.0,160.0,87.0,,
TEXAS,48,4811310,BRIDGE CITY ISD,201.0,48.0,88.0,92.0,13.0,25.0,207.0,92.0,72.0,87.0,7.0,25.0
TEXAS,48,4811340,BRIDGEPORT ISD,169.0,87.0,103.0,82.0,6.0,25.0,192.0,72.0,96.0,62.0,6.0,25.0
TEXAS,48,4811400,FORT ELLIOTT CISD,8.0,25.0,,,,,7.0,25.0,2.0,,,
TEXAS,48,4811430,BROADDUS ISD,34.0,74.0,31.0,74.0,,,40.0,74.0,27.0,70.0,,
TEXAS,48,4811460,BROCK ISD,74.0,48.0,16.0,40.0,,,68.0,48.0,14.0,25.0,1.0,
TEXAS,48,4811490,BRONTE ISD,27.0,70.0,17.0,50.0,,,27.0,40.0,11.0,25.0,,
TEXAS,48,4811520,BROOKELAND ISD,34.0,84.0,19.0,40.0,,,26.0,40.0,13.0,25.0,,
TEXAS,48,4811550,BROOKESMITH ISD,10.0,25.0,7.0,25.0,,,15.0,25.0,10.0,25.0,,
TEXAS,48,4811580,BROOKS COUNTY ISD,115.0,77.0,107.0,77.0,1.0,,103.0,77.0,89.0,77.0,,
TEXAS,48,4811610,BROWNFIELD ISD,136.0,57.0,95.0,52.0,,,125.0,92.0,95.0,87.0,,
TEXAS,48,4811640,BROWNSBORO ISD,208.0,82.0,112.0,82.0,,,222.0,92.0,111.0,87.0,,
TEXAS,48,4811680,BROWNSVILLE ISD,3811.0,89.0,3607.0,89.0,52.0,74.0,3506.0,83.0,3387.0,83.0,43.0,64.0
TEXAS,48,4811700,BROWNWOOD ISD,258.0,87.0,162.0,82.0,,,235.0,87.0,154.0,82.0,,
TEXAS,48,4811730,BRUCEVILLE-EDDY ISD,57.0,74.0,34.0,74.0,2.0,,77.0,87.0,49.0,84.0,3.0,
TEXAS,48,4811790,BRYAN ISD,1215.0,86.0,891.0,84.0,16.0,40.0,1144.0,79.0,814.0,73.0,10.0,25.0
TEXAS,48,4811820,BRYSON ISD,18.0,40.0,10.0,25.0,,,18.0,40.0,6.0,25.0,,
TEXAS,48,4811850,BUCKHOLTS ISD,18.0,50.0,15.0,25.0,,,15.0,25.0,13.0,25.0,,
TEXAS,48,4811910,BUENA VISTA ISD,5.0,,4.0,,,,7.0,25.0,6.0,25.0,,
TEXAS,48,4811990,BUFFALO ISD,71.0,92.0,44.0,45.0,,,61.0,92.0,31.0,84.0,,
TEXAS,48,4812060,BULLARD ISD,167.0,48.0,59.0,45.0,1.0,,158.0,92.0,51.0,84.0,,
TEXAS,48,4812090,BUNA ISD,124.0,77.0,59.0,74.0,5.0,,137.0,87.0,44.0,84.0,2.0,
TEXAS,48,4812120,BURKBURNETT ISD,237.0,92.0,136.0,87.0,2.0,,226.0,87.0,117.0,87.0,4.0,
TEXAS,48,4812150,BURKEVILLE ISD,21.0,70.0,18.0,70.0,,,20.0,40.0,10.0,25.0,,
TEXAS,48,4812180,BURLESON ISD,791.0,87.0,298.0,82.0,7.0,25.0,740.0,92.0,229.0,87.0,1.0,
TEXAS,48,4812220,BURNET CISD,259.0,87.0,161.0,77.0,,,246.0,92.0,136.0,92.0,,
TEXAS,48,4812240,BURTON ISD,21.0,40.0,11.0,25.0,,,19.0,40.0,7.0,25.0,,
TEXAS,48,4812330,BYERS ISD,8.0,25.0,7.0,25.0,,,6.0,25.0,2.0,,,
TEXAS,48,4812360,BYNUM ISD,18.0,40.0,13.0,25.0,,,12.0,25.0,8.0,25.0,1.0,
TEXAS,48,4812390,CADDO MILLS ISD,115.0,48.0,41.0,45.0,,,103.0,92.0,41.0,84.0,,
TEXAS,48,4812420,CALALLEN ISD,272.0,48.0,130.0,48.0,1.0,,295.0,48.0,125.0,92.0,3.0,
TEXAS,48,4812460,CALDWELL ISD,129.0,87.0,72.0,82.0,,,138.0,48.0,57.0,45.0,,
TEXAS,48,4812480,CALHOUN COUNTY ISD,280.0,92.0,202.0,92.0,29.0,70.0,302.0,87.0,189.0,87.0,10.0,25.0
TEXAS,48,4812510,CALLISBURG ISD,104.0,92.0,60.0,45.0,,,85.0,92.0,40.0,45.0,,
TEXAS,48,4812540,CALVERT ISD,13.0,25.0,12.0,25.0,,,10.0,25.0,10.0,25.0,,
TEXAS,48,4812640,CAMERON ISD,138.0,92.0,101.0,87.0,5.0,,97.0,92.0,69.0,87.0,,
TEXAS,48,4812660,CAMPBELL ISD,32.0,84.0,18.0,40.0,,,34.0,64.0,17.0,50.0,,
TEXAS,48,4812700,CANADIAN ISD,56.0,84.0,20.0,40.0,,,46.0,84.0,12.0,25.0,,
TEXAS,48,4812750,CANTON ISD,165.0,48.0,58.0,45.0,,,158.0,48.0,59.0,45.0,,
TEXAS,48,4812780,CANUTILLO ISD,446.0,84.0,345.0,81.0,6.0,25.0,470.0,87.0,355.0,86.0,5.0,
TEXAS,48,4812810,CANYON ISD,699.0,94.0,219.0,92.0,4.0,,678.0,93.0,180.0,87.0,3.0,
TEXAS,48,4812870,CARLISLE ISD,61.0,77.0,45.0,84.0,,,53.0,84.0,35.0,84.0,,
TEXAS,48,4812990,CARRIZO SPRINGS CISD,179.0,77.0,136.0,77.0,7.0,25.0,180.0,72.0,140.0,72.0,3.0,
TEXAS,48,4813020,CARROLL ISD,586.0,50.0,13.0,25.0,,,650.0,50.0,11.0,25.0,,
TEXAS,48,4813050,CARROLLTON-FARMERS BRANCH ISD,1925.0,91.0,1318.0,89.0,23.0,70.0,1936.0,86.0,1235.0,83.0,15.0,25.0
TEXAS,48,4813110,CARTHAGE ISD,236.0,82.0,116.0,77.0,,,205.0,87.0,110.0,82.0,,
TEXAS,48,4813170,CASTLEBERRY ISD,287.0,92.0,248.0,92.0,,,241.0,87.0,201.0,82.0,,
TEXAS,48,4813200,CAYUGA ISD,43.0,45.0,17.0,40.0,,,59.0,45.0,17.0,40.0,,
TEXAS,48,4813230,CEDAR HILL ISD,649.0,85.0,429.0,84.0,,,627.0,87.0,364.0,86.0,,
TEXAS,48,4813260,CELESTE ISD,42.0,84.0,19.0,70.0,,,43.0,45.0,17.0,40.0,,
TEXAS,48,4813290,CELINA ISD,161.0,48.0,61.0,92.0,,,147.0,48.0,43.0,45.0,,
TEXAS,48,4813320,CENTER ISD,202.0,87.0,167.0,82.0,1.0,,164.0,92.0,90.0,92.0,3.0,
TEXAS,48,4813350,CENTER POINT ISD,44.0,84.0,30.0,40.0,,,51.0,74.0,39.0,64.0,,
TEXAS,48,4813380,CENTERVILLE ISD,14.0,25.0,10.0,25.0,,,12.0,25.0,5.0,,,
TEXAS,48,4813410,CENTERVILLE ISD,65.0,67.0,29.0,50.0,,,78.0,82.0,25.0,70.0,,
TEXAS,48,4813440,CENTRAL HEIGHTS ISD,71.0,87.0,27.0,70.0,,,78.0,48.0,31.0,45.0,,
TEXAS,48,4813500,CENTRAL ISD,97.0,48.0,60.0,45.0,,,116.0,87.0,52.0,84.0,,
TEXAS,48,4813530,LUMBERTON ISD,294.0,92.0,102.0,82.0,,,300.0,92.0,83.0,82.0,1.0,
TEXAS,48,4813590,CHANNELVIEW ISD,676.0,90.0,552.0,89.0,9.0,25.0,570.0,88.0,433.0,88.0,4.0,
TEXAS,48,4813620,CHANNING ISD,13.0,25.0,6.0,25.0,,,10.0,25.0,3.0,,,
TEXAS,48,4813650,CHAPEL HILL ISD,225.0,82.0,161.0,82.0,3.0,,218.0,87.0,143.0,82.0,,
TEXAS,48,4813680,CHAPEL HILL ISD,68.0,48.0,32.0,45.0,,,79.0,48.0,36.0,45.0,,
TEXAS,48,4813710,CHARLOTTE ISD,46.0,54.0,39.0,54.0,,,43.0,74.0,33.0,64.0,,
TEXAS,48,4813740,CHEROKEE ISD,8.0,25.0,8.0,25.0,,,7.0,25.0,5.0,,,
TEXAS,48,4813770,CHESTER ISD,8.0,25.0,5.0,,,,8.0,25.0,3.0,,,
TEXAS,48,4813800,CHICO ISD,62.0,92.0,38.0,84.0,,,36.0,45.0,17.0,40.0,,
TEXAS,48,4813860,CHILDRESS ISD,87.0,48.0,51.0,45.0,,,99.0,92.0,48.0,45.0,,
TEXAS,48,4813890,CHILLICOTHE ISD,17.0,70.0,13.0,25.0,,,12.0,25.0,10.0,25.0,,
TEXAS,48,4813920,CHILTON ISD,35.0,84.0,30.0,40.0,,,30.0,40.0,28.0,40.0,,
TEXAS,48,4813960,CHINA SPRING ISD,164.0,48.0,58.0,45.0,1.0,,157.0,92.0,35.0,84.0,,
TEXAS,48,4813980,CHIRENO ISD,25.0,40.0,18.0,40.0,,,27.0,40.0,18.0,40.0,,
TEXAS,48,4814010,CHRISTOVAL ISD,29.0,40.0,9.0,25.0,,,50.0,45.0,9.0,25.0,,
TEXAS,48,4814070,CISCO ISD,56.0,45.0,35.0,45.0,1.0,,57.0,45.0,33.0,84.0,3.0,
TEXAS,48,4814130,CITY VIEW ISD,66.0,92.0,47.0,45.0,,,56.0,84.0,24.0,40.0,,
TEXAS,48,4814160,CLARENDON ISD,35.0,84.0,20.0,40.0,,,24.0,40.0,16.0,40.0,,
TEXAS,48,4814190,CLARKSVILLE ISD,52.0,74.0,47.0,74.0,,,68.0,77.0,59.0,74.0,,
TEXAS,48,4814250,CLAUDE ISD,26.0,70.0,8.0,25.0,,,26.0,40.0,9.0,25.0,,
TEXAS,48,4814280,CLEAR CREEK ISD,2799.0,94.0,805.0,89.0,56.0,84.0,3110.0,96.0,717.0,91.0,38.0,45.0
TEXAS,48,4814310,CLEBURNE ISD,538.0,79.0,343.0,75.0,23.0,40.0,479.0,83.0,276.0,77.0,8.0,25.0
TEXAS,48,4814370,CLEVELAND ISD,342.0,81.0,277.0,77.0,11.0,25.0,251.0,82.0,187.0,82.0,5.0,
TEXAS,48,4814400,CLIFTON ISD,83.0,72.0,48.0,54.0,,,91.0,87.0,39.0,84.0,,
TEXAS,48,4814430,CLINT ISD,904.0,86.0,836.0,86.0,3.0,,865.0,82.0,789.0,82.0,4.0,
TEXAS,48,4814450,CLYDE CISD,108.0,77.0,46.0,74.0,2.0,,103.0,92.0,48.0,84.0,1.0,
TEXAS,48,4814490,COAHOMA ISD,55.0,74.0,25.0,70.0,,,60.0,84.0,21.0,40.0,,
TEXAS,48,4814520,COLDSPRING-OAKHURST CISD,120.0,77.0,90.0,72.0,9.0,25.0,150.0,72.0,102.0,67.0,10.0,25.0
TEXAS,48,4814550,COLEMAN ISD,70.0,92.0,53.0,84.0,,,74.0,87.0,45.0,84.0,,
TEXAS,48,4814580,COLLINSVILLE ISD,45.0,84.0,22.0,40.0,,,44.0,84.0,20.0,70.0,,
TEXAS,48,4814600,COLMESNEIL ISD,39.0,84.0,25.0,40.0,,,33.0,45.0,17.0,40.0,,
TEXAS,48,4814640,COLORADO ISD,78.0,67.0,49.0,54.0,,,71.0,87.0,37.0,84.0,,
TEXAS,48,4814670,COLUMBIA-BRAZORIA ISD,218.0,87.0,106.0,87.0,3.0,,212.0,87.0,99.0,87.0,2.0,
TEXAS,48,4814700,COLUMBUS ISD,102.0,87.0,58.0,84.0,7.0,25.0,128.0,82.0,63.0,72.0,6.0,25.0
TEXAS,48,4814730,COMAL ISD,1341.0,91.0,462.0,86.0,15.0,25.0,1352.0,92.0,409.0,84.0,17.0,40.0
TEXAS,48,4814760,COMANCHE ISD,87.0,87.0,60.0,84.0,9.0,25.0,86.0,92.0,62.0,87.0,7.0,25.0
TEXAS,48,4814790,COMFORT ISD,79.0,72.0,45.0,64.0,,,96.0,87.0,53.0,74.0,,
TEXAS,48,4814820,COMMERCE ISD,120.0,77.0,85.0,72.0,2.0,,103.0,87.0,70.0,82.0,,
TEXAS,48,4814850,COMMUNITY ISD,128.0,82.0,49.0,74.0,,,110.0,92.0,40.0,84.0,1.0,
TEXAS,48,4814880,COMO-PICKTON CISD,62.0,92.0,47.0,84.0,1.0,,54.0,45.0,42.0,45.0,2.0,
TEXAS,48,4814920,COMSTOCK ISD,17.0,70.0,4.0,,,,18.0,40.0,8.0,25.0,,
TEXAS,48,4814970,CONNALLY ISD,189.0,82.0,157.0,82.0,,,162.0,82.0,110.0,77.0,,
TEXAS,48,4815000,CONROE ISD,3920.0,94.0,1476.0,88.0,15.0,25.0,3741.0,95.0,1185.0,90.0,10.0,25.0
TEXAS,48,4815120,COOLIDGE ISD,24.0,40.0,18.0,40.0,,,14.0,25.0,14.0,25.0,,
TEXAS,48,4815150,COOPER ISD,49.0,84.0,23.0,70.0,,,71.0,92.0,38.0,84.0,2.0,
TEXAS,48,4815180,LUBBOCK-COOPER ISD,334.0,95.0,125.0,92.0,17.0,40.0,262.0,92.0,106.0,87.0,12.0,25.0
TEXAS,48,4815210,COPPELL ISD,750.0,94.0,77.0,77.0,1.0,,822.0,98.0,96.0,92.0,,
TEXAS,48,4815240,COPPERAS COVE ISD,570.0,86.0,272.0,82.0,10.0,25.0,595.0,92.0,228.0,87.0,12.0,25.0
TEXAS,48,4815270,CORPUS CHRISTI ISD,3145.0,84.0,2313.0,80.0,72.0,72.0,2790.0,80.0,1861.0,76.0,63.0,72.0
TEXAS,48,4815300,CORRIGAN-CAMDEN ISD,59.0,74.0,42.0,64.0,,,80.0,82.0,53.0,74.0,,
TEXAS,48,4815330,CORSICANA ISD,475.0,89.0,353.0,87.0,9.0,25.0,390.0,85.0,278.0,82.0,,
TEXAS,48,4815360,COTTON CENTER ISD,13.0,25.0,12.0,25.0,,,10.0,25.0,5.0,,,
TEXAS,48,4815400,COTULLA ISD,99.0,77.0,85.0,77.0,,,84.0,87.0,69.0,82.0,,
TEXAS,48,4815420,COUPLAND ISD,17.0,40.0,4.0,,,,14.0,25.0,2.0,,,
TEXAS,48,4815480,COVINGTON ISD,21.0,40.0,11.0,25.0,,,20.0,70.0,12.0,25.0,,
TEXAS,48,4815510,CRANDALL ISD,229.0,92.0,98.0,92.0,,,231.0,92.0,75.0,92.0,,
TEXAS,48,4815540,CRANE ISD,75.0,87.0,48.0,84.0,,,62.0,82.0,27.0,40.0,,
TEXAS,48,4815570,CRANFILLS GAP ISD,7.0,25.0,6.0,25.0,,,12.0,25.0,8.0,25.0,,
TEXAS,48,4815600,CRAWFORD ISD,42.0,45.0,14.0,25.0,,,50.0,45.0,9.0,25.0,,
TEXAS,48,4815690,CROCKETT COUNTY CONSOLIDATED CSD,51.0,45.0,33.0,45.0,,,59.0,84.0,39.0,74.0,,
TEXAS,48,4815720,CROCKETT ISD,89.0,72.0,74.0,72.0,9.0,25.0,99.0,92.0,77.0,92.0,,
TEXAS,48,4815750,CROSBY ISD,346.0,85.0,182.0,82.0,,,409.0,81.0,195.0,72.0,,
TEXAS,48,4815810,CROSS PLAINS ISD,26.0,40.0,18.0,40.0,,,27.0,40.0,17.0,40.0,,
TEXAS,48,4815840,CROSS ROADS ISD,42.0,84.0,20.0,70.0,,,40.0,45.0,17.0,40.0,,
TEXAS,48,4815870,CROWELL ISD,15.0,25.0,8.0,25.0,,,19.0,40.0,10.0,25.0,,
TEXAS,48,4815910,CROWLEY ISD,1202.0,82.0,663.0,80.0,2.0,,1174.0,76.0,587.0,72.0,,
TEXAS,48,4815930,CRYSTAL CITY ISD,136.0,72.0,119.0,72.0,7.0,25.0,121.0,52.0,101.0,52.0,5.0,
TEXAS,48,4815960,CUERO ISD,124.0,87.0,77.0,87.0,4.0,,147.0,87.0,82.0,82.0,4.0,
TEXAS,48,4815990,CULBERSON COUNTY-ALLAMOORE ISD,38.0,74.0,34.0,74.0,,,25.0,70.0,18.0,70.0,,
TEXAS,48,4816020,CUMBY ISD,29.0,70.0,23.0,70.0,1.0,,31.0,84.0,17.0,40.0,1.0,
TEXAS,48,4816080,CUSHING ISD,32.0,45.0,24.0,40.0,,,39.0,45.0,19.0,40.0,,
TEXAS,48,4816110,CYPRESS-FAIRBANKS ISD,8044.0,94.0,3838.0,91.0,117.0,82.0,7848.0,88.0,3450.0,82.0,95.0,72.0
TEXAS,48,4816140,D'HANIS ISD,18.0,40.0,7.0,25.0,,,22.0,40.0,15.0,25.0,,
TEXAS,48,4816180,DAINGERFIELD-LONE STAR ISD,86.0,87.0,71.0,87.0,,,100.0,87.0,72.0,77.0,,
TEXAS,48,4816200,DALHART ISD,111.0,77.0,76.0,72.0,,,147.0,67.0,85.0,52.0,,
TEXAS,48,4816230,DALLAS ISD,12851.0,82.0,11712.0,81.0,131.0,77.0,10168.0,77.0,8794.0,76.0,57.0,44.0
TEXAS,48,4816260,DAMON ISD,15.0,25.0,9.0,25.0,,,13.0,25.0,9.0,25.0,,
TEXAS,48,4816290,DANBURY ISD,62.0,48.0,22.0,40.0,,,50.0,45.0,11.0,25.0,,
TEXAS,48,4816320,DARROUZETT ISD,10.0,25.0,9.0,25.0,,,7.0,25.0,2.0,,,
TEXAS,48,4816350,DAWSON ISD,11.0,25.0,7.0,25.0,,,10.0,25.0,6.0,25.0,,
TEXAS,48,4816380,DAWSON ISD,33.0,84.0,22.0,40.0,,,32.0,74.0,16.0,70.0,,
TEXAS,48,4816410,DAYTON ISD,372.0,87.0,244.0,87.0,2.0,,374.0,79.0,208.0,72.0,3.0,
TEXAS,48,4816440,DE LEON ISD,45.0,84.0,25.0,70.0,,,54.0,74.0,36.0,64.0,,
TEXAS,48,4816500,DECATUR ISD,240.0,87.0,114.0,82.0,1.0,,235.0,92.0,96.0,87.0,3.0,
TEXAS,48,4816530,DEER PARK ISD,882.0,94.0,456.0,92.0,31.0,45.0,984.0,93.0,446.0,89.0,24.0,40.0
TEXAS,48,4816570,DEKALB ISD,53.0,84.0,38.0,84.0,,,55.0,45.0,33.0,45.0,,
TEXAS,48,4816620,DEL VALLE ISD,846.0,85.0,744.0,84.0,74.0,87.0,722.0,83.0,595.0,82.0,41.0,84.0
TEXAS,48,4816650,DELL CITY ISD,6.0,25.0,6.0,25.0,,,8.0,25.0,6.0,25.0,,
