STNAM,FIPST,LEAID,leanm10,ALL_MTH04numvalid_1011,ALL_MTH04pctprof_1011,ECD_MTH04numvalid_1011,ECD_MTH04pctprof_1011,HOM_MTH04numvalid_1011,HOM_MTH04pctprof_1011,ALL_MTH08numvalid_1011,ALL_MTH08pctprof_1011,ECD_MTH08numvalid_1011,ECD_MTH08pctprof_1011,HOM_MTH08numvalid_1011,HOM_MTH08pctprof_1011
NEW HAMPSHIRE,33,3305790,Plymouth School District,42.0,64.0,0.0,,,,58.0,54.0,17.0,30.0,0.0,
NEW HAMPSHIRE,33,3305820,Portsmouth School District,182.0,77.0,34.0,64.0,0.0,,166.0,67.0,48.0,34.0,,
NEW HAMPSHIRE,33,3305830,Profile School District,,,,,,,52.0,64.0,18.0,70.0,0.0,
NEW HAMPSHIRE,33,3305880,Raymond School District,112.0,67.0,32.0,44.0,0.0,,114.0,57.0,27.0,50.0,,
NEW HAMPSHIRE,33,3305940,Rochester School District,336.0,65.0,156.0,57.0,0.0,,320.0,60.0,131.0,47.0,0.0,
NEW HAMPSHIRE,33,3305970,Rollinsford School District,25.0,70.0,0.0,,,,,,,,,
NEW HAMPSHIRE,33,3306000,Rumney School District,19.0,70.0,12.0,25.0,0.0,,19.0,50.0,0.0,,,
NEW HAMPSHIRE,33,3306030,Rye School District,50.0,84.0,0.0,,0.0,,62.0,77.0,0.0,,,
NEW HAMPSHIRE,33,3306060,Salem School District,318.0,79.0,45.0,64.0,0.0,,373.0,69.0,49.0,44.0,0.0,
NEW HAMPSHIRE,33,3306080,Sanborn Regional School District,127.0,72.0,18.0,50.0,,,125.0,67.0,12.0,25.0,0.0,
NEW HAMPSHIRE,33,3306150,Seabrook School District,78.0,57.0,32.0,54.0,,,77.0,67.0,24.0,70.0,,
NEW HAMPSHIRE,33,3306180,Shaker Regional School District,94.0,87.0,28.0,70.0,0.0,,112.0,57.0,44.0,34.0,,
NEW HAMPSHIRE,33,3306240,Somersworth School District,135.0,52.0,67.0,42.0,0.0,,150.0,42.0,54.0,24.0,,
NEW HAMPSHIRE,33,3306260,Souhegan Cooperative School District,,,,,,,,,,,,
NEW HAMPSHIRE,33,3306270,South Hampton School District,8.0,25.0,,,,,8.0,25.0,,,,
NEW HAMPSHIRE,33,3306330,Stark School District,1.0,,,,,,,,,,,
NEW HAMPSHIRE,33,3306360,Stewartstown School District,8.0,25.0,0.0,,,,9.0,25.0,0.0,,,
NEW HAMPSHIRE,33,3306390,Stoddard School District,12.0,25.0,0.0,,,,,,,,,
NEW HAMPSHIRE,33,3306420,Strafford School District,53.0,45.0,0.0,,0.0,,60.0,84.0,0.0,,0.0,
NEW HAMPSHIRE,33,3306450,Stratford School District,10.0,25.0,0.0,,,,7.0,25.0,0.0,,,
NEW HAMPSHIRE,33,3306480,Stratham School District,111.0,72.0,0.0,,,,,,,,,
NEW HAMPSHIRE,33,3306540,Sunapee School District,32.0,74.0,0.0,,0.0,,36.0,74.0,0.0,,,
NEW HAMPSHIRE,33,3306600,Tamworth School District,22.0,40.0,13.0,25.0,,,23.0,70.0,11.0,25.0,,
NEW HAMPSHIRE,33,3306660,Thornton School District,28.0,40.0,0.0,,,,20.0,40.0,0.0,,,
NEW HAMPSHIRE,33,3306720,Timberlane Regional School District,291.0,72.0,36.0,64.0,0.0,,368.0,68.0,50.0,44.0,0.0,
NEW HAMPSHIRE,33,3306750,Unity School District,6.0,25.0,0.0,,0.0,,8.0,25.0,0.0,,,
NEW HAMPSHIRE,33,3306780,Wakefield School District,38.0,74.0,14.0,25.0,,,63.0,67.0,21.0,70.0,,
NEW HAMPSHIRE,33,3306870,Warren School District,12.0,25.0,0.0,,,,,,,,,
NEW HAMPSHIRE,33,3306900,Washington School District,13.0,25.0,0.0,,0.0,,,,,,,
NEW HAMPSHIRE,33,3306910,Waterville Valley School District,3.0,,,,,,2.0,,,,,
NEW HAMPSHIRE,33,3306930,Weare School District,126.0,67.0,18.0,70.0,0.0,,147.0,72.0,18.0,70.0,0.0,
NEW HAMPSHIRE,33,3306990,Wentworth School District,10.0,25.0,0.0,,,,4.0,,0.0,,,
NEW HAMPSHIRE,33,3307020,Westmoreland School District,14.0,25.0,,,,,18.0,40.0,0.0,,,
NEW HAMPSHIRE,33,3307050,White Mountain Regional School District,94.0,72.0,42.0,64.0,0.0,,105.0,62.0,41.0,44.0,0.0,
NEW HAMPSHIRE,33,3307115,Wilton-Lyndeboro School District,46.0,54.0,14.0,25.0,,,57.0,54.0,18.0,30.0,,
NEW HAMPSHIRE,33,3307140,Winchester School District,52.0,54.0,28.0,50.0,0.0,,44.0,44.0,24.0,50.0,,
NEW HAMPSHIRE,33,3307170,Windham School District,211.0,82.0,11.0,25.0,,,215.0,87.0,0.0,,0.0,
NEW HAMPSHIRE,33,3307230,Winnacunnet Coop School District,,,,,,,,,,,,
NEW HAMPSHIRE,33,3307300,Winnisquam Regional School District,116.0,77.0,29.0,70.0,,,114.0,52.0,35.0,34.0,0.0,
NEW HAMPSHIRE,33,3307330,Coe Brown Academy School District,,,,,,,,,,,,
NEW HAMPSHIRE,33,3307360,Pinkerton Academy School District,,,,,,,,,,,,
NEW HAMPSHIRE,33,3399965,Pemi-baker Regional School District,,,,,,,,,,,,
NEW JERSEY,34,3400004,SCH DIST OF THE CHATHAMS,312.0,93.0,6.0,25.0,,,310.0,90.0,6.0,25.0,,
NEW JERSEY,34,3400008,GREAT MEADOWS REGIONAL,112.0,87.0,11.0,25.0,,,109.0,82.0,10.0,25.0,,
NEW JERSEY,34,3400009,SOMERSET HILLS REGIONAL,152.0,92.0,12.0,25.0,,,150.0,92.0,10.0,25.0,,
NEW JERSEY,34,3400011,Oceanside Charter School,36.0,34.0,36.0,34.0,,,33.0,64.0,29.0,70.0,,
NEW JERSEY,34,3400012,PleasanTech Academy Charter,60.0,34.0,54.0,24.0,,,66.0,32.0,53.0,34.0,,
NEW JERSEY,34,3400014,Englewood on the Palisade Charter,34.0,74.0,26.0,70.0,,,,,,,,
NEW JERSEY,34,3400015,Teaneck Community Charter,34.0,84.0,4.0,,,,34.0,74.0,6.0,25.0,,
NEW JERSEY,34,3400017,Camdens Promise Charter,,,,,,,80.0,67.0,69.0,67.0,,
NEW JERSEY,34,3400019,chARTer-TECH High School,,,,,,,,,,,,
NEW JERSEY,34,3400020,Discovery Charter School,22.0,50.0,19.0,70.0,,,12.0,25.0,9.0,25.0,,
NEW JERSEY,34,3400021,East Orange Community CS,98.0,57.0,78.0,52.0,,,,,,,,
NEW JERSEY,34,3400022,Marion P  Thomas Charter,40.0,74.0,35.0,74.0,,,38.0,64.0,36.0,64.0,,
NEW JERSEY,34,3400023,New Horizons Community CS,80.0,77.0,75.0,77.0,,,,,,,,
NEW JERSEY,34,3400024,North Star Academy Charter Sch,,,,,,,101.0,92.0,68.0,48.0,,
NEW JERSEY,34,3400025,Robert Treat Academy Charter Sch,49.0,45.0,34.0,45.0,,,48.0,45.0,33.0,45.0,,
NEW JERSEY,34,3400026,Maria L  Varisco-Rogers CS,56.0,54.0,53.0,64.0,,,32.0,64.0,29.0,70.0,,
NEW JERSEY,34,3400028,Liberty Academy Charter Sch,28.0,30.0,24.0,30.0,,,33.0,24.0,29.0,30.0,,
NEW JERSEY,34,3400029,Elysian Charter School of,32.0,84.0,7.0,25.0,,,32.0,84.0,9.0,25.0,,
NEW JERSEY,34,3400032,Hoboken Charter School,22.0,40.0,,,,,22.0,70.0,8.0,25.0,,
NEW JERSEY,34,3400033,Jersey City Comm  Charter,71.0,82.0,68.0,82.0,,,58.0,34.0,48.0,34.0,,
NEW JERSEY,34,3400034,Jersey City Golden Door CS,65.0,67.0,43.0,64.0,,,36.0,24.0,27.0,30.0,,
NEW JERSEY,34,3400035,Learning Community Charter School,59.0,84.0,18.0,70.0,,,39.0,84.0,16.0,70.0,,
NEW JERSEY,34,3400036,Soaring Heights Charter Sch,25.0,50.0,10.0,25.0,,,21.0,40.0,17.0,40.0,,
NEW JERSEY,34,3400037,Emily Fisher Charter School,,,,,,,50.0,34.0,47.0,34.0,,
NEW JERSEY,34,3400041,International Charter Sch,17.0,50.0,16.0,50.0,,,,,,,,
NEW JERSEY,34,3400042,Pace Charter School of Ha,,,,,,,,,,,,
NEW JERSEY,34,3400043,Princeton Charter School,48.0,45.0,2.0,,,,44.0,45.0,,,,
NEW JERSEY,34,3400046,Village Charter School,40.0,54.0,32.0,64.0,,,37.0,24.0,30.0,10.0,,
NEW JERSEY,34,3400047,Greater Brunswick Charter,40.0,44.0,29.0,30.0,,,18.0,50.0,10.0,25.0,,
NEW JERSEY,34,3400048,Academy Charter H S,,,,,,,,,,,,
NEW JERSEY,34,3400049,Red Bank Charter School,20.0,40.0,8.0,25.0,,,18.0,40.0,5.0,,,
NEW JERSEY,34,3400051,Unity Charter School,14.0,25.0,2.0,,,,11.0,25.0,,,,
NEW JERSEY,34,3400052,Classical Academy Charter,,,,,,,34.0,45.0,15.0,25.0,,
NEW JERSEY,34,3400055,Sussex County Charter Sch,,,,,,,74.0,47.0,19.0,30.0,,
NEW JERSEY,34,3400059,Galloway Community Charter,15.0,25.0,9.0,25.0,,,14.0,25.0,8.0,25.0,,
NEW JERSEY,34,3400061,Queen City Academy Charter,36.0,84.0,22.0,40.0,,,35.0,64.0,22.0,50.0,,
NEW JERSEY,34,3400064,Gray Charter School,33.0,84.0,22.0,40.0,,,23.0,40.0,19.0,70.0,,
NEW JERSEY,34,3400065,Greater Newark Charter School,,,,,,,37.0,74.0,37.0,74.0,,
NEW JERSEY,34,3400067,Schomburg Charter School,31.0,34.0,30.0,30.0,,,,,,,,
NEW JERSEY,34,3400068,Trenton Community Charter,53.0,34.0,1.0,,,,43.0,34.0,8.0,25.0,,
NEW JERSEY,34,3400070,TEAM Academy Charter Schoool,,,,,,,163.0,72.0,143.0,72.0,,
NEW JERSEY,34,3400071,Camden Academy Charter School,,,,,,,,,,,,
NEW JERSEY,34,3400073,University Academy Charter School,,,,,,,,,,,,
NEW JERSEY,34,3400075,Central Jersey Arts Charter School,39.0,24.0,30.0,30.0,,,34.0,34.0,25.0,50.0,,
NEW JERSEY,34,3400076,Hope Academy Charter School,19.0,50.0,14.0,25.0,,,18.0,10.0,14.0,25.0,,
NEW JERSEY,34,3400077,Lady Liberty Academy Charter School,48.0,54.0,44.0,54.0,,,41.0,44.0,39.0,44.0,,
NEW JERSEY,34,3400078,LEAP Academy University CS,60.0,64.0,56.0,64.0,,,58.0,44.0,51.0,44.0,,
NEW JERSEY,34,3400079,Environment Community Opp CS,29.0,70.0,28.0,70.0,,,,,,,,
NEW JERSEY,34,3400080,Freedom Academy Charter School,,,,,,,60.0,34.0,57.0,34.0,,
NEW JERSEY,34,3400081,D U E  Season Charter School,58.0,74.0,46.0,64.0,,,42.0,34.0,27.0,30.0,,
NEW JERSEY,34,3400082,Ridge and Valley Charter School,11.0,25.0,,,,,12.0,25.0,,,,
NEW JERSEY,34,3400083,Union Co TEAMS Charter School,20.0,40.0,10.0,25.0,,,19.0,50.0,8.0,25.0,,
NEW JERSEY,34,3400084,University Heights Charter School,40.0,45.0,32.0,45.0,,,,,,,,
NEW JERSEY,34,3400085,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,12.0,25.0,4.0,,,,25.0,10.0,12.0,25.0,,
NEW JERSEY,34,3400087,Paterson Charter School,41.0,64.0,34.0,54.0,,,82.0,77.0,56.0,74.0,,
NEW JERSEY,34,3400088,OFFICE OF EDUCATIONAL SERVICES DEPARTMENT OF CORRECTIONS,,,,,,,,,,,,
NEW JERSEY,34,3400089,OFFICE OF EDUCATION JUVENILE JUSTICE COMMISSION,,,,,,,13.0,25.0,7.0,25.0,,
NEW JERSEY,34,3400090,Central Jersey College Prep CS,,,,,,,46.0,54.0,20.0,70.0,,
NEW JERSEY,34,3400660,ABSECON CITY,88.0,82.0,23.0,50.0,,,91.0,82.0,21.0,70.0,,
NEW JERSEY,34,3400690,ALEXANDRIA TOWNSHIP,69.0,87.0,3.0,,,,79.0,87.0,4.0,,,
NEW JERSEY,34,3400715,Bergen Arts and Sciences CS,60.0,84.0,22.0,70.0,,,57.0,74.0,28.0,70.0,,
NEW JERSEY,34,3400716,Adelaide L  Sandford CS,47.0,44.0,33.0,34.0,,,,,,,,
NEW JERSEY,34,3400717,Foundation Academy CS,,,,,,,51.0,84.0,30.0,70.0,,
NEW JERSEY,34,3400718,Community Charter School of Paterson,85.0,57.0,64.0,57.0,,,,,,,,
NEW JERSEY,34,3400719,Pride Academy Charter School,,,,,,,58.0,64.0,54.0,64.0,,
NEW JERSEY,34,3400720,ALLAMUCHY TOWNSHIP,59.0,74.0,5.0,,,,48.0,84.0,3.0,,,
NEW JERSEY,34,3400721,Camdens Pride Charter School,,,,,,,,,,,,
NEW JERSEY,34,3400722,Capital Prepartory Charter High School,,,,,,,,,,,,
NEW JERSEY,34,3400723,Paul Robeson Charter School for the Humanities,51.0,34.0,42.0,34.0,,,47.0,15.0,40.0,5.0,,
NEW JERSEY,34,3400724,Burch Charter School of Excellence,,,,,,,,,,,,
NEW JERSEY,34,3400728,Institute of Excellence Charter School,,,,,,,,,,,,
NEW JERSEY,34,3400729,Vineland Public Charter School,,,,,,,,,,,,
NEW JERSEY,34,3400730,Newark Educators Charter School,50.0,44.0,46.0,34.0,,,,,,,,
NEW JERSEY,34,3400731,Riverbank Charter School of Excellence,,,,,,,,,,,,
NEW JERSEY,34,3400737,Renaissance Regional Leadership CS,16.0,50.0,6.0,25.0,,,14.0,25.0,1.0,,,
NEW JERSEY,34,3400750,ALLENDALE,115.0,92.0,2.0,,,,136.0,48.0,6.0,25.0,,
NEW JERSEY,34,3400810,ALLOWAY TOWNSHIP,41.0,84.0,3.0,,,,50.0,74.0,11.0,25.0,,
NEW JERSEY,34,3400840,ALPHA,32.0,74.0,8.0,25.0,,,24.0,70.0,4.0,,,
NEW JERSEY,34,3400870,ALPINE,21.0,40.0,,,,,23.0,70.0,,,,
NEW JERSEY,34,3400900,ANDOVER REGIONAL,99.0,82.0,9.0,25.0,,,90.0,87.0,8.0,25.0,,
NEW JERSEY,34,3400930,ASBURY PARK,186.0,47.0,172.0,47.0,2.0,,132.0,27.0,118.0,27.0,,
NEW JERSEY,34,3400960,ATLANTIC CITY,459.0,68.0,415.0,69.0,2.0,,358.0,55.0,303.0,55.0,3.0,
NEW JERSEY,34,3400990,ATLANTIC COUNTY VOCATIONA,,,,,,,,,,,,
NEW JERSEY,34,3401020,ATLANTIC HIGHLANDS,35.0,45.0,4.0,,,,,,,,,
NEW JERSEY,34,3401050,AUDUBON,82.0,82.0,16.0,40.0,,,106.0,92.0,17.0,40.0,,
NEW JERSEY,34,3401110,AVALON,9.0,25.0,,,,,4.0,,1.0,,,
NEW JERSEY,34,3401140,AVON BOROUGH,19.0,70.0,2.0,,,,19.0,40.0,1.0,,,
NEW JERSEY,34,3401170,BARRINGTON BOROUGH,62.0,82.0,14.0,25.0,,,78.0,72.0,12.0,25.0,,
NEW JERSEY,34,3401200,BASS RIVER TOWNSHIP,15.0,25.0,6.0,25.0,,,,,,,,
NEW JERSEY,34,3401230,BAY HEAD,13.0,25.0,,,,,7.0,25.0,,,,
NEW JERSEY,34,3401260,BAYONNE,743.0,78.0,465.0,75.0,1.0,,743.0,74.0,398.0,67.0,,
NEW JERSEY,34,3401290,BEACH HAVEN BOROUGH,10.0,25.0,,,,,,,,,,
NEW JERSEY,34,3401320,BEDMINSTER TOWNSHIP,65.0,87.0,8.0,25.0,,,80.0,92.0,6.0,25.0,,
NEW JERSEY,34,3401350,BELLEVILLE,362.0,74.0,186.0,67.0,1.0,,364.0,68.0,161.0,62.0,,
NEW JERSEY,34,3401380,BELLMAWR BOROUGH,114.0,67.0,39.0,64.0,,,130.0,77.0,65.0,82.0,,
NEW JERSEY,34,3401410,BELMAR,46.0,84.0,24.0,70.0,,,66.0,72.0,28.0,50.0,1.0,
NEW JERSEY,34,3401440,BELVIDERE,40.0,74.0,10.0,25.0,,,37.0,64.0,12.0,25.0,,
NEW JERSEY,34,3401470,BERGEN COUNTY VOCATIONAL,,,,,,,,,,,,
NEW JERSEY,34,3401500,BERGENFIELD,241.0,87.0,75.0,72.0,,,276.0,72.0,70.0,67.0,,
NEW JERSEY,34,3401530,BERKELEY HEIGHTS,195.0,92.0,2.0,,,,203.0,87.0,3.0,,,
NEW JERSEY,34,3401560,BERKELEY TOWNSHIP,261.0,48.0,82.0,92.0,,,,,,,,
NEW JERSEY,34,3401590,BERLIN BOROUGH,103.0,92.0,19.0,40.0,,,89.0,82.0,14.0,25.0,,
NEW JERSEY,34,3401620,BERLIN TOWNSHIP,64.0,57.0,25.0,70.0,,,57.0,74.0,18.0,70.0,,
NEW JERSEY,34,3401650,BERNARDS TOWNSHIP,442.0,96.0,8.0,25.0,,,464.0,91.0,17.0,70.0,,
NEW JERSEY,34,3401710,BETHLEHEM TOWNSHIP,70.0,87.0,2.0,,,,70.0,92.0,2.0,,,
NEW JERSEY,34,3401740,BEVERLY CITY,26.0,50.0,13.0,25.0,,,18.0,30.0,10.0,25.0,,
NEW JERSEY,34,3401770,BLACK HORSE PIKE REGIONAL,,,,,,,,,,,,
NEW JERSEY,34,3401800,BLAIRSTOWN TOWNSHIP,92.0,82.0,12.0,25.0,,,,,,,,
NEW JERSEY,34,3401830,BLOOMFIELD TOWNSHIP,449.0,87.0,183.0,82.0,,,456.0,69.0,166.0,62.0,,
NEW JERSEY,34,3401860,BLOOMINGDALE,58.0,64.0,9.0,25.0,,,69.0,77.0,4.0,,,
NEW JERSEY,34,3401890,BLOOMSBURY,20.0,70.0,2.0,,,,5.0,,1.0,,,
NEW JERSEY,34,3401920,BOGOTA,96.0,77.0,46.0,64.0,,,110.0,62.0,44.0,54.0,,
NEW JERSEY,34,3401950,BOONTON TOWN,74.0,87.0,21.0,70.0,,,72.0,67.0,24.0,70.0,,
NEW JERSEY,34,3401980,BOONTON TOWNSHIP,63.0,92.0,1.0,,,,57.0,74.0,2.0,,,
NEW JERSEY,34,3402030,BORDENTOWN REGIONAL SCHOO,177.0,87.0,37.0,74.0,,,189.0,82.0,35.0,74.0,2.0,
NEW JERSEY,34,3402100,BOUND BROOK BOROUGH,115.0,72.0,82.0,72.0,,,93.0,57.0,61.0,52.0,,
NEW JERSEY,34,3402130,BRADLEY BEACH,17.0,40.0,15.0,25.0,,,33.0,74.0,19.0,70.0,,
NEW JERSEY,34,3402160,BRANCHBURG TOWNSHIP,218.0,92.0,9.0,25.0,,,202.0,92.0,7.0,25.0,,
NEW JERSEY,34,3402220,BRICK TOWNSHIP,704.0,84.0,170.0,72.0,1.0,,845.0,72.0,190.0,62.0,1.0,
NEW JERSEY,34,3402250,BRIDGETON,405.0,52.0,379.0,51.0,10.0,25.0,295.0,52.0,247.0,52.0,10.0,25.0
NEW JERSEY,34,3402280,BRIDGEWATER-RARITAN REGIO,712.0,94.0,61.0,48.0,,,768.0,86.0,63.0,62.0,,
NEW JERSEY,34,3402310,BRIELLE BOROUGH,73.0,82.0,2.0,,,,88.0,92.0,6.0,25.0,,
NEW JERSEY,34,3402340,BRIGANTINE CITY,72.0,92.0,24.0,40.0,,,92.0,67.0,26.0,50.0,1.0,
NEW JERSEY,34,3402370,BROOKLAWN,32.0,64.0,17.0,50.0,1.0,,42.0,84.0,13.0,25.0,1.0,
NEW JERSEY,34,3402400,BUENA REGIONAL,175.0,77.0,75.0,77.0,,,170.0,77.0,69.0,72.0,,
NEW JERSEY,34,3402430,BURLINGTON CITY,120.0,67.0,72.0,62.0,2.0,,106.0,57.0,58.0,54.0,2.0,
NEW JERSEY,34,3402460,BURLINGTON TOWNSHIP,296.0,72.0,65.0,57.0,11.0,25.0,368.0,63.0,74.0,47.0,7.0,25.0
NEW JERSEY,34,3402490,BURLINGTON COUNTY VOCATIO,,,,,,,,,,,,
NEW JERSEY,34,3402520,BUTLER,89.0,77.0,14.0,25.0,,,59.0,64.0,8.0,25.0,,
NEW JERSEY,34,3402550,BYRAM TOWNSHIP,134.0,92.0,10.0,25.0,,,134.0,82.0,8.0,25.0,,
NEW JERSEY,34,3402580,CALDWELL-WEST CALDWELL,211.0,87.0,8.0,25.0,,,207.0,82.0,7.0,25.0,,
NEW JERSEY,34,3402610,CALIFON,17.0,70.0,,,,,16.0,70.0,,,,
NEW JERSEY,34,3402640,CAMDEN CITY,1119.0,38.0,1032.0,37.0,23.0,10.0,789.0,17.0,688.0,18.0,15.0,25.0
NEW JERSEY,34,3402670,CAMDEN COUNTY VOCATIONAL,,,,,,,,,,,,
NEW JERSEY,34,3402700,CAPE MAY CITY,13.0,25.0,9.0,25.0,,,,,,,,
NEW JERSEY,34,3402730,CAPE MAY COUNTY VOCATIONA,,,,,,,,,,,,
NEW JERSEY,34,3402790,CARLSTADT,56.0,64.0,16.0,70.0,,,73.0,72.0,18.0,70.0,,
NEW JERSEY,34,3402800,CARLSTADT-EAST RUTHERFORD,,,,,,,,,,,,
NEW JERSEY,34,3402820,CARTERET BOROUGH,271.0,72.0,174.0,72.0,,,295.0,77.0,168.0,77.0,,
NEW JERSEY,34,3402850,CEDAR GROVE TOWNSHIP,141.0,87.0,3.0,,,,128.0,82.0,6.0,25.0,,
NEW JERSEY,34,3402880,STERLING HIGH SCHOOL DIST,,,,,,,,,,,,
NEW JERSEY,34,3402910,CENTRAL REGIONAL,,,,,,,313.0,77.0,111.0,77.0,,
NEW JERSEY,34,3403000,CHERRY HILL TOWNSHIP,869.0,93.0,139.0,87.0,3.0,,872.0,86.0,148.0,72.0,2.0,
NEW JERSEY,34,3403060,CHESTER TOWNSHIP,144.0,92.0,10.0,25.0,,,165.0,82.0,7.0,25.0,,
NEW JERSEY,34,3403090,CHESTERFIELD TOWNSHIP,71.0,87.0,3.0,,,,,,,,,
NEW JERSEY,34,3403120,CINNAMINSON TOWNSHIP,174.0,82.0,12.0,25.0,,,184.0,77.0,22.0,50.0,,
NEW JERSEY,34,3403150,CLARK TOWNSHIP,167.0,87.0,4.0,,,,182.0,77.0,10.0,25.0,,
NEW JERSEY,34,3403180,CLAYTON,104.0,67.0,49.0,54.0,3.0,,103.0,57.0,56.0,44.0,5.0,
NEW JERSEY,34,3403210,CLEARVIEW REGIONAL,,,,,,,459.0,69.0,43.0,54.0,1.0,
NEW JERSEY,34,3403240,CLEMENTON BOROUGH,57.0,74.0,43.0,74.0,2.0,,70.0,62.0,39.0,54.0,2.0,
NEW JERSEY,34,3403270,CLIFFSIDE PARK,159.0,77.0,92.0,77.0,,,167.0,77.0,99.0,72.0,,
NEW JERSEY,34,3403300,CLIFTON,838.0,72.0,433.0,65.0,,,849.0,55.0,388.0,45.0,,
NEW JERSEY,34,3403330,CLINTON TOWN,67.0,82.0,3.0,,,,65.0,48.0,3.0,,,
NEW JERSEY,34,3403360,CLINTON TOWNSHIP,158.0,87.0,6.0,25.0,,,232.0,87.0,13.0,25.0,,
NEW JERSEY,34,3403390,CLOSTER,139.0,92.0,,,,,138.0,92.0,,,,
NEW JERSEY,34,3403420,COLLINGSWOOD BOROUGH,106.0,77.0,43.0,54.0,2.0,,122.0,77.0,38.0,54.0,,
NEW JERSEY,34,3403450,COLTS NECK TOWNSHIP,121.0,92.0,2.0,,,,150.0,87.0,1.0,,,
NEW JERSEY,34,3403480,COMMERCIAL TOWNSHIP,69.0,72.0,48.0,64.0,1.0,,62.0,52.0,40.0,54.0,,
NEW JERSEY,34,3403540,CRANBURY TOWNSHIP,75.0,48.0,1.0,,,,72.0,48.0,3.0,,,
NEW JERSEY,34,3403570,CRANFORD TOWNSHIP,329.0,91.0,11.0,25.0,,,313.0,83.0,16.0,40.0,,
NEW JERSEY,34,3403600,CRESSKILL,134.0,92.0,,,,,134.0,87.0,4.0,,,
NEW JERSEY,34,3403610,CUMBERLAND COUNTY VOCATIO,,,,,,,,,,,,
NEW JERSEY,34,3403620,CUMBERLAND REGIONAL DISTR,,,,,,,,,,,,
NEW JERSEY,34,3403630,DEAL BOROUGH,10.0,25.0,,,,,13.0,25.0,,,,
NEW JERSEY,34,3403660,DEERFIELD TOWNSHIP,45.0,64.0,14.0,25.0,,,41.0,64.0,14.0,25.0,,
NEW JERSEY,34,3403690,DELANCO TOWNSHIP,25.0,40.0,11.0,25.0,,,44.0,44.0,15.0,25.0,,
NEW JERSEY,34,3403720,DELAWARE TOWNSHIP,40.0,84.0,1.0,,,,65.0,87.0,3.0,,,
NEW JERSEY,34,3403750,DELAWARE VALLEY REGIONAL,,,,,,,,,,,,
NEW JERSEY,34,3403780,DELRAN TOWNSHIP,236.0,77.0,39.0,64.0,2.0,,221.0,67.0,45.0,54.0,,
NEW JERSEY,34,3403810,DEMAREST,78.0,48.0,,,,,94.0,92.0,,,,
NEW JERSEY,34,3403840,DENNIS TOWNSHIP,66.0,87.0,18.0,40.0,,,78.0,82.0,16.0,50.0,,
NEW JERSEY,34,3403870,DENVILLE TOWNSHIP,218.0,92.0,6.0,25.0,,,217.0,87.0,6.0,25.0,,
NEW JERSEY,34,3403900,DEPTFORD TOWNSHIP,321.0,82.0,111.0,77.0,,,359.0,74.0,122.0,62.0,2.0,
NEW JERSEY,34,3403930,DOVER TOWN,210.0,92.0,167.0,92.0,,,235.0,62.0,158.0,52.0,,
NEW JERSEY,34,3403960,DOWNE TOWNSHIP,13.0,25.0,6.0,25.0,1.0,,15.0,25.0,3.0,,1.0,
NEW JERSEY,34,3403990,DUMONT,196.0,92.0,23.0,40.0,,,208.0,87.0,13.0,25.0,,
NEW JERSEY,34,3404020,DUNELLEN,96.0,82.0,25.0,70.0,,,99.0,72.0,32.0,54.0,,
NEW JERSEY,34,3404050,EAGLESWOOD TOWNSHIP,18.0,40.0,4.0,,,,,,,,,
NEW JERSEY,34,3404080,EAST AMWELL TOWNSHIP,53.0,74.0,5.0,,1.0,,48.0,74.0,1.0,,,
NEW JERSEY,34,3404110,EAST BRUNSWICK TOWNSHIP,648.0,91.0,79.0,77.0,,,736.0,80.0,106.0,57.0,,
NEW JERSEY,34,3404140,EAST GREENWICH TOWNSHIP,140.0,92.0,15.0,25.0,1.0,,,,,,,
NEW JERSEY,34,3404170,EAST HANOVER TOWNSHIP,125.0,87.0,,,,,129.0,87.0,,,,
NEW JERSEY,34,3404200,EAST NEWARK,15.0,25.0,15.0,25.0,,,35.0,64.0,29.0,50.0,,
NEW JERSEY,34,3404230,EAST ORANGE,782.0,81.0,626.0,81.0,4.0,,676.0,38.0,501.0,40.0,,
NEW JERSEY,34,3404290,EAST RUTHERFORD,65.0,82.0,31.0,74.0,,,81.0,72.0,26.0,70.0,,
NEW JERSEY,34,3404320,EAST WINDSOR REGIONAL,403.0,81.0,110.0,62.0,1.0,,369.0,78.0,103.0,62.0,,
NEW JERSEY,34,3404350,EASTAMPTON TOWNSHIP,79.0,77.0,19.0,70.0,,,97.0,82.0,13.0,25.0,,
NEW JERSEY,34,3404380,EASTERN CAMDEN COUNTY REG,,,,,,,,,,,,
NEW JERSEY,34,3404410,EATONTOWN,141.0,82.0,58.0,74.0,,,105.0,77.0,37.0,64.0,,
NEW JERSEY,34,3404440,EDGEWATER,70.0,87.0,14.0,25.0,1.0,,,,,,,
NEW JERSEY,34,3404470,EDGEWATER PARK TOWNSHIP,83.0,87.0,40.0,84.0,3.0,,78.0,62.0,40.0,64.0,1.0,
NEW JERSEY,34,3404500,EDISON TOWNSHIP,1114.0,90.0,204.0,77.0,1.0,,1105.0,81.0,222.0,62.0,4.0,
NEW JERSEY,34,3404530,EGG HARBOR CITY,56.0,64.0,44.0,54.0,,,55.0,54.0,43.0,54.0,,
NEW JERSEY,34,3404560,EGG HARBOR TOWNSHIP,610.0,71.0,253.0,57.0,2.0,,636.0,72.0,230.0,62.0,2.0,
