"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C01_004E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M","S1902_C02_015E"
"9700000US4821420","Grand Prairie Independent School District, Texas","40447","2083","86.7","2.4","10.2","2.3","3.3","4.4","1.5","2.4","1.3","10.0","2.4","30917","1437","11.0","2.9","38.7","4.4","29.2","4.6","8.2","2.7","9.2","2.4","3.9","2.0","127616","2021","70.1","4.4","18.8","3.8","0.2","0.2","3.3","2.0","0.0","0.1","6.7","2.3","1.0","0.5","49.4","5.0","28.0","3.4","22.9","(X)","24.2","(X)","16.7","(X)","63760","5140","64668","5509","6973","4480","16405","1204","10796","2266","1444","671","13784","3119","67274","6122","26966","6629","44183","6304","94535","24.7","13522","71106","16872","114945","16603","85555","13113","1710","21595","2147","23513","3856","19521","8240","13277","2746","N","N","12451","2993","19276","5836","15723","2592","29560","3352","(X)","(X)","(X)","(X)","(X)","(X)","21047"
"9700000US4821660","Grapevine-Colleyville Independent School District, Texas","31737","1965","89.3","2.8","33.0","4.8","4.3","1.5","1.0","0.8","0.6","14.3","3.9","22150","1620","6.0","2.3","25.9","5.1","45.3","5.5","9.1","3.5","12.4","3.9","1.3","1.2","81139","2846","83.4","3.9","2.5","1.5","0.0","0.1","7.3","2.2","0.0","0.2","1.7","1.7","5.1","2.0","13.3","4.6","72.5","4.7","23.7","(X)","21.2","(X)","20.2","(X)","124799","14083","119973","10275","25081","22078","18849","2373","9063","4259","1408","316","28165","4480","148439","17857","77009","20436","111900","25060","177894","22.0","28788","132251","42407","164454","41414","141072","45447","5849","51867","6961","49634","14181","N","N","49659","13939","N","N","17725","9060","19839","9481","26024","8141","55476","7382","(X)","(X)","(X)","(X)","(X)","(X)","49462"
"9700000US4822530","Harlingen Consolidated Independent School District, Texas","25753","1604","68.9","5.1","14.5","3.2","4.7","8.1","2.6","1.6","0.9","18.5","3.8","20072","1417","24.2","5.5","38.0","5.8","23.3","5.0","6.2","3.2","4.6","2.2","3.6","1.7","83589","4198","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30.6","(X)","31.6","(X)","21.4","(X)","60660","8856","64139","8325","32395","26196","15437","1240","8110","1939","2701","1354","23310","5014","66041","10617","40543","21027","53498","11824","109696","32.3","22300","58411","11876","92511","26812","66227","18169","2931","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19469"
"9700000US4823640","Houston Independent School District, Texas","522582","7744","84.7","0.8","17.1","0.8","0.8","4.8","0.4","1.6","0.3","9.0","0.5","304078","7304","10.2","0.9","39.2","1.6","27.9","1.4","13.6","1.0","5.4","0.8","3.7","0.6","1369957","23325","61.4","1.2","22.8","1.0","0.3","0.1","5.7","0.5","0.0","0.1","7.8","0.7","2.0","0.3","44.1","1.2","26.3","0.8","32.5","(X)","34.8","(X)","26.4","(X)","79794","2146","81796","2224","24673","3854","15341","408","8670","436","2917","662","23581","3460","91370","3118","40175","7286","69459","5681","146291","19.5","6950","71791","7329","110241","9148","93602","11169","878","37269","1359","19043","1127","28502","15763","42356","3945","N","N","18121","2290","18670","3285","15573","747","66787","2630","(X)","(X)","(X)","(X)","(X)","(X)","31514"
"9700000US4823910","Humble Independent School District, Texas","59097","3502","90.6","2.4","18.8","2.9","2.4","2.5","1.2","2.5","1.4","13.2","2.6","44147","3096","6.5","2.1","37.6","4.2","33.0","3.9","8.9","3.0","11.3","2.7","2.8","1.7","175480","13689","73.0","3.3","14.1","2.7","0.2","0.2","3.8","1.6","0.4","0.4","6.9","2.5","1.6","0.7","23.1","4.0","57.5","3.9","31.1","(X)","30.8","(X)","24.7","(X)","104113","6608","100181","6381","17742","8779","19419","1911","7742","2191","2458","1406","37293","16127","115507","8026","70071","15442","95253","10258","138909","18.0","18250","117738","37075","133285","17928","137433","107024","2537","39354","3130","26799","4392","N","N","41844","17396","N","N","20165","8245","19249","9390","19780","3901","44666","3810","(X)","(X)","(X)","(X)","(X)","(X)","35917"
"9700000US4824060","Hurst-Euless-Bedford Independent School District, Texas","57830","2435","84.5","2.2","21.4","2.7","2.5","1.8","0.7","1.7","0.6","16.0","2.1","35139","1938","9.6","2.3","31.2","3.9","37.7","3.5","10.5","2.0","7.9","2.0","3.1","1.3","141792","4476","73.4","3.1","13.4","2.8","0.5","0.7","5.3","1.5","1.1","0.7","3.1","1.3","3.2","1.1","18.3","2.9","59.2","3.2","24.7","(X)","25.9","(X)","20.0","(X)","68260","4103","67171","4071","11615","6506","17898","1176","7822","1824","2924","1420","20618","3120","77327","4661","42032","9016","51518","4700","95715","24.5","6422","87172","24026","111494","14006","102920","47057","1604","31261","1822","21570","3737","10937","14477","26084","9644","17379","9689","21701","8102","21468","11377","21301","3020","33487","2162","(X)","(X)","(X)","(X)","(X)","(X)","28815"
"9700000US4824420","Irving Independent School District, Texas","60376","2547","88.8","2.0","10.1","1.9","2.0","4.0","1.3","4.7","1.4","7.8","1.6","40674","1805","7.5","2.0","34.7","3.6","30.6","3.2","11.3","2.8","10.2","2.4","5.5","1.9","178352","5913","65.8","3.4","12.9","2.2","0.2","0.2","6.9","1.7","0.2","0.2","11.7","3.0","2.3","0.7","49.3","3.2","28.9","2.7","27.8","(X)","27.5","(X)","19.3","(X)","60072","2958","59837","3420","10983","3696","16483","1590","10070","2026","3472","1919","19838","5043","63322","3948","40388","9468","43503","3900","77018","16.8","7763","66686","9402","98927","15691","70222","12965","1314","22217","1620","21206","2899","N","N","28812","7155","N","N","14239","1567","12809","5071","14284","1085","32260","2991","(X)","(X)","(X)","(X)","(X)","(X)","21359"
"9700000US4824990","Judson Independent School District, Texas","36627","2422","87.4","2.1","16.1","3.2","3.3","4.4","1.5","3.2","1.2","25.3","3.7","25900","2212","9.3","2.2","35.8","4.5","29.2","4.8","10.5","3.0","10.0","4.0","5.2","2.2","106589","9099","60.5","4.7","18.2","3.6","0.1","0.2","2.0","1.0","0.4","0.5","11.6","3.6","7.0","1.9","41.1","4.3","33.7","3.7","25.5","(X)","28.1","(X)","19.5","(X)","68860","4266","62056","4942","7077","3022","17576","1902","7372","1544","1803","725","24147","2752","76327","5273","44059","10438","58211","6123","92381","23.5","8664","74693","11239","127232","25575","74278","15029","1735","26004","2102","29009","4332","N","N","20503","4695","N","N","15895","3990","14466","5670","18277","1974","30544","2824","(X)","(X)","(X)","(X)","(X)","(X)","24534"
"9700000US4825170","Katy Independent School District, Texas","97698","4800","93.5","1.4","20.5","2.5","1.8","1.0","0.6","1.2","0.7","9.3","1.7","79834","4606","4.3","1.2","35.1","4.0","36.4","3.5","9.6","2.2","11.6","2.1","3.0","1.2","305800","17025","71.7","3.1","10.0","2.2","0.9","0.8","10.1","2.3","0.0","0.1","4.7","1.5","2.7","0.9","28.3","3.2","49.0","3.4","35.8","(X)","36.6","(X)","26.8","(X)","115618","5799","114646","6073","12250","3258","19680","1347","9402","2760","3260","1981","21128","3207","126893","6497","55505","12907","114083","11368","146444","13.0","9600","97736","16452","158060","27213","114576","20875","2168","39281","2709","32555","6281","24988","21044","46872","7326","N","N","24055","6552","17175","8957","25646","3116","45295","3503","(X)","(X)","(X)","(X)","(X)","(X)","37933"
"9700000US4825260","Keller Independent School District, Texas","52678","2523","92.2","1.9","24.8","3.6","2.6","2.0","0.9","0.9","0.7","14.2","2.6","43847","2326","4.9","1.6","34.3","4.9","39.0","5.1","8.3","2.3","10.0","2.8","3.4","1.4","165757","8241","81.4","3.3","3.6","1.2","0.2","0.2","4.9","1.5","0.1","0.2","3.5","1.4","6.4","2.0","14.7","3.2","71.4","4.1","25.7","(X)","24.6","(X)","18.6","(X)","115929","11286","108234","7690","34697","25731","17339","1480","11775","2277","N","N","26502","4373","125666","13277","63169","15485","100989","11038","152071","14.4","34673","120382","21431","149594","19155","104493","23223","3617","37132","2420","42524","9346","8186","3711","82192","69527","N","N","24011","8483","14825","5429","23167","4080","38853","2607","(X)","(X)","(X)","(X)","(X)","(X)","37567"
"9700000US4825660","Killeen Independent School District, Texas","60258","2309","83.8","3.0","14.6","2.3","2.5","5.8","1.8","1.9","0.7","21.6","2.5","44244","2029","11.2","3.2","42.2","4.2","34.2","4.8","6.3","1.8","4.8","1.7","1.3","0.7","203789","3863","54.7","2.8","28.5","2.2","0.9","0.8","3.4","0.9","1.0","0.4","6.0","1.9","5.6","1.3","26.0","1.9","39.0","2.2","20.9","(X)","21.7","(X)","16.7","(X)","58667","3662","55209","3091","4739","1324","12960","1233","10689","2172","2274","1094","27706","9226","64995","4650","32898","7068","53057","7531","86673","16.7","6951","55728","8814","100028","18225","75721","25542","1106","21666","1586","20799","2177","14624","4088","17079","5448","15116","4665","13648","3845","12147","2994","14315","1282","24406","2020","(X)","(X)","(X)","(X)","(X)","(X)","20121"
"9700000US4825740","Klein Independent School District, Texas","76699","3463","89.7","1.8","18.1","2.0","2.5","3.7","1.0","1.0","0.5","13.0","2.0","58947","2944","8.3","1.7","39.0","3.2","30.8","3.2","9.4","2.4","10.4","2.2","2.2","0.8","229914","12277","72.4","3.6","10.0","2.4","0.3","0.3","8.6","1.8","0.0","0.1","6.6","3.1","2.1","0.7","30.5","3.4","49.1","3.4","29.4","(X)","32.1","(X)","21.9","(X)","94062","4193","91497","4248","13997","6200","20179","1491","9897","1736","3671","1905","29926","6406","101980","5148","62042","20464","81504","7334","126327","20.4","8408","85753","11493","155142","30754","93001","16463","1887","35962","2561","26891","4157","N","N","25261","4255","N","N","14122","2480","12977","5721","20428","2656","42458","3235","(X)","(X)","(X)","(X)","(X)","(X)","32192"
"9700000US4826130","La Joya Independent School District, Texas","26761","2108","81.9","4.0","5.2","2.2","4.3","10.4","3.1","1.6","1.4","7.9","2.1","24295","2033","14.3","3.5","42.9","5.9","17.0","4.1","14.8","4.6","7.2","2.8","3.8","2.4","105319","9545","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","33.0","(X)","34.9","(X)","19.4","(X)","44054","4707","43937","5932","8142","3318","15534","1859","9270","1938","N","N","18872","4520","45190","4928","31761","7954","33490","9389","58741","24.7","8835","46136","8363","93747","13540","71661","31547","1217","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11909"
"9700000US4826580","Lamar Consolidated Independent School District, Texas","44290","2835","86.6","2.6","17.1","3.1","3.2","4.7","1.9","2.3","1.1","16.5","2.6","32988","2578","9.4","2.5","41.3","4.7","29.2","4.2","8.7","3.4","6.7","2.3","4.7","2.2","132931","9665","72.0","3.7","12.8","3.0","0.1","0.1","8.5","3.0","0.0","0.1","4.1","1.8","2.5","1.1","33.3","4.4","43.5","3.8","36.2","(X)","38.4","(X)","29.3","(X)","91885","5154","90354","6407","15819","6245","20318","1579","8686","1425","4299","1935","28205","4379","103645","6008","55885","15656","84456","10360","137614","21.7","11628","94233","31058","139565","25940","123030","33664","2078","33972","2666","28770","7285","N","N","26796","6424","N","N","12620","3033","27158","12643","17157","2984","44536","3751","(X)","(X)","(X)","(X)","(X)","(X)","31698"
"9700000US4826790","Laredo Independent School District, Texas","25992","1462","68.1","3.5","7.1","1.9","4.1","10.8","2.3","2.4","1.3","9.3","1.9","20827","1400","25.1","4.0","40.6","4.2","11.9","3.0","12.9","3.0","4.4","1.5","5.2","1.6","94440","6547","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","27.5","(X)","27.5","(X)","16.9","(X)","34582","5035","37318","4614","33212","23739","12139","966","6475","1182","2805","2119","15548","3551","37171","6149","10798","2714","36508","13143","52001","35.4","10357","54953","10176","75796","16162","59076","9002","1407","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9990"
"9700000US4827030","Leander Independent School District, Texas","53333","2743","88.4","2.5","25.9","2.8","2.4","1.9","0.7","0.6","0.5","13.6","2.5","39025","1935","9.1","2.4","27.7","3.9","46.0","4.3","8.1","2.4","6.3","1.5","2.8","1.3","158325","7047","85.6","2.4","3.3","1.3","0.4","0.2","5.5","1.6","0.0","0.1","1.4","0.9","3.9","1.0","16.1","2.4","71.8","3.1","24.4","(X)","25.0","(X)","19.4","(X)","116086","9878","112603","9794","29326","12017","18746","1685","13334","3337","3716","3031","30206","4810","133691","12521","90666","34922","98357","14136","157784","18.1","21424","141286","63790","170898","39453","121031","21810","3401","40200","3236","19181","6507","27626","19666","56163","27623","N","N","36965","15559","34121","22654","28118","9540","42601","3704","(X)","(X)","(X)","(X)","(X)","(X)","40067"
"9700000US4827300","Lewisville Independent School District, Texas","102304","2611","91.8","1.2","22.3","1.7","1.4","2.2","0.8","1.2","0.5","10.2","1.3","74375","1908","5.5","1.2","31.6","2.7","41.7","2.6","10.8","2.0","8.8","1.5","1.6","0.7","286579","4035","75.6","2.0","8.1","1.4","0.3","0.1","10.7","1.3","0.0","0.1","1.9","0.6","3.5","0.8","18.1","2.0","60.5","2.3","26.4","(X)","26.0","(X)","21.1","(X)","102413","3538","101497","3846","12711","3516","18821","1368","7651","1398","4604","1953","24261","5613","115510","4106","64245","18218","104551","8415","136301","13.9","6074","84908","11328","132799","12741","75664","20762","1362","40436","1529","31281","4068","21762","8113","31795","4619","N","N","22956","7094","17127","4136","19684","1953","45628","1898","(X)","(X)","(X)","(X)","(X)","(X)","37571"
"9700000US4828500","Lubbock Independent School District, Texas","69039","2892","81.6","2.1","18.3","2.2","2.3","5.4","1.1","2.3","0.8","12.7","1.7","41916","2417","12.1","2.2","32.1","3.7","32.0","3.8","15.0","3.0","6.2","1.7","2.6","1.1","186842","5751","76.3","2.7","9.4","1.0","0.7","0.5","1.9","0.5","0.0","0.1","9.4","2.0","2.3","0.8","36.7","2.2","50.6","2.2","34.2","(X)","33.2","(X)","29.1","(X)","57686","3918","56262","4667","16153","4777","16506","908","7963","1296","2153","961","19974","2439","71771","6029","40812","8408","62917","11717","96663","27.2","11824","51776","6935","99850","13866","66936","19234","1315","23669","1644","15936","3963","22750","10287","31585","14865","N","N","16641","2845","10400","4084","14808","1520","28370","2165","(X)","(X)","(X)","(X)","(X)","(X)","22123"
"9700000US4828920","Mansfield Independent School District, Texas","48546","2666","91.1","1.6","20.0","2.7","3.0","2.6","1.3","0.8","0.6","14.1","2.7","38897","2445","6.2","1.5","30.2","4.0","38.8","4.0","8.2","2.3","13.6","3.3","3.0","1.6","150789","8934","66.8","4.0","21.8","3.8","0.2","0.2","5.8","2.2","0.0","0.1","1.3","0.9","4.1","1.5","15.5","3.1","54.4","3.8","26.4","(X)","28.3","(X)","19.8","(X)","101447","6824","99809","7360","8942","3942","18567","1556","10740","4289","1641","1300","27176","5909","110742","7488","58570","14899","84816","12263","125704","17.8","7030","93326","25128","157132","20262","125075","42922","2381","36512","2916","30219","3752","N","N","28402","6784","N","N","24556","10358","14582","5404","25506","5510","38406","3192","(X)","(X)","(X)","(X)","(X)","(X)","33569"
"9700000US4829670","McAllen Independent School District, Texas","36954","2417","78.7","3.9","12.6","2.6","3.8","8.3","2.3","2.9","1.3","10.3","2.9","28031","1608","14.7","3.7","39.8","4.9","22.9","4.2","11.4","3.4","6.0","2.7","5.2","2.2","119005","4779","87.4","3.3","0.7","0.5","0.7","0.6","2.5","1.2","0.0","0.2","7.4","3.0","1.3","0.6","N","N","N","N","24.5","(X)","26.5","(X)","17.0","(X)","57874","6483","60196","7759","25178","8545","13555","1080","6403","963","2418","1210","20600","3843","65354","8567","36854","12396","42383","13278","125528","25.9","32521","49188","11320","93678","13141","59820","18285","2285","18284","2153","12673","13104","N","N","21494","7714","N","N","21631","17334","18750","12093","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18630"
"9700000US4829850","McKinney Independent School District, Texas","40991","1906","85.2","3.7","16.4","2.6","2.8","5.2","2.4","0.8","1.1","11.8","2.4","30641","1672","9.7","3.3","33.6","4.5","38.6","4.5","7.3","2.3","7.2","1.9","3.7","2.2","121496","4873","82.7","3.6","11.6","3.3","0.2","0.3","3.0","1.3","0.0","0.2","0.7","0.4","1.7","0.8","18.9","3.7","64.7","3.8","41.3","(X)","40.3","(X)","32.2","(X)","95483","7502","97967","8640","22040","9058","18355","1832","9176","2070","N","N","27606","4470","108202","9579","49145","17887","87104","11543","130116","20.0","13824","145714","96676","134689","21741","100273","21178","2550","33709","3159","28142","4669","N","N","33222","11670","N","N","11335","7941","28382","11577","14876","2986","38888","3876","(X)","(X)","(X)","(X)","(X)","(X)","32875"
"9700000US4830390","Mesquite Independent School District, Texas","56020","2385","87.7","2.2","10.1","2.1","3.0","6.2","1.8","1.3","0.7","11.3","2.2","42152","1962","7.6","2.1","39.5","4.4","27.1","4.2","10.5","3.0","9.4","2.7","5.9","2.4","172644","5072","66.8","3.7","24.1","3.7","0.5","0.5","2.3","1.1","0.0","0.1","4.9","1.7","1.3","0.6","38.4","4.4","34.4","3.4","30.4","(X)","32.1","(X)","25.0","(X)","58584","3441","58417","3893","6451","3442","15018","1352","9850","1428","4698","2755","17453","2968","61486","4196","27500","7622","41397","4139","84348","19.9","6793","56006","10464","108252","25666","70204","12118","1249","19715","1390","21014","3080","10553","7263","35546","22742","N","N","11019","2983","10309","5252","11655","1060","27084","2405","(X)","(X)","(X)","(X)","(X)","(X)","19801"
"9700000US4830570","Midland Independent School District, Texas","49841","1521","88.2","2.1","20.1","2.5","2.5","3.1","1.5","0.7","0.8","10.7","1.8","33050","2058","7.5","2.5","35.8","5.2","32.9","4.8","12.0","3.4","8.9","3.3","2.9","1.2","143288","2680","73.6","4.0","6.2","1.5","0.3","0.4","1.2","0.4","0.6","0.9","15.3","4.0","2.8","1.0","42.3","0.9","48.0","0.9","26.1","(X)","28.2","(X)","21.4","(X)","102104","11185","99636","11154","34709","13207","16533","1174","8054","1790","N","N","17610","3510","118252","15001","65585","38780","96417","15930","158216","24.5","41407","100748","37760","133334","32557","97415","11660","3779","43693","4897","19278","4569","N","N","N","N","N","N","16471","2697","24408","12565","19147","2262","55661","7549","(X)","(X)","(X)","(X)","(X)","(X)","37293"
"9700000US4831040","Mission Consolidated Independent School District, Texas","18681","1611","76.0","6.2","8.6","3.4","6.3","12.9","4.9","2.0","2.2","10.9","3.9","14837","1554","N","N","N","N","N","N","N","N","N","N","N","N","65768","6571","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","35.8","(X)","38.3","(X)","23.0","(X)","41881","4735","43409","5942","7363","5326","12054","2004","6435","1300","N","N","19558","10265","45789","5492","N","N","N","N","N","32.1","N","N","N","N","N","N","N","1506","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12410"
"9700000US4832940","North East Independent School District, Texas","165271","5427","84.7","1.4","20.9","1.7","1.3","3.3","0.6","1.2","0.3","17.7","1.4","105930","4604","11.0","1.5","36.3","2.9","31.6","2.5","11.4","1.8","7.2","1.1","2.6","0.8","432384","16949","82.6","1.7","7.0","1.2","0.7","0.4","2.9","0.7","0.2","0.2","4.3","0.9","2.3","0.5","42.6","2.0","45.7","1.8","28.3","(X)","29.3","(X)","22.5","(X)","76857","2304","72657","2277","18052","3652","17396","772","9434","1221","1676","565","30527","2790","90569","3431","57990","8744","82694","7367","106683","23.2","5961","70737","7784","136113","13963","103371","29909","950","32325","1114","21187","2624","17313","6356","28242","6134","N","N","17499","2384","20130","6007","20947","1056","41139","1766","(X)","(X)","(X)","(X)","(X)","(X)","30368"
"9700000US4833120","Northside Independent School District (Bandera, Bexar, and Medina Counties); Texas","194626","4640","85.5","1.2","16.8","1.3","1.3","4.9","0.9","1.7","0.4","17.1","1.3","130382","4559","9.5","1.3","33.5","2.1","32.6","2.1","10.7","1.4","10.1","1.4","3.7","1.0","573685","18582","79.1","1.7","7.4","0.9","0.3","0.2","4.7","0.6","0.2","0.1","5.2","1.0","3.1","0.7","55.6","1.6","30.6","1.3","32.3","(X)","32.8","(X)","25.2","(X)","74067","2669","71771","2599","14925","3446","15434","743","8290","746","2695","692","25774","2111","84778","2978","43339","6289","66845","5654","109629","22.7","5498","74324","7793","112281","7131","90264","11035","930","26841","1115","24222","2960","23015","9204","27762","4673","N","N","23531","4239","17345","3243","19789","938","38065","2066","(X)","(X)","(X)","(X)","(X)","(X)","26236"
"9700000US4833180","Northwest Independent School District, Texas","24307","2369","92.9","2.1","23.0","4.5","3.6","2.7","1.9","2.6","2.3","12.7","3.7","19535","2182","N","N","N","N","N","N","N","N","N","N","N","N","69941","6436","85.9","4.4","5.2","2.9","0.2","0.3","1.2","0.8","0.4","0.5","1.6","1.6","5.4","2.6","9.5","3.4","79.2","5.0","21.9","(X)","22.4","(X)","16.5","(X)","106370","10380","103817","10978","9827","5031","20071","3724","9028","2092","1373","1659","24078","7666","116830","10974","N","N","N","N","N","17.4","N","N","N","N","N","N","N","3859","38283","4217","51732","18952","N","N","42697","15870","N","N","N","N","27435","5671","18490","5546","40219","4512","(X)","(X)","(X)","(X)","(X)","(X)","37861"
"9700000US4834320","Pasadena Independent School District, Texas","76531","3367","85.7","1.6","8.9","1.4","2.2","6.1","1.4","1.4","0.7","11.1","1.7","57610","3130","9.2","2.0","39.0","3.7","18.8","3.2","16.3","2.5","10.4","2.5","6.3","1.7","252869","13249","71.5","2.8","10.3","2.2","1.2","0.7","3.4","1.3","0.0","0.1","11.7","2.3","1.8","0.8","68.4","3.1","17.4","2.2","40.0","(X)","41.3","(X)","29.3","(X)","54485","3184","54658","3445","6670","3637","15974","1123","8030","1066","2378","588","22410","11787","58431","4088","35020","18937","37482","2936","80374","20.0","8402","54432","5159","103205","10848","93306","32078","1077","17665","1214","18277","5204","17337","6933","20792","7501","N","N","15945","3838","8256","4585","14629","1233","27371","3043","(X)","(X)","(X)","(X)","(X)","(X)","17456"
"9700000US4834440","Pearland Independent School District, Texas","32751","2552","86.4","3.2","28.1","4.5","3.7","2.1","1.3","1.2","1.2","17.3","3.8","26461","2302","N","N","N","N","N","N","N","N","N","N","N","N","97291","6895","68.3","4.3","14.9","3.5","0.2","0.4","10.5","2.4","0.0","0.2","5.0","2.8","1.1","0.7","23.5","4.4","50.2","4.6","28.8","(X)","29.2","(X)","25.0","(X)","97312","6641","97168","7227","5220","1363","17809","1880","8667","2112","N","N","31845","10578","105929","7627","N","N","N","N","N","23.2","N","N","N","N","N","N","N","2739","34523","3475","36727","7459","N","N","36002","8641","N","N","14014","5859","N","N","23835","5414","37411","3754","(X)","(X)","(X)","(X)","(X)","(X)","33604"
"9700000US4834830","Pflugerville Independent School District, Texas","47064","2323","92.2","1.8","16.9","2.9","3.1","1.3","0.7","1.4","0.9","16.1","3.1","31297","2061","5.1","1.8","37.5","6.0","35.4","5.3","11.3","3.8","8.3","3.3","2.5","1.5","130220","7669","70.1","4.5","13.3","3.0","0.7","0.9","7.8","2.7","0.0","0.1","4.6","1.9","3.5","1.3","37.1","4.6","39.2","4.1","31.1","(X)","32.7","(X)","24.2","(X)","76733","4712","71539","4678","17908","12370","17645","1923","8614","2585","836","521","23841","4208","83358","6469","95019","54214","59194","8160","91274","14.8","9419","71411","12172","170454","36770","76036","9927","2131","28557","2680","36927","9291","N","N","27814","7911","N","N","17662","4299","24320","7374","17548","1829","37338","3308","(X)","(X)","(X)","(X)","(X)","(X)","28881"
"9700000US4834860","Pharr-San Juan-Alamo Independent School District, Texas","33658","2373","77.7","4.4","5.9","2.2","4.6","7.2","2.0","3.3","1.6","12.0","2.8","26860","1876","16.6","4.0","32.0","5.3","18.5","3.9","15.6","4.5","9.0","3.2","8.2","3.2","127624","7175","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","38.3","(X)","41.3","(X)","26.4","(X)","50835","5507","52778","5477","15536","11122","13289","1430","7291","1270","1701","472","26267","22119","53185","5841","33128","21736","40130","7351","79136","29.1","14615","53239","8795","80820","11536","55856","10196","1646","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14398"
"9700000US4835100","Plano Independent School District, Texas","135359","2689","89.7","1.3","24.9","1.8","1.3","1.6","0.6","0.9","0.3","10.7","1.1","91668","2921","6.3","1.2","36.6","3.1","39.4","3.0","7.6","1.7","8.2","1.3","1.9","0.8","340068","5932","67.4","1.9","8.7","1.3","0.4","0.2","17.9","1.5","0.0","0.1","2.2","0.9","3.4","0.7","13.1","1.6","57.2","1.9","28.6","(X)","28.5","(X)","21.8","(X)","106691","5833","104283","4566","20964","8633","19584","958","10319","1885","3087","1292","31219","9396","124736","5753","65778","9728","100897","7993","151376","17.2","11030","107056","20886","163062","20643","130077","32656","2453","46689","3422","30215","7035","34001","17003","39504","3018","N","N","29686","16082","24917","6019","27515","6028","50151","3552","(X)","(X)","(X)","(X)","(X)","(X)","42798"
"9700000US4837020","Richardson Independent School District, Texas","86869","3340","83.5","1.9","22.7","1.9","2.0","4.0","1.2","1.3","0.7","12.3","1.8","55510","2958","9.0","1.9","38.7","3.6","32.7","3.2","9.9","2.4","7.1","1.3","2.7","1.2","227708","9349","58.8","3.2","18.2","2.3","0.1","0.1","9.9","1.9","0.0","0.1","9.0","2.0","3.9","1.4","24.0","3.2","45.5","2.9","29.1","(X)","28.4","(X)","22.8","(X)","78130","3690","77341","4526","21925","4022","18412","944","7194","1102","1844","882","21205","3799","95434","5283","57909","16064","75327","8970","131460","24.4","11445","63280","11874","121961","12014","120484","50122","1712","38718","2295","19130","2777","N","N","29708","6999","N","N","13810","4667","17094","5811","11868","1340","46503","2929","(X)","(X)","(X)","(X)","(X)","(X)","31109"
