"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Arkansas","2014","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","17908"
"Annual Survey of School System Finance","Arkansas","2015","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","18726"
"Annual Survey of School System Finance","Arkansas","2016","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","18603"
"Annual Survey of School System Finance","Arkansas","2017","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","18705"
"Annual Survey of School System Finance","Arkansas","2018","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","19235"
"Annual Survey of School System Finance","California","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","36413273"
"Annual Survey of School System Finance","California","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","35141208"
"Annual Survey of School System Finance","California","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","38410554"
"Annual Survey of School System Finance","California","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","42360470"
"Annual Survey of School System Finance","California","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","50904567"
"Annual Survey of School System Finance","California","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","51046506"
"Annual Survey of School System Finance","California","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","51600072"
"Annual Survey of School System Finance","California","2012","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","1154227"
"Annual Survey of School System Finance","California","2013","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","1171055"
"Annual Survey of School System Finance","California","2014","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","252686"
"Annual Survey of School System Finance","California","2015","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","266217"
"Annual Survey of School System Finance","California","2016","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","336038"
"Annual Survey of School System Finance","California","2017","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","318125"
"Annual Survey of School System Finance","California","2018","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","389673"
"Annual Survey of School System Finance","California","2012","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","20465504"
"Annual Survey of School System Finance","California","2013","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","19141429"
