"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Missouri","2018","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","6010787"
"Annual Survey of School System Finance","Missouri","2012","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","891474"
"Annual Survey of School System Finance","Missouri","2013","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","833040"
"Annual Survey of School System Finance","Missouri","2014","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","919482"
"Annual Survey of School System Finance","Missouri","2015","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","869078"
"Annual Survey of School System Finance","Missouri","2016","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","890008"
"Annual Survey of School System Finance","Missouri","2017","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","799486"
"Annual Survey of School System Finance","Missouri","2018","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","831891"
"Annual Survey of School System Finance","Missouri","2012","CS","Elementary-secondary education school system total current expenditures","State and Local ","8604213"
"Annual Survey of School System Finance","Missouri","2013","CS","Elementary-secondary education school system total current expenditures","State and Local ","8788558"
"Annual Survey of School System Finance","Missouri","2014","CS","Elementary-secondary education school system total current expenditures","State and Local ","9004641"
"Annual Survey of School System Finance","Missouri","2015","CS","Elementary-secondary education school system total current expenditures","State and Local ","9269713"
"Annual Survey of School System Finance","Missouri","2016","CS","Elementary-secondary education school system total current expenditures","State and Local ","9417531"
"Annual Survey of School System Finance","Missouri","2017","CS","Elementary-secondary education school system total current expenditures","State and Local ","9633747"
"Annual Survey of School System Finance","Missouri","2018","CS","Elementary-secondary education school system total current expenditures","State and Local ","9749824"
"Annual Survey of School System Finance","Missouri","2012","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","6630558"
"Annual Survey of School System Finance","Missouri","2013","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","6653241"
"Annual Survey of School System Finance","Missouri","2014","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","6836162"
"Annual Survey of School System Finance","Missouri","2015","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","6959075"
"Annual Survey of School System Finance","Missouri","2016","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","7135253"
"Annual Survey of School System Finance","Missouri","2017","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","7139437"
"Annual Survey of School System Finance","Missouri","2018","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","7775863"
"Annual Survey of School System Finance","Missouri","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","994192"
"Annual Survey of School System Finance","Missouri","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","894168"
