"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_004M"
"9700000US5103660","Stafford County Public Schools, Virginia","42313","1234","75.2","1.9","16.2","1.3","N","N","N","N","N","N","N","N","N","N","6.4","1.3","72.6","1.7","2.0","1.0","36.6","2.4","46.8","2.4","14.6","1.3","34916","1519","N","N","N","N","N","N","N","N","N","N","7397","1199","54.9","7.2","47.0","7.6","7.9","4.3","45.1","7.2","37.4","7.2","7.8","4.2","22.4","(X)","22.4","(X)","19.2","(X)","97606","4980","100613","7455","99452","10638","111063","59517","20666","-","**","N","N","98657","48639","58300","29993","100738","8209","51667","13513","82461","7696","126997","5005","65175","12054","108392","7928","102056","10786","120989","10587","127542","4641","51843","10950","71161","44484","47469","13404","45656","10209","41549","6780","72461","34503","55067","28694","41662","20489","83452","25547","(X)","(X)","(X)","(X)","(X)","(X)","950"
"9700000US5103710","Suffolk City Public Schools, Virginia","30623","786","54.7","1.9","41.7","2.0","N","N","N","N","N","N","N","N","N","N","N","N","52.5","1.9","1.0","0.8","34.3","2.0","42.7","2.2","22.0","1.7","23214","1188","45.3","3.8","54.7","3.8","71.6","4.3","22.9","3.8","5.5","2.1","7409","963","50.2","6.0","45.7","6.1","4.5","2.3","49.8","6.0","41.2","6.6","8.6","3.9","22.9","(X)","23.1","(X)","18.7","(X)","65394","5344","78761","5756","43626","4320","-","68298","29301","-","**","2,500-","***","N","N","93648","49364","77935","4810","29413","19075","59694","10511","77313","10178","44398","6434","73462","8273","69570","18397","75171","8481","89095","5012","29759","7890","60613","41666","36190","5990","30897","8299","26312","7807","117612","52902","46875","11587","46105","15881","49694","36284","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US5103840","Virginia Beach City Public Schools, Virginia","165376","2131","72.9","1.2","17.6","1.0","N","N","5.5","0.5","N","N","N","N","2.4","0.5","5.9","0.7","69.0","1.0","4.2","0.6","39.0","1.1","37.9","1.1","18.9","0.8","111768","3064","45.5","2.0","54.5","2.0","71.7","1.9","23.4","1.9","5.0","1.0","53608","2536","53.7","2.6","45.6","2.8","8.1","1.6","46.3","2.6","32.0","2.8","14.3","2.7","24.0","(X)","24.2","(X)","22.2","(X)","61626","1312","65472","2573","50802","6062","50319","60798","9006","218316","101712","41045","8186","53798","10269","46136","3186","66348","2417","37173","2992","60020","4344","76747","2661","50690","3463","74133","2634","63357","3112","81938","3765","88699","2852","37113","5486","61817","9261","43275","3226","35213","3480","31896","1511","68575","7629","50904","2664","46142","2457","68495","7011","(X)","(X)","(X)","(X)","(X)","(X)","27555"
"9700000US5104150","York County Public Schools, Virginia","22830","1104","79.2","2.4","13.8","2.0","N","N","N","N","N","N","N","N","N","N","N","N","75.0","2.5","4.8","2.0","29.5","3.3","42.0","3.6","23.8","2.1","17189","1263","N","N","N","N","N","N","N","N","N","N","5641","936","57.3","9.0","50.1","8.4","7.2","6.7","42.7","9.0","32.7","7.9","9.9","6.2","21.1","(X)","22.1","(X)","18.2","(X)","71974","8577","81802","10267","41870","5926","60381","78125","64794","-","**","-","**","N","N","55853","51635","85307","9196","22813","15251","56982","7493","106272","15340","56396","15385","87621","7205","77765","16461","94775","13201","97120","9350","31731","23413","65179","99969","38829","7541","31957","9418","35914","7677","2,500-","***","51053","10935","50435","11568","91393","90698","(X)","(X)","(X)","(X)","(X)","(X)","42431"
"9700000US5300480","Bethel School District, Washington","35259","1951","77.8","4.3","N","N","N","N","N","N","N","N","N","N","N","N","9.0","2.7","72.8","4.0","1.8","1.2","37.7","3.7","45.8","4.0","14.6","2.7","25989","1727","N","N","N","N","N","N","N","N","N","N","9270","1574","49.7","8.4","42.6","7.8","7.1","4.3","50.3","8.4","34.6","8.3","15.7","8.0","19.4","(X)","18.0","(X)","18.3","(X)","61852","3235","60769","4254","66514","31406","72930","54340","13812","87544","38572","57026","50364","67756","14858","56961","23792","61238","3979","47240","37343","61008","7730","73721","4211","37778","8951","67584","5246","61204","6945","76552","8124","77319","7034","33218","11966","54467","17131","40403","8516","30331","5415","28956","2545","80246","26433","51611","7878","46453","8776","87704","21421","(X)","(X)","(X)","(X)","(X)","(X)","12538"
"9700000US5301080","Central Kitsap School District, Washington","26010","1847","81.2","4.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77.7","4.3","5.9","2.2","30.3","4.1","44.2","4.1","19.6","3.3","17682","1549","N","N","N","N","N","N","N","N","N","N","8328","1577","48.3","10.2","41.9","9.8","6.3","4.5","51.7","10.2","33.0","8.9","18.7","8.7","15.3","(X)","15.5","(X)","13.7","(X)","56767","4442","61334","6866","43366","7417","54188","52290","12645","85457","29603","-","**","48788","12559","36233","13628","62455","7137","37095","3948","56600","7736","74261","13462","39545","8473","67639","6347","60781","9616","72372","5525","73200","5451","50766","10469","53607","26986","42469","5384","35203","5424","31618","4119","45489","36935","48320","3629","46002","6931","59381","34781","(X)","(X)","(X)","(X)","(X)","(X)","36295"
"9700000US5301110","Central Valley School District, Washington","29220","1793","91.3","2.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","89.9","2.6","3.8","1.9","32.2","3.9","39.4","3.6","24.6","3.6","18742","1440","N","N","N","N","N","N","N","N","N","N","10478","1412","55.0","7.7","47.0","7.4","8.0","3.8","45.0","7.7","39.6","7.6","5.4","3.4","24.3","(X)","23.9","(X)","24.2","(X)","53454","3373","54707","3055","N","N","22339","49176","49024","-","**","30904","12432","N","N","N","N","54452","2880","28531","11251","70448","9146","57832","9226","36837","3028","69937","5677","75306","12325","66902","5835","75807","6752","38142","19766","41603","30783","31125","2936","27798","4591","24455","7699","36768","10802","36975","5005","37391","5316","35849","35322","(X)","(X)","(X)","(X)","(X)","(X)","20002"
"9700000US5301410","Clover Park School District, Washington","31047","2096","68.1","3.9","12.8","2.9","N","N","7.9","2.6","N","N","N","N","N","N","17.8","3.5","57.1","4.0","7.6","2.4","44.8","4.7","29.6","3.9","18.0","2.9","18029","1491","N","N","N","N","N","N","N","N","N","N","13018","1837","46.0","6.6","40.1","6.2","5.9","3.3","54.0","6.6","46.9","7.8","7.1","3.4","25.7","(X)","26.2","(X)","23.9","(X)","41231","2903","46431","4464","33449","8439","N","41027","8204","N","N","41989","31940","29005","8352","37926","7774","48397","5032","35330","10018","40792","3201","53154","13162","37859","7868","48705","5507","40151","4829","61958","6980","55203","7626","29209","3203","40164","46545","30901","4645","24834","5520","23114","3951","60970","58256","35966","9047","36015","10169","34901","25920","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5302400","Edmonds School District, Washington","63041","2276","78.7","2.4","N","N","N","N","10.0","1.6","N","N","N","N","N","N","6.3","1.5","75.6","2.7","2.6","0.9","34.8","2.8","38.7","2.7","23.9","2.4","38892","1823","39.0","3.3","61.0","3.3","75.7","3.3","14.9","2.6","9.4","2.3","24149","2283","53.4","5.3","44.5","4.9","8.9","3.5","46.6","5.3","33.7","4.9","12.9","4.1","23.2","(X)","23.7","(X)","20.1","(X)","67253","4101","66888","3855","75921","24245","87188","72004","16663","N","N","N","N","55332","21704","51981","28655","67133","3884","25818","17415","75110","6784","79355","6439","53484","5539","85737","6368","87477","11114","84514","6650","99199","9063","53857","6891","64155","10112","40910","5735","35791","2420","34772","2335","53773","11795","50079","7719","43814","6410","78066","31244","(X)","(X)","(X)","(X)","(X)","(X)","73528"
"9700000US5302670","Everett School District, Washington","50819","2416","81.2","3.3","N","N","N","N","8.1","2.1","N","N","N","N","N","N","N","N","76.2","3.5","4.7","1.9","35.4","3.2","41.7","3.5","18.1","1.9","31998","2161","45.6","4.6","54.4","4.6","73.6","4.5","17.3","3.6","9.1","3.3","18821","2093","49.3","5.5","40.2","5.3","9.1","3.0","50.7","5.5","38.1","4.8","12.6","3.9","24.7","(X)","25.8","(X)","22.3","(X)","62032","4672","61421","4769","78712","39702","85371","80193","22675","100206","82469","40832","19420","60080","45366","45894","7810","63055","5339","32873","18524","78620","11830","73944","6721","41158","6878","80725","4242","70870","20808","84052","8115","93802","3758","27661","12859","65592","20044","38888","5191","29895","9290","25303","4253","76993","37801","51024","7305","42416","9660","77681","11781","(X)","(X)","(X)","(X)","(X)","(X)","29125"
"9700000US5302700","Evergreen School District (Clark), Washington","50504","1975","82.8","2.0","N","N","N","N","7.5","1.2","N","N","N","N","N","N","N","N","80.1","2.1","4.3","1.4","36.7","3.0","38.6","2.8","20.4","2.5","35165","2079","52.8","4.2","47.2","4.2","74.6","3.5","20.0","2.7","5.4","2.2","15339","1616","52.2","6.1","41.2","5.8","11.0","3.8","47.8","6.1","30.9","5.3","16.9","5.4","24.0","(X)","23.5","(X)","24.0","(X)","53698","4194","54886","4344","34202","9135","N","76970","27775","51705","41979","34902","32323","73355","34354","34793","11624","56193","5017","26328","10681","55076","9962","66491","8822","39261","7756","62769","4656","60427","8860","67812","8868","74377","4463","35760","6285","32122","9361","36732","4470","32455","5201","30163","7643","48640","4790","42212","8903","36793","5881","71674","28411","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5302820","Federal Way School District, Washington","44754","2227","67.8","3.9","9.1","2.3","N","N","11.5","2.3","N","N","N","N","N","N","10.2","2.3","63.1","3.9","4.0","1.4","34.5","3.1","44.0","3.8","17.5","2.3","32363","1446","44.5","4.4","55.5","4.4","69.3","4.0","22.5","3.8","8.2","2.6","12391","1747","48.7","6.6","40.6","6.5","8.2","3.8","51.3","6.6","43.2","6.3","8.0","3.6","26.9","(X)","24.8","(X)","26.9","(X)","57457","5652","61567","4782","45979","14956","57132","59007","34191","25103","12797","37438","7823","51175","26600","38188","12287","63741","5346","25893","15197","50318","6660","77770","9485","40313","7650","63381","5759","49791","7420","73886","6749","78902","9846","31907","7778","37196","28250","32111","4131","29427","6458","26491","2660","72159","22008","35150","7801","30985","5490","64664","3499","(X)","(X)","(X)","(X)","(X)","(X)","47942"
"9700000US5303540","Highline School District, Washington","50001","2510","68.2","3.4","10.5","2.4","N","N","11.1","2.3","N","N","N","N","N","N","14.1","2.6","59.9","3.6","3.4","1.3","31.7","3.4","42.8","3.8","22.1","2.6","29600","1620","41.1","4.7","58.9","4.7","69.5","4.3","23.1","4.2","7.5","2.2","20401","2744","48.1","6.2","38.8","6.0","9.3","3.4","51.9","6.2","41.9","6.5","9.9","3.6","33.3","(X)","32.2","(X)","31.2","(X)","48406","2680","53276","4535","32321","24137","32277","45358","8358","37307","8330","48785","11545","34029","12491","40700","9293","56593","5111","35647","10060","48196","5512","60922","5166","35826","6726","59749","4335","48865","5422","65552","3867","70481","8130","35314","10161","57672","16507","35189","4307","33135","5003","28045","6303","61326","8414","36264","4891","31699","9593","51895","13949","(X)","(X)","(X)","(X)","(X)","(X)","18530"
"9700000US5303750","Issaquah School District, Washington","37579","2007","79.1","3.5","N","N","N","N","14.4","3.3","N","N","N","N","N","N","N","N","77.8","3.6","1.5","1.0","37.8","3.7","46.3","3.7","14.5","2.7","28129","1693","N","N","N","N","N","N","N","N","N","N","9450","1418","52.9","8.0","44.6","8.4","8.3","4.5","47.1","8.0","29.4","8.5","17.7","8.0","17.7","(X)","17.7","(X)","15.4","(X)","106953","6767","106655","5874","N","N","-","136414","58780","-","**","N","N","N","N","77285","22429","106790","6104","41941","18013","115192","12248","130454","8346","44695","12181","131174","8994","141588","10367","115759","15701","137450","10541","59952","38051","145577","164533","60787","12590","43430","12534","37192","3141","114848","51324","71543","20554","67225","18385","87026","31033","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US5303930","Kennewick School District, Washington","31988","1484","84.5","3.3","N","N","N","N","N","N","N","N","N","N","N","N","17.4","2.7","78.2","3.1","3.8","1.8","37.0","3.2","36.6","3.2","22.7","2.4","21133","1120","N","N","N","N","N","N","N","N","N","N","10855","1543","47.1","6.9","44.9","7.0","2.1","1.9","52.9","6.9","42.6","6.7","10.4","4.9","20.4","(X)","21.4","(X)","17.8","(X)","53252","4530","56006","5277","250,000+","***","N","N","N","-","**","33647","5258","N","N","32983","5255","60002","7766","21846","2588","45871","14666","84274","20666","40236","11202","68213","15252","49810","15774","80961","14245","82211","12141","22298","8045","54686","34598","31907","5783","23418","4772","22880","4581","93302","92120","37210","4842","35704","4745","56459","6998","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5303960","Kent School District, Washington","56763","2567","68.2","3.1","8.4","1.8","N","N","12.3","1.9","N","N","N","N","N","N","11.0","2.0","62.3","3.5","3.5","1.2","39.5","2.7","41.0","2.6","16.0","1.9","39511","1800","52.3","3.9","47.7","3.9","75.2","3.4","18.2","3.2","6.6","1.8","17252","2019","50.3","5.3","43.6","5.7","6.7","2.6","49.7","5.3","42.0","5.5","7.7","3.1","22.3","(X)","23.2","(X)","17.8","(X)","63179","3578","66057","4567","47389","8439","N","73979","13867","60654","40872","28592","4767","56844","21838","37242","16838","67977","6600","28431","11326","61120","4432","83013","5276","37427","7751","77496","9518","65002","6114","86535","7813","91492","9824","41147","12000","66489","20198","37363","6005","30318","4554","30238","4554","37936","37956","50223","5645","44550","13204","83528","5256","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5304230","Lake Washington School District, Washington","70978","2476","79.9","2.9","N","N","N","N","13.7","2.3","N","N","N","N","N","N","5.4","1.7","76.5","3.1","2.6","1.1","41.5","3.0","38.6","2.8","17.3","2.1","46344","2179","N","N","N","N","N","N","N","N","N","N","24634","2221","54.0","5.2","43.4","5.0","10.5","4.3","46.0","5.2","34.1","5.0","12.0","3.6","22.9","(X)","22.5","(X)","22.8","(X)","96934","6175","91322","5585","85938","38885","N","112347","22514","-","**","N","N","117481","21795","64125","32382","92445","6015","46656","39427","108632","6515","105411","12032","60229","9176","117320","6643","130472","6787","106376","10853","130121","6026","56074","7451","80715","19632","62259","6177","51085","4969","47643","10693","59531","13917","86191","15019","71462","14637","132067","59207","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5304860","Marysville School District, Washington","24602","1369","87.9","3.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","85.0","3.4","2.1","1.6","34.1","5.3","43.3","4.8","20.5","3.1","17884","961","N","N","N","N","N","N","N","N","N","N","6718","1085","47.8","9.4","38.2","8.5","9.6","5.9","52.2","9.4","34.9","8.2","17.3","6.1","24.9","(X)","25.5","(X)","21.6","(X)","62618","4113","61783","5208","65566","24609","56989","73830","5297","-","**","53615","27494","60953","18749","40498","22267","63520","4709","56650","8971","63285","6257","74246","5106","38606","4358","71111","6581","63602","7581","76006","6115","77961","6182","31905","15738","66897","11300","44122","8313","31875","11600","25128","7224","53919","41885","53654","6691","50707","4945","58825","10760","(X)","(X)","(X)","(X)","(X)","(X)","15366"
"9700000US5305430","Mukilteo School District, Washington","36947","1962","78.0","3.5","N","N","N","N","13.0","2.8","N","N","N","N","N","N","N","N","70.1","4.2","6.8","2.3","37.4","3.5","39.9","4.1","15.9","2.7","21685","1999","N","N","N","N","N","N","N","N","N","N","15262","1925","46.1","6.0","39.0","5.2","7.1","3.3","53.9","6.0","38.7","6.5","15.2","5.7","21.5","(X)","23.3","(X)","17.6","(X)","54828","5090","55640","5993","44346","15064","-","58051","12846","-","**","26815","25874","N","N","40616","9241","60076","7168","30223","14179","56706","8094","71131","15483","36233","9243","62193","6401","54136","13354","67237","11401","70107","9978","34771","11189","52479","19140","41460","4100","30197","9119","27371","8358","46753","24354","47971","7760","41607","6559","55794","17574","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US5305850","North Thurston Public Schools, Washington","37441","2003","81.2","2.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","76.4","3.0","3.3","1.6","38.3","3.4","33.0","3.4","25.4","2.9","25567","1674","N","N","N","N","N","N","N","N","N","N","11874","1760","50.0","8.1","43.2","7.8","6.7","3.3","50.0","8.1","35.1","7.8","14.9","10.2","24.2","(X)","24.2","(X)","23.2","(X)","55361","4476","53924","5123","97500","85142","N","59729","20520","N","N","40899","34416","42043","37308","41601","9361","55022","4347","26204","17464","56448","6109","65820","8796","44291","5640","62796","7957","61064","10574","65405","9682","74954","8400","38601","4660","58339","34072","35741","3256","31168","8004","30879","7993","40701","29602","38272","9372","42170","10906","31074","24842","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5305910","Northshore School District, Washington","48176","2353","81.3","2.3","N","N","N","N","12.5","2.2","N","N","N","N","N","N","N","N","78.5","2.7","2.4","1.3","37.1","3.3","42.1","3.3","18.4","2.6","33770","2200","N","N","N","N","N","N","N","N","N","N","14406","1916","59.9","7.7","48.9","7.5","11.0","3.5","40.1","7.7","33.0","7.2","7.2","3.5","24.3","(X)","23.1","(X)","25.0","(X)","89579","6214","89986","7483","19432","19487","N","96175","16604","-","**","34922","15257","83825","27092","52468","22808","90077","7683","19469","44746","96553","6642","112116","11890","46086","11557","104944","8048","104452","10225","105900","12320","116054","6777","27285","18890","57506","15625","49527","9881","39873","13164","32514","11204","85293","14869","70717","31240","61938","39493","90705","43061","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5306570","Pasco School District, Washington","21708","824","69.5","4.5","N","N","N","N","N","N","N","N","24.4","4.6","N","N","42.2","3.4","53.9","3.6","5.0","2.8","45.2","3.3","36.7","3.2","13.2","2.0","16172","1059","N","N","N","N","N","N","N","N","N","N","5536","940","51.2","8.1","44.6","8.4","6.6","5.0","48.8","8.1","28.1","8.8","20.8","9.5","26.2","(X)","22.5","(X)","32.3","(X)","56486","6419","63825","5085","N","N","-","61081","51792","2,500-","***","32876","18950","47874","8045","41019","8515","65593","4426","27386","30448","55977","8561","66295","7446","40493","17207","61139","5834","54003","6863","68698","13239","68525","6607","27133","7411","25216","29308","25952","3244","16238","5228","15604","4831","26857","53792","40228","3687","27005","10356","57335","30366","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US5306690","Peninsula School District, Washington","24078","1680","92.3","2.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90.0","3.1","1.7","1.9","24.7","4.0","44.1","4.9","29.4","3.9","17968","1746","N","N","N","N","N","N","N","N","N","N","6110","1130","59.6","8.1","50.9","8.4","8.7","4.4","40.4","8.1","32.9","8.7","7.5","4.7","25.9","(X)","26.9","(X)","16.6","(X)","66389","5114","65506","4793","N","N","101122","N","N","-","**","-","**","N","N","N","N","65764","5169","33949","12041","70405","17159","80809","14688","52634","6761","80543","9042","81131","14754","79011","10498","89762","13003","33043","10733","47589","12409","33982","3677","28532","8696","24251","7092","76197","33627","45582","7250","43417","8140","160152","234687","(X)","(X)","(X)","(X)","(X)","(X)","71813"
