"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_004M"
"9700000US4900720","Ogden School District, Utah","29471","1739","81.8","2.8","N","N","N","N","N","N","N","N","N","N","N","N","21.6","3.0","71.4","3.2","9.3","2.3","37.0","3.5","32.5","3.4","21.2","2.8","17774","1250","N","N","N","N","N","N","N","N","N","N","11697","1693","41.8","5.7","34.1","5.3","7.7","4.4","58.2","5.7","43.6","6.3","14.6","4.3","28.4","(X)","22.4","(X)","30.9","(X)","39412","4215","44195","3378","13828","8486","9583","20453","7445","-","**","29397","6450","36875","32847","28780","4390","45949","2594","24896","7300","40823","8332","45668","3729","38102","6362","44270","5727","35594","4432","51668","3266","51883","4215","24450","12031","41705","19722","27758","2233","28311","2211","26970","4059","42864","28956","27082","4874","24016","4312","45128","4310","(X)","(X)","(X)","(X)","(X)","(X)","7921"
"9700000US4900810","Provo School District, Utah","32628","1479","90.3","2.4","N","N","N","N","N","N","N","N","N","N","N","N","15.8","2.9","77.6","3.1","28.8","2.7","34.3","3.5","23.3","3.3","13.5","2.1","22876","1375","N","N","N","N","N","N","N","N","N","N","9752","1395","56.5","7.1","28.9","6.4","27.6","7.3","43.5","7.1","19.6","6.7","24.0","7.4","33.0","(X)","27.3","(X)","43.6","(X)","36968","2968","38057","3075","N","N","19928","16827","16722","N","N","N","N","N","N","30343","7992","40252","2553","19594","5912","41142","4684","62254","11114","39790","4239","42562","4248","45358","7744","40230","5660","46420","4426","18119","10061","33411","14261","26867","4437","23694","9999","17340","9111","26116","7528","31152","6054","16841","4192","36624","4875","(X)","(X)","(X)","(X)","(X)","(X)","2143"
"9700000US4900870","Salt Lake City School District, Utah","75556","2209","78.4","2.4","N","N","N","N","6.0","1.1","N","N","8.7","2.0","N","N","15.2","2.2","72.8","2.6","7.9","1.4","44.8","2.5","29.3","2.1","18.0","1.8","38677","1708","48.6","3.7","51.4","3.7","73.5","3.4","19.6","3.2","6.8","1.9","36879","2680","45.1","3.6","35.1","3.5","10.0","2.0","54.9","3.6","40.5","3.5","14.4","2.5","21.2","(X)","21.4","(X)","19.8","(X)","42827","3091","50090","3780","27188","8564","N","37072","16789","N","N","31820","3130","29119","9328","32083","3585","50952","2645","23867","2948","51009","2589","54157","7535","29406","3334","61101","4617","44323","10580","73633","4723","72418","5982","30417","11385","41218","18874","29584","3712","27150","3653","24192","4972","51181","19540","31250","3691","24550","4108","58276","7522","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US4901140","Washington School District, Utah","48186","2125","95.4","1.5","N","N","N","N","N","N","N","N","N","N","N","N","6.8","1.5","90.3","1.8","4.3","1.6","32.5","2.1","29.1","1.9","34.1","1.9","35436","2146","N","N","N","N","N","N","N","N","N","N","12750","1957","55.9","6.6","48.9","7.6","7.0","4.1","44.1","6.6","32.4","5.4","11.7","5.5","31.3","(X)","31.1","(X)","30.6","(X)","43837","3514","45096","3431","36102","34080","22700","51717","15566","-","**","N","N","75028","50726","26368","9236","46199","3149","17417","11077","45050","6144","55966","5643","41232","3375","52193","4385","47918","5863","56663","5256","56353","2891","40136","8933","45530","19564","23196","3206","22136","3302","21064","3858","42000","74975","25877","6117","20655","10048","30190","8311","(X)","(X)","(X)","(X)","(X)","(X)","11202"
"9700000US4901200","Weber School District, Utah","50761","1640","93.4","1.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","89.8","1.8","4.5","1.5","38.5","2.4","37.2","2.5","19.8","1.8","38981","1547","N","N","N","N","N","N","N","N","N","N","11780","1699","53.4","7.7","48.2","8.2","5.3","4.1","46.6","7.7","36.7","7.6","9.9","4.8","19.9","(X)","19.6","(X)","17.8","(X)","64148","3851","65761","4185","65120","50735","58327","44763","33463","-","**","38497","12334","N","N","43086","7015","66050","4596","46532","18199","68438","6272","74814","4896","50171","3892","70688","2404","64455","6291","73257","3360","74444","2769","48728","17990","55471","4221","36913","5101","34979","5663","32309","8841","116667","10908","40931","5742","35909","9403","59473","18754","(X)","(X)","(X)","(X)","(X)","(X)","33539"
"9700000US5100036","James City County Public Schools, Virginia","27360","1256","86.5","2.1","10.9","1.8","N","N","N","N","N","N","N","N","N","N","N","N","83.4","2.4","2.2","1.3","26.7","2.4","39.3","2.7","31.8","2.2","20294","1590","N","N","N","N","N","N","N","N","N","N","7066","1285","52.1","8.1","46.1","9.4","6.0","4.1","47.9","8.1","30.7","7.9","17.2","7.4","26.4","(X)","22.2","(X)","34.1","(X)","79435","5654","80446","5290","61699","11898","N","N","N","-","**","-","**","95528","42514","N","N","80340","4725","49561","23429","75950","24582","89617","12426","70031","14673","91728","9233","91142","7706","94098","16105","100417","7454","34792","25254","33015","13899","49493","7059","44790","13437","37219","19101","84423","95549","56260","11258","51597","10220","61205","12457","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5100090","Albemarle County Public Schools, Virginia","38374","1505","87.7","2.3","7.9","1.3","N","N","N","N","N","N","N","N","N","N","N","N","85.5","2.3","4.7","1.8","29.5","1.9","41.0","1.9","24.8","1.7","26335","1433","N","N","N","N","N","N","N","N","N","N","12039","1360","62.4","5.9","52.3","6.2","10.1","3.9","37.6","5.9","27.0","5.2","10.6","4.4","30.1","(X)","30.8","(X)","28.2","(X)","72917","4668","74193","4731","53956","16667","83345","76410","7254","-","**","130477","130680","76250","42322","N","N","75178","4414","20200","12367","71050","7080","84407","11316","61982","13992","90176","4760","88373","17300","90450","6262","100720","8122","32224","17989","60846","53443","39948","3686","36542","5411","35631","7743","52955","66630","47009","9025","39708","4085","64272","5351","(X)","(X)","(X)","(X)","(X)","(X)","52909"
"9700000US5100120","Alexandria City Public Schools, Virginia","65468","1710","67.6","2.3","22.0","1.9","N","N","5.7","1.1","N","N","N","N","N","N","11.8","1.5","58.8","2.0","2.5","0.9","51.1","1.8","31.4","1.6","15.1","1.3","32246","2364","N","N","N","N","N","N","N","N","N","N","33222","2368","54.7","3.5","45.1","3.8","9.7","3.0","45.3","3.5","36.5","3.5","8.8","2.4","16.7","(X)","16.0","(X)","17.3","(X)","81160","6590","98998","5693","51668","5155","N","82486","36310","-","**","60288","21854","78899","34253","61675","12706","105725","7198","44571","9179","80845","6302","103955","12296","64127","6083","101927","8556","82528","16447","112013","13675","125586","19434","47654","24218","65458","27377","71161","4598","65812","6703","64004","6693","80392","18494","75436","4167","71254","4694","131834","29391","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5100270","Arlington County Public Schools, Virginia","95369","2149","77.6","1.7","8.8","1.1","N","N","8.6","1.1","N","N","N","N","N","N","10.9","1.2","70.4","1.7","4.9","1.0","53.5","1.4","29.2","1.4","12.4","0.9","42934","2265","45.5","3.3","54.5","3.3","79.0","2.8","14.2","2.7","6.8","2.0","52435","2664","51.6","2.7","41.0","2.5","10.6","2.0","48.4","2.7","34.0","2.7","14.3","2.3","19.7","(X)","18.3","(X)","19.8","(X)","100474","3694","110986","5552","53864","13368","N","89923","19865","170175","81612","43720","30304","78045","42583","62286","26526","112795","6551","60640","6251","101185","4418","123289","8936","78494","16092","137216","10561","145201","11901","130808","12807","155707","7827","43910","29243","70015","30082","82170","6917","76768","5170","65944","9096","116556","19125","92618","15820","80319","7030","126507","25725","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5100300","Augusta County Public Schools, Virginia","28920","880","96.4","1.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","95.5","1.1","3.6","1.7","24.2","2.2","45.1","2.6","27.1","2.0","22484","1264","N","N","N","N","N","N","N","N","N","N","6436","1143","59.3","8.0","47.6","7.9","11.7","6.3","40.7","8.0","36.1","7.9","4.6","3.2","31.1","(X)","32.4","(X)","26.8","(X)","47279","4209","47395","4786","47694","36130","-","N","N","-","**","-","**","-","**","N","N","47539","4893","27842","23447","54311","6228","53963","5181","39939","9148","52582","4406","54561","10941","51406","5799","57411","6303","35592","11904","32411","17332","28639","5988","27409","7099","27539","7495","26910","56846","30893","5477","27021","9721","92105","47247","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US5100360","Bedford County Public Schools, Virginia","28449","865","92.2","1.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91.3","1.4","2.2","1.7","27.3","2.5","41.7","2.3","28.7","2.1","20068","1432","N","N","N","N","N","N","N","N","N","N","8381","1249","51.2","7.6","49.9","7.8","1.3","1.6","48.8","7.6","39.6","8.1","9.2","4.9","31.1","(X)","29.7","(X)","32.7","(X)","57625","5070","57833","5214","70228","31305","-","25152","25109","-","**","-","**","N","N","38996","6807","58181","5367","21193","13902","67109","14641","68929","9173","43130","7533","72509","6088","71708","18186","73038","5719","80576","5123","22830","12068","50142","24204","29513","4377","22972","7499","22162","7235","80573","26717","34849","8162","38072","12794","33743","17480","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US5100810","Chesapeake City Public Schools, Virginia","80343","1611","64.5","1.6","30.5","1.5","N","N","N","N","N","N","N","N","N","N","N","N","61.5","1.5","2.8","0.9","33.8","1.9","44.2","1.8","19.2","1.2","60427","2328","42.9","3.3","57.1","3.3","74.4","2.7","18.7","2.5","6.9","2.0","19916","1942","54.3","5.6","47.9","5.1","6.4","3.4","45.7","5.6","33.8","5.9","11.9","3.7","36.4","(X)","35.5","(X)","36.4","(X)","65562","3838","75189","2888","49756","6381","N","78476","23377","-","**","56081","16907","85722","16560","51830","11978","76150","1854","41628","9749","67635","6628","80174","6221","39493","7533","76204","2626","75263","6835","76776","3625","86611","3514","37707","8627","52647","23171","40796","2780","28833","7755","26404","3274","83014","54706","52312","5226","50130","7340","87193","26287","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5100840","Chesterfield County Public Schools, Virginia","115148","1907","73.8","1.2","20.6","1.0","N","N","2.1","0.4","N","N","N","N","N","N","6.2","0.6","69.7","1.1","2.4","0.8","34.0","1.4","43.9","1.5","19.7","1.0","83233","2157","47.3","2.5","52.7","2.5","77.5","2.1","15.9","2.0","6.5","1.3","31915","2154","61.1","4.2","54.8","4.2","6.3","2.1","38.9","4.2","31.1","3.6","7.8","2.3","23.9","(X)","22.8","(X)","24.8","(X)","70243","2160","74783","4015","60945","6663","N","63323","19329","-","**","29383","18336","47422","18182","46392","5291","75860","3098","32915","12415","71017","3871","84355","5054","50837","3378","80427","2370","79894","2894","81299","5365","93077","3551","45450","4787","49358","11336","44509","5081","38709","4837","36553","5614","62579","8305","52066","4999","50136","5640","77317","15452","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5101260","Fairfax County Public Schools, Virginia","391216","2463","68.4","0.8","9.0","0.5","N","N","15.4","0.5","N","N","3.9","0.5","3.0","0.5","11.4","0.5","61.9","0.7","1.8","0.4","37.4","0.6","43.7","0.6","17.1","0.5","277376","4573","49.8","1.2","50.2","1.2","81.7","1.4","13.0","1.2","5.3","0.7","113840","4141","53.3","2.0","44.0","1.8","9.3","1.4","46.7","2.0","35.2","2.0","11.6","1.4","23.1","(X)","23.3","(X)","21.2","(X)","107096","2544","120131","2187","74663","7285","71505","102043","2908","N","N","54505","9028","81038","11932","70242","2766","123929","3701","44167","16489","101702","2192","129081","4965","81995","3832","124831","3284","121953","3308","128053","5334","139485","3844","65250","5039","91119","9645","74457","3486","67417","3179","61835","2500","109578","11835","84467","6059","77508","4091","114517","20158","(X)","(X)","(X)","(X)","(X)","(X)","33574"
"9700000US5101320","Fauquier County Public Schools, Virginia","23044","1003","90.1","2.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","85.3","2.4","0.6","0.7","28.9","2.6","44.7","2.7","25.8","2.2","16247","1237","N","N","N","N","N","N","N","N","N","N","6797","1254","54.0","7.9","46.0","8.1","8.0","4.6","46.0","7.9","34.1","7.1","11.9","6.1","30.8","(X)","28.6","(X)","34.7","(X)","83677","5572","87074","6498","31845","20796","-","81000","69661","-","**","-","**","N","N","44716","14095","90179","6253","67254","14276","83142","12095","92547","19348","56976","9134","101028","7529","98872","17025","101940","8810","107013","7124","32986","9506","103048","22906","52568","14139","39547","17279","37841","19718","91075","23857","58992","10607","48590","18122","79704","11745","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US5101470","Frederick County Public Schools, Virginia","29636","965","90.9","2.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88.2","2.2","2.9","1.6","30.2","2.5","43.9","3.2","22.9","2.2","21333","1253","N","N","N","N","N","N","N","N","N","N","8303","1174","52.9","7.1","43.6","7.6","9.3","4.9","47.1","7.1","33.5","7.7","13.6","5.0","27.2","(X)","25.9","(X)","30.5","(X)","67289","8257","69434","7863","80775","70583","31581","N","N","-","**","28131","12157","46131","13594","46857","34030","68366","8139","36584","88048","76158","10667","76920","8850","41871","6302","77289","5856","77733","13990","77234","7573","83899","8607","42384","26865","52312","6666","37636","5495","35651","4646","33017","10928","39583","30665","45324","8304","43382","16306","62599","42745","(X)","(X)","(X)","(X)","(X)","(X)","15227"
"9700000US5101800","Hampton City Public Schools, Virginia","52797","1747","45.8","1.9","50.5","1.9","N","N","N","N","N","N","N","N","N","N","N","N","44.6","1.8","5.7","1.6","32.5","2.0","39.6","1.8","22.1","1.4","34640","1724","42.3","3.5","57.7","3.5","59.1","4.5","34.9","4.3","6.0","1.9","18157","1517","55.3","4.6","44.8","4.9","10.5","3.4","44.7","4.6","39.1","5.1","5.6","2.3","24.2","(X)","22.2","(X)","27.3","(X)","47472","3984","58326","2986","37386","3643","13841","44375","9206","-","**","N","N","71000","33470","40953","20550","58270","3122","24172","7250","44827","3745","57967","7676","41867","6661","57659","5664","44674","9092","64229","7444","74411","5406","27304","8564","52415","15839","35021","5826","34027","5669","30623","3320","63390","17480","35463","12634","35376","16267","45158","28133","(X)","(X)","(X)","(X)","(X)","(X)","4790"
"9700000US5101830","Hanover County Public Schools, Virginia","36146","1103","89.6","1.5","8.3","1.1","N","N","N","N","N","N","N","N","N","N","N","N","88.0","1.5","2.2","1.3","26.9","2.1","46.4","2.4","24.6","1.3","27291","1316","N","N","N","N","N","N","N","N","N","N","8855","1168","55.6","5.8","45.9","5.7","9.7","3.9","44.4","5.8","36.5","6.1","7.9","3.5","29.5","(X)","30.1","(X)","26.2","(X)","74128","5068","77296","5514","62904","5869","N","157837","121277","-","**","N","N","50651","37938","N","N","77814","5600","26623","9736","80884","7561","87508","9942","46756","10569","84890","6220","91154","12141","83743","4320","94507","5410","59207","12814","64246","19059","31090","7756","27306","6815","23874","3703","71926","19072","38179","12503","36462","13506","71920","33223","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5101890","Henrico County Public Schools, Virginia","123501","2107","62.9","1.1","29.0","0.9","N","N","5.3","0.6","N","N","N","N","N","N","3.7","0.8","60.9","1.1","3.1","0.8","35.7","1.5","39.2","1.5","22.0","0.9","79872","2873","47.1","2.5","52.9","2.5","71.7","2.5","20.2","2.1","8.1","1.3","43629","2541","60.5","3.4","52.1","3.7","8.4","2.0","39.5","3.4","30.1","3.4","9.3","2.5","23.9","(X)","25.7","(X)","19.4","(X)","58338","3304","67506","5072","41573","3242","54936","77140","10785","-","**","58858","13816","42554","11576","57999","14732","67753","4572","23851","4113","59637","4486","74368","7099","39339","4041","71873","5414","73482","9837","71245","5626","88098","5493","35477","5375","57966","15911","39264","2214","37131","2878","35284","3628","47824","12100","42523","7497","40581","5667","51088","19140","(X)","(X)","(X)","(X)","(X)","(X)","21973"
"9700000US5102250","Loudoun County Public Schools, Virginia","108559","1855","72.0","1.5","7.0","0.7","N","N","14.0","0.9","N","N","N","N","2.0","0.5","10.2","0.8","67.4","1.3","1.3","0.5","44.3","1.3","42.9","1.3","11.5","0.7","85828","2383","59.5","2.0","40.5","2.0","82.7","1.9","11.5","1.6","5.8","1.5","22731","1806","52.4","4.4","41.2","4.1","11.2","3.1","47.6","4.4","34.4","4.6","13.2","3.1","25.9","(X)","25.4","(X)","23.7","(X)","117876","5800","121030","4522","101022","12671","81014","135286","14197","-","**","75798","14147","120762","34982","72076","13197","124016","3970","41624","10078","116932","6923","134759","8263","71096","9748","127192","4368","132084","8976","124035","10904","143403","4619","62688","5722","87380","24848","77405","9368","69762","4313","61460","12349","91298","30026","86147","7944","75164","10303","117911","17899","(X)","(X)","(X)","(X)","(X)","(X)","67459"
"9700000US5102340","Lynchburg City Public Schools, Virginia","28000","1420","63.7","2.7","30.9","2.6","N","N","N","N","N","N","N","N","N","N","N","N","63.5","2.8","7.7","2.1","33.7","3.3","33.7","2.7","24.9","2.0","14667","1363","N","N","N","N","N","N","N","N","N","N","13333","1553","54.0","5.9","43.5","5.8","10.6","4.8","46.0","5.9","37.6","6.4","8.3","4.1","24.7","(X)","25.9","(X)","21.6","(X)","36912","3224","42737","4136","25215","6794","-","86250","35990","-","**","16341","500","11188","4075","16921","13894","42850","4241","24659","7803","39526","4426","38112","6991","31316","11420","44458","6538","39314","6001","48259","9265","67551","11767","21722","3264","25293","18979","27691","5442","25781","9642","25585","9611","27917","26763","35017","15783","35277","16251","28692","16030","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US5102520","Montgomery County Public Schools, Virginia","35154","1505","89.1","2.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87.5","2.2","17.7","3.2","33.4","2.6","31.2","2.4","17.7","1.8","19992","1573","N","N","N","N","N","N","N","N","N","N","15162","1694","51.3","5.3","35.7","5.3","15.7","3.5","48.7","5.3","24.4","6.0","24.2","5.5","27.4","(X)","21.6","(X)","33.2","(X)","41625","4216","44243","4242","15231","6907","-","37647","20285","-","**","16824","8485","31687","12470","N","N","44103","4183","12896","2799","49581","8863","62386","9947","39508","6164","57115","8632","53422","6418","67506","13065","68086","7129","19072","7551","37585","26520","21167","1666","22069","2999","22415","3299","20929","12854","19330","4627","21122","7975","14357","7579","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US5102640","Newport News City Public Schools, Virginia","70446","1691","51.4","1.8","41.1","1.8","N","N","N","N","N","N","N","N","N","N","5.6","0.7","47.9","1.7","7.2","1.6","36.5","1.5","38.1","1.6","18.2","1.1","44194","1936","43.4","3.4","56.6","3.4","59.0","3.4","32.3","3.2","8.7","2.2","26252","2162","58.0","4.3","52.4","4.8","5.7","2.2","42.0","4.3","34.5","4.0","7.5","2.4","21.0","(X)","22.5","(X)","17.5","(X)","47476","2432","55101","3784","40276","3354","N","37669","27839","-","**","30868","19752","47714","25087","36656","13760","55820","2755","31311","6135","49005","5099","53937","4714","37310","3537","55243","4248","41399","6636","63693","5819","77529","4904","29623","3185","44325","9912","31364","2000","26781","3021","25748","2986","65678","14627","40810","5984","40869","8426","39906","42005","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5102670","Norfolk City Public Schools, Virginia","86347","2086","51.9","1.3","40.4","1.4","N","N","2.7","0.6","N","N","N","N","2.6","0.7","4.3","0.8","49.8","1.3","9.2","1.3","38.3","1.5","35.3","1.5","17.2","1.0","51735","2474","47.6","2.6","52.4","2.6","60.8","2.9","29.6","2.5","9.6","1.7","34612","2197","50.0","3.3","40.6","3.2","9.4","1.8","50.0","3.3","33.3","3.3","16.7","3.1","32.9","(X)","33.2","(X)","29.5","(X)","42644","1964","55623","3188","30777","3240","N","47160","11865","-","**","28841","5194","50021","20050","39162","5907","55936","3492","19372","3322","47700","3840","49378","3550","37441","3690","50880","2614","43723","5256","58709","4060","68343","2818","25784","2756","42042","8220","30865","1326","24271","2123","21615","2544","40956","8341","39108","3573","36493","4292","45193","17286","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5103000","Portsmouth City Public Schools, Virginia","36781","1136","47.8","2.3","50.0","2.3","N","N","N","N","N","N","N","N","N","N","N","N","45.0","2.2","5.2","1.9","38.3","2.6","34.1","2.5","22.4","1.6","23049","1529","43.9","3.9","56.1","3.9","52.0","4.2","37.4","3.9","10.6","2.9","13732","1471","52.0","5.1","46.9","5.2","5.1","2.2","48.0","5.1","43.3","5.1","4.7","2.2","27.7","(X)","29.4","(X)","21.7","(X)","42487","4341","53552","7439","32733","4560","43157","N","N","-","**","-","**","31768","11740","29729","23288","55950","7216","27631","9478","45913","6222","51610","5968","31769","4362","49788","5033","36927","7341","61434","7690","71982","8746","29801","9179","34340","21412","31680","3964","24722","4149","22935","5349","42182","15210","40255","6925","39474","7539","57977","25771","(X)","(X)","(X)","(X)","(X)","(X)","12444"
"9700000US5103130","Prince William County Public Schools, Virginia","133010","1605","65.9","1.3","21.7","1.2","N","N","6.3","0.6","N","N","2.2","0.7","3.5","0.8","14.7","0.9","54.5","1.3","2.2","0.8","41.7","1.3","44.3","1.1","11.8","0.7","102662","2485","53.9","1.7","46.1","1.7","77.1","2.3","15.5","2.0","7.4","1.5","30348","2120","52.2","4.1","41.4","3.7","10.8","3.0","47.8","4.1","37.9","4.3","9.8","2.4","27.9","(X)","28.3","(X)","22.6","(X)","94405","3434","99989","3898","80742","6514","N","94718","18749","-","**","73415","13803","74203","39928","71014","7389","107316","7428","58500","21063","90533","4156","108758","6656","74267","5817","101291","4127","96757","4686","106910","6410","116908","4088","56833","6474","55925","6723","62972","3685","60630","5819","53170","5050","98157","33716","68452","10047","59900","8650","101847","16643","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5103240","Richmond City Public Schools, Virginia","83456","2202","46.7","1.4","48.1","1.5","N","N","N","N","N","N","N","N","2.1","0.8","4.1","0.9","44.7","1.5","8.0","1.4","38.7","1.8","33.6","1.6","19.7","1.0","38773","2183","46.2","3.7","53.8","3.7","52.3","3.6","39.3","3.5","8.3","2.0","44683","2527","55.6","2.8","45.1","3.3","10.4","2.0","44.4","2.8","34.9","3.0","9.6","1.6","34.5","(X)","34.0","(X)","34.5","(X)","38185","3187","53336","3143","27323","2569","N","38255","31616","-","**","21164","13061","43690","6710","27439","10130","54490","2890","16000","5463","43286","2415","45553","3886","30077","3328","48553","4124","36534","4842","57414","4261","82812","6111","24893","6065","29970","5780","30017","2446","26868","2423","22329","4305","51489","6059","31993","3274","30154","4425","45628","5153","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US5103300","Roanoke City Public Schools, Virginia","42134","1446","70.1","2.3","24.1","2.3","N","N","N","N","N","N","N","N","N","N","N","N","67.9","2.3","3.5","1.3","33.6","2.4","39.2","2.4","23.6","1.8","22959","1852","42.0","4.8","58.0","4.8","59.6","5.0","31.1","4.7","9.3","3.3","19175","1764","56.8","4.7","49.5","4.8","7.3","3.0","43.2","4.7","37.3","4.4","5.9","2.7","29.8","(X)","31.5","(X)","26.9","(X)","37890","5270","41557","5176","30324","8374","-","N","N","-","**","-","**","48653","17803","N","N","42948","4770","23566","14342","45208","6549","44240","10674","29283","6517","52982","4026","49934","12663","53545","3433","63706","4872","30256","7915","35682","17227","26235","2975","22666","4317","20850","2886","35417","14834","29110","8746","26477","3808","52188","28361","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US5103330","Roanoke County Public Schools, Virginia","38004","1100","92.9","1.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91.8","1.6","3.1","1.4","27.1","2.4","42.5","2.2","27.2","1.8","25773","1771","N","N","N","N","N","N","N","N","N","N","12231","1750","61.2","5.9","55.2","6.9","6.0","3.5","38.8","5.9","31.5","5.0","7.3","4.7","27.2","(X)","28.4","(X)","21.3","(X)","57515","5481","58370","5139","N","N","-","N","N","-","**","-","**","16369","341","84310","53288","57748","5615","51108","16182","62620","8799","66750","6694","40715","5270","71974","6413","81176","9905","66551","3487","79864","7035","45361","19012","60382","7549","29744","4979","27747","5307","26828","4621","41420","38111","31813","9168","28611","6757","51498","11484","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US5103390","Rockingham County Public Schools, Virginia","29390","1061","96.2","1.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94.0","1.4","2.2","0.9","28.1","2.5","42.3","2.5","27.4","1.8","21336","1260","N","N","N","N","N","N","N","N","N","N","8054","1110","61.8","5.5","51.0","6.5","10.8","5.0","38.2","5.5","29.6","5.2","8.6","4.1","29.9","(X)","33.0","(X)","21.7","(X)","50818","2494","51179","2413","N","N","-","250,000+","***","-","**","N","N","42629","32424","35158","22252","51763","2773","35488","22494","51423","9095","61187","3149","33996","5626","59297","4202","52298","10996","60568","2885","62363","4183","26851","12559","46012","31554","29521","4883","26256","6813","22379","6735","58478","45192","31363","4250","27336","5732","39324","35196","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US5103640","Spotsylvania County Public Schools, Virginia","42292","1043","78.1","1.6","15.1","1.4","N","N","N","N","N","N","N","N","N","N","N","N","76.2","1.7","1.8","0.7","34.9","1.7","43.8","1.9","19.6","1.5","33459","1303","45.0","2.9","55.0","2.9","78.2","4.0","16.3","3.4","5.4","2.0","8833","1068","58.3","4.9","47.5","5.0","10.8","3.6","41.7","4.9","27.2","4.9","14.5","4.5","22.5","(X)","20.4","(X)","27.4","(X)","78914","6179","83486","5598","63918","7976","N","77692","14898","N","N","81288","31171","44133","39331","82038","29111","82850","5331","51665","1738","85682","7481","89419","8957","48974","8139","87587","4369","86198","6157","88411","5131","96644","4051","41396","6165","62862","10357","45531","3806","41963","7587","38924","9572","58690","47143","46619","7951","39674","10611","54140","33968","(X)","(X)","(X)","(X)","(X)","(X)","N"
