STATE,NAME,YRDATA,TOTALREV,TFEDREV,FEDRCOMP,FEDRSPEC,FEDRNUTR,FEDROTHR,TSTREV,STRFORM,STRSPEC,STRTRANS,STROTHR,TLOCREV,LOCRTAX,LOCRPROP,LOCRPAR,LOCRCICO,LOCROSCH,LOCRCHAR,LOCROTHR,TOTALEXP,TCURSPND,TSALWAGE,TEMPBENE,TCURINST,TCURISAL,TCURIBEN,TCURSSVC,TCURSPUP,TCURSSTA,TCURSGEN,TCURSSCH,TCURSOTH,TCURONON,TCAPOUT,TPAYOTH,TINTRST,DEBTOUT,LONGISSU,LONGRET,PCTTOTAL,PCTFTOT,PCTFCOMP,PCTSTOT,PCTSFORM,PCTLTOT,PCTLTAXP,PCTLOTHG,PCTLCHAR,PPCSTOT,PPSALWG,PPEMPBEN,PPITOTAL,PPISALWG,PPIEMBEN,PPSTOTAL,PPSPUPIL,PPSSTAFF,PPSGENAD,PPSSCHAD,DIVISION,REGION,MEAN INCOME
IN,EAST ALLEN COUNTY SCHOOLS,16,104554,8882,8,2084,3100,3690,71192,61454,0,0,9738,24480,18384,18384,0,1830,28,2589,1649,93528,86324,47691,27711,51523,31118,17501,30153,4394,2359,1375,4784,17241,4648,5301,633,1270,44138,4996,3067,100.0,8.5,0.0,68.1,58.8,23.4,17.6,1.8,2.5,9459.0,5255.0,3054.0,5677.0,3429.0,1928,3323.0,484,260,152,527,East North Central,Midwest,65480
IN,MUNCIE COMMUNITY SCHOOLS,16,80216,10539,2970,3715,2578,1276,50717,43280,0,0,7437,18960,10660,10660,0,495,1994,1142,4669,73773,69765,34605,23779,46178,23617,18878,19662,3196,3929,595,2796,9146,3925,2495,166,1347,49665,45785,50075,100.0,13.1,3.7,63.2,54.0,23.6,13.3,3.1,1.4,10411.0,5221.0,3588.0,6967.0,3563.0,2848,2967.0,482,593,90,422,East North Central,Midwest,46029
IN,ELKHART COMMUNITY SCHOOLS,16,181856,17474,3869,3319,5917,4369,106219,88594,0,0,17625,58163,28100,28100,0,3981,5040,2382,18660,170884,148724,83717,43885,85235,54756,26667,51442,7940,4428,1365,9400,28309,12047,18273,1434,2453,87203,19530,10178,100.0,9.6,2.1,58.4,48.7,32.0,15.5,5.0,1.3,10401.0,6002.0,3146.0,6094.0,3925.0,1912,3688.0,569,317,98,674,East North Central,Midwest,58781
IN,NEW ALBANY-FLOYD COUNTY CONSOLIDATED SCHOOLS,16,145173,10376,2164,2958,3120,2134,88012,75159,88,0,12765,46785,29709,29709,0,6027,4848,4528,1673,132610,115255,61890,33328,67010,41613,22250,42048,6780,5854,1125,7058,21231,6197,11582,2116,3657,105502,503,14271,100.0,7.1,1.5,60.6,51.8,32.2,20.5,7.5,3.1,10313.0,5558.0,2993.0,6017.0,3737.0,1998,3776.0,609,526,101,634,East North Central,Midwest,80423
IN,CARMEL CLAY SCHOOLS,16,192211,4692,354,2769,1266,303,111263,93345,0,0,17918,76256,52210,52210,0,5662,0,10862,7522,178981,151360,88716,43835,93969,58740,29592,49855,8066,3685,836,8328,28940,7536,21533,289,5799,130558,0,14082,100.0,2.4,0.2,57.9,48.6,39.7,27.2,2.9,5.7,9480.0,5573.0,2754.0,5886.0,3690.0,1859,3132.0,507,231,53,523,East North Central,Midwest,144564
IN,HAMILTON SOUTHEASTERN SCHOOLS,16,233106,5817,470,0,1920,3427,142151,122708,0,0,19443,85138,65181,65181,0,5971,0,8878,5108,209407,179684,96638,59271,109377,66618,39781,60329,10134,4945,2562,10275,32413,9978,19070,520,10133,328673,10000,19101,100.0,2.5,0.2,61.0,52.6,36.5,28.0,2.6,3.8,8401.0,4539.0,2784.0,5137.0,3129.0,1868,2834.0,476,232,120,483,East North Central,Midwest,118700
IN,GARY COMMUNITY SCHOOL CORPORATION,16,85144,12624,7421,2590,0,2613,54361,45623,0,0,8738,18159,15207,15207,0,551,76,390,1935,94860,89326,43337,26896,46327,27832,17692,40846,4233,6349,1171,4250,24843,2153,3535,0,1999,68783,0,4507,100.0,14.8,8.7,63.8,53.6,21.3,17.9,0.7,0.5,13386.0,6537.0,4057.0,6989.0,4199.0,2669,6162.0,639,958,177,641,East North Central,Midwest,43908
IN,LAKE CENTRAL SCHOOL CORPORATION,16,123493,4967,786,3009,987,185,69467,59000,0,0,10467,49059,29036,29036,0,2589,11524,4309,1601,119464,88228,51394,25400,54724,34691,17125,30008,6524,3285,682,3562,15955,3496,10156,7785,13295,208093,5628,12149,100.0,4.0,0.6,56.3,47.8,39.7,23.5,11.4,3.5,9168.0,5350.0,2644.0,5697.0,3611.0,1783,3124.0,679,342,71,371,East North Central,Midwest,108176
IN,ANDERSON COMMUNITY SCHOOL CORPORATION,16,102426,12194,4084,2395,3686,2029,59023,50528,0,0,8495,31209,15735,15735,0,2089,715,1554,11116,81673,77487,40520,22183,45325,27954,15490,27115,2931,3466,871,3454,16393,5047,3042,232,912,113105,0,5925,100.0,11.9,4.0,57.6,49.3,30.5,15.4,2.7,1.5,9036.0,4742.0,2596.0,5304.0,3271.0,1813,3173.0,343,406,102,404,East North Central,Midwest,52011
IN,INDIANAPOLIS PUBLIC SCHOOLS,16,472841,60333,24217,8776,20592,6748,275467,230270,0,0,45197,137041,113265,113256,0,12796,0,1747,9233,457633,401255,206069,106436,205106,123994,64221,170562,18967,24084,6952,20413,100146,25587,27933,6537,21908,526568,12455,34160,100.0,12.8,5.1,58.3,48.7,29.0,24.0,2.7,0.4,12480.0,6569.0,3393.0,6365.0,3953.0,2047,5437.0,605,768,222,651,East North Central,Midwest,53802
IN,LAWRENCE TOWNSHIP METROPOLITAN SCHOOL DISTRICT,16,209044,14937,3253,3708,6940,1036,124984,106045,0,0,18939,69123,36613,36613,0,5897,26,5092,21495,181982,163375,90976,47044,102780,62947,32748,52104,3755,6208,2853,9145,30143,8491,17386,6,1215,159116,39655,18800,100.0,7.1,1.6,59.8,50.7,33.1,17.5,2.8,2.4,10821.0,6041.0,3124.0,6825.0,4180.0,2175,3460.0,249,412,189,607,East North Central,Midwest,75734
IN,WASHINGTON TOWNSHIP METROPOLITAN SCHOOL DISTRICT,16,145933,11980,3073,2799,4294,1814,96518,78669,0,0,17849,37435,26445,26445,0,1685,3495,2885,2925,138059,123485,70337,36053,72097,45467,22111,44551,4918,6434,2923,8024,22252,6837,10528,2118,1928,43857,2069,8386,100.0,8.2,2.1,66.1,53.9,25.7,18.1,3.5,2.0,11498.0,6621.0,3394.0,6786.0,4280.0,2081,4193.0,463,606,275,755,East North Central,Midwest,84700
IN,PERRY TOWNSHIP METROPOLITAN SCHOOL DISTRICT,16,197538,12062,5,0,6984,5073,125833,103953,0,0,21880,59643,41816,41720,0,3797,28,2427,11575,178515,153143,83792,47240,96021,55677,33265,48137,5461,6960,1198,9530,24988,8985,21961,91,3320,149828,52490,13341,100.0,6.1,0.0,63.7,52.6,30.2,21.2,1.9,1.2,9595.0,5346.0,3014.0,5960.0,3552.0,2122,3071.0,348,444,76,608,East North Central,Midwest,64920
IN,PIKE TOWNSHIP METROPOLITAN SCHOOL DISTRICT,16,150847,12584,3126,1985,5444,2029,93999,77687,54,0,16258,44264,33034,33034,0,2221,0,3385,5624,151603,124004,66287,37113,71385,42924,24582,45462,5435,7020,1595,7862,23550,7157,25099,65,2435,37225,18710,8835,100.0,8.3,2.1,62.3,51.5,29.3,21.9,1.5,2.2,10637.0,5708.0,3196.0,6148.0,3697.0,2117,3915.0,468,605,137,677,East North Central,Midwest,89715
IN,WARREN TOWNSHIP METROPOLITAN SCHOOL DISTRICT,16,160213,22489,3788,2874,7213,8614,103048,88243,0,0,14805,34676,26980,26980,0,2404,0,2445,2847,141408,125479,69845,40206,69151,42867,23930,52576,8150,5198,2522,7207,29499,3752,15860,33,36,48913,0,13662,100.0,14.0,2.4,64.3,55.1,21.6,16.8,1.5,1.5,9605.0,5468.0,3148.0,5414.0,3356.0,1873,4116.0,638,407,197,564,East North Central,Midwest,54371
IN,WAYNE TOWNSHIP METROPOLITAN SCHOOL DISTRICT,16,246731,26189,5143,3448,9987,7611,139733,114461,0,0,25272,80809,34087,34087,0,3312,8136,4352,30922,224191,192359,103553,59510,107509,72360,32400,66203,9920,4705,1679,5567,44332,18647,16589,4379,10864,249035,10885,14383,100.0,10.6,2.1,56.6,46.4,32.8,13.8,4.6,1.8,11660.0,6435.0,3698.0,6681.0,4497.0,2014,4114.0,616,292,104,346,East North Central,Midwest,58157
IN,MONROE COUNTY COMMUNITY SCHOOL CORPORATION,16,145421,12460,3684,4221,2476,2079,84818,70551,0,0,14267,48143,35769,35769,0,2654,2015,5104,2601,127536,115101,66060,33728,63713,40480,20867,43994,6263,6487,686,7384,23174,7394,8677,1087,2671,79358,0,9684,100.0,8.6,2.5,58.3,48.5,33.1,24.6,3.2,3.5,10198.0,5989.0,3058.0,5776.0,3670.0,1892,3989.0,568,588,62,669,East North Central,Midwest,66158
IN,PENN-HARRIS-MADISON SCHOOL CORPORATION,16,128796,6290,1185,2592,1673,840,79792,69298,0,0,10494,42714,22508,22508,0,2137,231,5546,12292,105069,94086,53060,29949,56741,35327,19502,32313,4614,3884,1442,5836,16537,5032,9044,679,1260,42405,10007,13390,100.0,4.9,0.9,62.0,53.8,33.2,17.5,1.8,4.3,9266.0,5324.0,3005.0,5693.0,3545.0,1957,3242.0,463,390,145,586,East North Central,Midwest,82783
IN,SOUTH BEND COMMUNITY SCHOOL CORPORATION,16,280246,42260,11713,6676,10135,13736,153566,129771,0,0,23795,84420,40988,40988,0,3731,0,1900,37801,231276,213189,110972,65748,122250,72697,42852,77136,10402,11749,1406,10730,42849,13803,10365,1053,6669,129150,386,15930,100.0,15.1,4.2,54.8,46.3,30.1,14.6,1.3,0.7,10262.0,5432.0,3218.0,5984.0,3558.0,2098,3776.0,509,575,69,525,East North Central,Midwest,59563
IN,TIPPECANOE SCHOOL CORPORATION,16,153470,5204,1628,0,2851,725,97167,83661,0,0,13506,51099,33342,33342,0,3812,270,10290,3385,140143,110188,57835,30545,61671,39512,20423,39143,3314,4882,1382,6376,23189,9374,21135,7365,1455,90961,1520,15606,100.0,3.4,1.1,63.3,54.5,33.3,21.7,2.7,6.7,8393.0,4412.0,2330.0,4705.0,3014.0,1558,2986.0,253,372,105,486,East North Central,Midwest,79774
IN,EVANSVILLE-VANDERBURGH SCHOOL CORPORATION,16,309982,27826,7745,6349,8073,5659,182634,151919,0,0,30715,99522,51258,51258,0,4675,799,7298,35492,299691,265282,128513,103683,131509,81327,45437,118189,15558,8756,1761,11450,80664,15584,17737,446,16226,169983,6970,12432,100.0,9.0,2.5,58.9,49.0,32.1,16.5,1.8,2.4,11501.0,5630.0,4543.0,5762.0,3563.0,1991,5178.0,682,384,77,502,East North Central,Midwest,63945
IN,VIGO COUNTY SCHOOL CORPORATION,16,169128,12802,5540,0,5167,2095,119619,102569,106,0,16944,36707,20494,20494,0,3253,1151,2933,8876,165683,143652,80773,41289,89824,54169,28243,46635,7898,5718,1571,6657,24791,7193,17275,3156,1600,45298,0,7881,100.0,7.6,3.3,70.7,60.6,21.7,12.1,2.6,1.7,9419.0,5301.0,2710.0,5895.0,3555.0,1854,3061.0,518,375,103,437,East North Central,Midwest,56349
IA,WATERLOO COMMUNITY SCHOOL DISTRICT,16,151459,14129,4411,644,4257,4817,92997,72470,0,429,20098,44333,40879,39231,0,46,769,1491,1148,133818,123417,75419,28125,79648,54130,20407,37782,4819,2840,2718,7916,19489,5987,3263,3682,3456,75769,0,2763,100.0,9.3,2.9,61.4,47.8,29.3,27.0,0.5,1.0,10731.0,6598.0,2460.0,6968.0,4735.0,1785,3305.0,422,248,238,693,West North Central,Midwest,58313
IA,DUBUQUE COMMUNITY SCHOOL DISTRICT,16,145640,9369,2114,567,2745,3943,82716,62167,45,484,20020,53555,45751,44425,0,0,2320,3237,2247,141633,129265,78117,30206,83637,54060,20145,40796,6260,6128,1931,6609,19868,4832,9234,1812,1322,46473,0,1390,100.0,6.4,1.5,56.8,42.7,36.8,31.4,1.6,2.2,11426.0,6906.0,2670.0,7394.0,4779.0,1781,3606.0,553,542,171,584,West North Central,Midwest,80305
IA,IOWA CITY COMMUNITY SCHOOL DISTRICT,16,184450,9481,1937,626,3019,3899,90024,60832,14,208,28970,84945,78978,70836,0,312,1162,3056,1437,213378,145403,97459,29145,95139,70791,20548,44463,4763,9673,1872,6895,21260,5801,62087,3824,2064,70230,60030,7775,100.0,5.1,1.1,48.8,33.0,46.1,42.8,0.8,1.7,10358.0,6961.0,2082.0,6796.0,5057.0,1468,3176.0,340,691,134,493,West North Central,Midwest,74156
IA,CEDAR RAPIDS COMMUNITY SCHOOL DISTRICT,16,243773,14660,3554,910,4771,5425,128524,95166,159,726,32473,100589,84383,73441,0,775,4636,8051,2744,224990,194599,135498,34189,117843,88767,20975,65578,5502,13884,4124,13329,28739,11178,14907,9934,5550,120500,13935,19060,100.0,6.0,1.5,52.7,39.0,41.3,34.6,2.2,3.3,10943.0,7764.0,1959.0,6752.0,5086.0,1202,3758.0,315,796,236,764,West North Central,Midwest,79576
IA,ANKENY COMMUNITY SCHOOL DISTRICT,16,142210,3671,471,498,942,1760,74491,52846,13,78,21554,64048,53284,52562,0,137,2011,6803,1813,128101,105621,68671,20800,67938,49509,14453,33194,4132,6310,1911,5867,14974,4489,12720,2522,7238,179340,0,13185,100.0,2.6,0.3,52.4,37.2,45.0,37.5,1.5,4.8,9407.0,6128.0,1856.0,6063.0,4418.0,1290,2962.0,369,563,171,524,West North Central,Midwest,105293
IA,DES MOINES INDEPENDENT COMMUNITY SCHOOL DISTRICT,16,482554,48186,12389,8182,16880,10735,289237,214147,63,457,74570,145131,122017,118078,0,155,6548,8617,7794,489020,414762,258153,105076,249489,167861,66044,142196,23914,23321,8723,22184,64054,23077,53202,12912,8144,175785,0,10355,100.0,10.0,2.6,59.9,44.4,30.1,25.3,1.4,1.8,11968.0,7544.0,3071.0,7291.0,4905.0,1930,4155.0,699,682,255,648,West North Central,Midwest,63781
IA,WEST DES MOINES COMMUNITY SCHOOL DISTRICT,16,132112,4532,811,518,1742,1461,59751,41731,11,329,17680,67829,54511,53606,0,125,4596,3467,5130,117844,102778,61688,24154,67014,45476,16849,28907,3316,4153,1637,4474,15327,6857,7269,5588,2209,63500,23665,33425,100.0,3.4,0.6,45.2,31.6,51.3,41.3,3.6,2.6,10602.0,6551.0,2565.0,7117.0,4830.0,1789,3070.0,352,441,174,475,West North Central,Midwest,99284
IA,SIOUX CITY COMMUNITY SCHOOL DISTRICT,16,188700,14185,4002,970,5991,3222,127428,100757,84,290,26297,47087,39502,33740,0,267,2163,3266,1889,182512,156136,95027,38505,103482,66193,27666,45259,4400,10215,2424,8205,20015,7395,18488,4711,3177,111133,1223,764,100.0,7.5,2.1,67.5,53.4,25.0,20.9,1.3,1.7,10188.0,6202.0,2513.0,6754.0,4320.0,1806,2954.0,287,667,158,536,West North Central,Midwest,62476
KS,LAWRENCE UNIFIED SCHOOL DISTRICT 497,16,141575,8324,1975,0,2769,3580,80118,60976,12331,3,6808,53133,37032,37032,0,3478,0,4177,8446,160346,116277,70613,23272,70927,47628,16056,39976,7822,7106,599,6211,18238,5374,40154,0,3915,125905,20500,8870,100.0,5.9,1.4,56.6,43.1,37.5,26.2,2.5,3.0,9574.0,5834.0,1923.0,5860.0,3935.0,1327,3303.0,646,587,49,513,West North Central,Midwest,72689
KS,BLUE VALLEY UNIFIED SCHOOL DISTRICT 229,16,315429,6699,443,0,1657,4599,145011,111440,21070,0,12501,163719,113781,113781,0,10774,0,13856,25308,290245,217515,140361,41690,129131,95239,26570,79605,15051,10877,2690,11622,39365,8779,57786,151,14793,381230,92200,37175,100.0,2.1,0.1,46.0,35.3,51.9,36.1,3.4,4.4,9576.0,6207.0,1844.0,5668.0,4212.0,1175,3520.0,666,481,119,514,West North Central,Midwest,149083
KS,OLATHE UNIFIED SCHOOL DISTRICT 233,16,373148,16721,2597,0,5425,8699,232683,173016,26393,0,33274,123744,76285,76285,0,9541,149,10524,27245,324632,293009,185014,60712,181741,127557,43123,98579,22683,11059,2197,18252,44388,12689,9960,765,20898,429795,0,29708,100.0,4.5,0.7,62.4,46.4,33.2,20.4,2.6,2.8,9953.0,6287.0,2063.0,6175.0,4334.0,1465,3350.0,771,376,75,620,West North Central,Midwest,101220
KS,MANHATTAN UNIFIED SCHOOL DISTRICT 383,16,78451,7791,1123,0,1867,4801,41360,30920,6767,0,3673,29300,21795,21795,0,1803,0,2274,3428,75645,64376,42416,11980,40834,28913,8067,20322,4248,2784,851,3271,9168,3220,5467,4,5798,99087,0,5455,100.0,9.9,1.4,52.7,39.4,37.3,27.8,2.3,2.9,9769.0,6477.0,1829.0,6235.0,4415.0,1232,3103.0,649,425,130,499,West North Central,Midwest,72516
KS,WICHITA UNIFIED SCHOOL DISTRICT 259,16,666255,73972,24904,0,21355,27713,427935,334566,44276,35,49058,164348,92798,92798,0,13057,0,5266,53227,594322,538844,330905,122374,298152,206460,78201,216571,49310,30187,5055,35244,96775,24121,29649,12,25817,423790,1240,22610,100.0,11.1,3.7,64.2,50.2,24.7,13.9,2.0,0.8,10573.0,6496.0,2402.0,5852.0,4053.0,1535,4251.0,968,593,99,692,West North Central,Midwest,58884
KS,KANSAS CITY UNIFIED SCHOOL DISTRICT 500,16,276568,37274,15339,0,13960,7975,201720,164127,15315,13,22265,37574,19656,19656,0,3492,0,6104,8322,268810,246680,140933,40532,127397,82940,27028,104230,10861,17804,1542,12643,61380,15053,20154,17,1959,57825,0,8335,100.0,13.5,5.5,72.9,59.3,13.6,7.1,1.3,2.2,11186.0,6391.0,1838.0,5777.0,3761.0,1226,4727.0,493,807,70,573,West North Central,Midwest,47619
KY,OLDHAM COUNTY SCHOOL DISTRICT,16,131652,5960,627,2249,1513,1571,67441,39371,0,4,28066,58251,49952,46548,0,200,0,6144,1955,134337,110671,67552,26744,68723,43503,18757,37514,6263,5512,1942,6947,16850,4434,18241,10,5415,148670,28965,41350,100.0,4.5,0.5,51.2,29.9,44.2,37.9,0.2,4.7,8994.0,5495.0,2175.0,5590.0,3539.0,1526,3051.0,509,448,158,565,East South Central,South,109184
LA,ASCENSION PARISH SCHOOL DISTRICT,16,272575,19664,3715,4812,6047,5090,101532,98802,283,0,2447,151379,143954,71418,0,1263,0,3782,2380,274675,241659,123551,68518,142672,81478,44920,88868,13855,13432,5106,11670,44805,10119,27288,966,4762,145220,0,10146,100.0,7.2,1.4,37.2,36.2,55.5,52.8,0.5,1.4,11035.0,5642.0,3129.0,6515.0,3721.0,2051,4058.0,633,613,233,533,West South Central,South,89121
LA,BOSSIER PARISH SCHOOL DISTRICT,16,247858,18419,5259,4258,5446,3456,121472,116571,87,0,4814,107967,99203,56142,0,1150,0,1939,5675,267427,225373,125322,73086,129554,79872,45107,84476,12570,14578,4784,13677,38867,11343,36370,584,5100,174563,45000,16594,100.0,7.4,2.1,49.0,47.0,43.6,40.0,0.5,0.8,10225.0,5687.0,3317.0,5879.0,3625.0,2047,3834.0,570,662,217,621,West South Central,South,63752
LA,CADDO PARISH SCHOOL DISTRICT,16,484579,51616,17950,9400,15106,9160,217214,208903,0,0,8311,215749,203300,129523,0,2465,427,2025,7532,475821,449288,242059,140785,252699,148071,86269,176374,30257,26013,9032,29947,81125,20215,17964,3998,4571,98659,0,8933,100.0,10.7,3.7,44.8,43.1,44.5,42.0,0.6,0.4,11108.0,5998.0,3489.0,6261.0,3669.0,2138,4370.0,750,645,224,742,West South Central,South,60857
LA,CALCASIEU PARISH SCHOOL DISTRICT,16,424551,45575,9672,7008,10358,18537,157831,153008,0,0,4823,221145,210051,56282,0,3040,310,1130,6614,395309,366608,211010,91582,215419,138474,58684,137475,23223,26230,5683,21800,60539,13714,12192,10221,6288,507213,14520,27525,100.0,10.7,2.3,37.2,36.0,52.1,49.5,0.8,0.3,11381.0,6551.0,2843.0,6688.0,4299.0,1822,4268.0,721,814,176,677,West South Central,South,62016
LA,IBERIA PARISH SCHOOL DISTRICT,16,146889,19495,4680,3254,8284,3277,77798,74372,0,0,3426,49596,45895,19951,0,721,228,885,1867,150569,132469,76501,31272,76899,51996,21002,45461,6883,5504,2499,6138,24437,10109,13049,439,4612,116463,9702,8460,100.0,13.3,3.2,53.0,50.6,33.8,31.2,0.6,0.6,9615.0,5584.0,2283.0,5603.0,3795.0,1533,3318.0,502,402,182,448,West South Central,South,54106
LA,JEFFERSON PARISH SCHOOL DISTRICT,16,611400,72132,21535,14540,20304,15753,216419,208650,218,0,7551,322849,267423,79474,0,3698,453,5893,45382,587679,546885,272470,143683,291697,179112,90726,226130,35199,21450,33361,37135,98985,29058,29164,6102,5528,286049,28265,10649,100.0,11.8,3.5,35.4,34.1,52.8,43.7,0.7,1.0,11244.0,5631.0,2969.0,6028.0,3702.0,1875,4673.0,727,443,689,767,West South Central,South,70728
LA,LAFOURCHE PARISH SCHOOL DISTRICT,16,181940,17109,4262,2766,5328,4753,67151,63396,15,0,3740,97680,74306,43478,0,1287,5417,1799,14871,170464,158728,86713,37678,82461,53668,22636,67344,13840,8001,5874,8844,30785,8923,6983,1095,3658,111511,0,11320,100.0,9.4,2.3,36.9,34.8,53.7,40.8,3.7,1.0,10766.0,5891.0,2560.0,5592.0,3646.0,1538,4575.0,940,544,399,601,West South Central,South,63414
LA,LIVINGSTON PARISH SCHOOL DISTRICT,16,257969,21112,5123,5571,7036,3382,162862,158910,91,0,3861,73995,64041,17577,0,1489,0,3328,5137,254922,232535,133057,64504,141881,89206,42666,77433,14200,8561,4078,14080,36514,13221,18370,882,3135,84314,0,6298,100.0,8.2,2.0,63.1,61.6,28.7,24.8,0.6,1.3,9029.0,5174.0,2508.0,5517.0,3469.0,1659,3011.0,552,333,159,547,West South Central,South,75554
LA,ORLEANS PARISH SCHOOL DISTRICT,16,523356,102276,13270,5241,6144,77621,71553,64273,44,0,7236,349527,286155,158311,0,15867,0,2452,45053,416652,196637,92979,35186,93333,56370,21709,95525,12416,10549,16735,15160,40665,7779,50570,166506,2939,130670,0,9905,100.0,19.5,2.5,13.7,12.3,66.8,54.7,3.0,0.5,13290.0,6284.0,2378.0,6308.0,3810.0,1467,6457.0,839,713,1131,1025,West South Central,South,67259
LA,OUACHITA PARISH SCHOOL DISTRICT,16,226017,21226,5289,4674,7701,3562,124729,119850,0,0,4879,80062,73860,26855,0,716,5,1460,4021,237531,201638,119813,54998,106851,70430,31748,81893,12802,15697,1970,13804,37620,12894,28534,784,6575,236297,33589,10805,100.0,9.4,2.3,55.2,53.0,35.4,32.7,0.3,0.6,10297.0,6119.0,2809.0,5457.0,3597.0,1621,4182.0,654,802,101,705,West South Central,South,59401
LA,RAPIDES PARISH SCHOOL DISTRICT,16,244418,29467,8522,5441,9925,5579,135703,131914,0,0,3789,79248,74459,35892,0,896,0,2415,1478,241225,228287,125471,67393,133856,84217,44082,78278,11628,12396,4399,14106,35749,16153,9817,628,2493,191066,13860,7315,100.0,12.1,3.5,55.5,54.0,32.4,30.5,0.4,1.0,9575.0,5267.0,2829.0,5619.0,3536.0,1851,3286.0,488,520,185,592,West South Central,South,64374
LA,TANGIPAHOA PARISH SCHOOL DISTRICT,16,193718,26071,7549,4277,8367,5878,111251,108987,35,0,2229,56396,48404,7384,0,512,0,1674,5806,191495,184008,104005,51606,105704,68110,32792,67129,11497,9482,2010,9638,34502,11175,6628,577,282,4319,0,1044,100.0,13.5,3.9,57.4,56.3,29.1,25.0,0.3,0.9,9369.0,5307.0,2633.0,5384.0,3476.0,1673,3426.0,587,484,103,492,West South Central,South,63700
MD,ALLEGANY COUNTY PUBLIC SCHOOLS,16,130402,12281,2653,2512,3026,4090,85997,40649,6881,4586,33881,32124,0,0,30124,0,71,1257,672,128183,123876,72255,35685,79525,48589,25376,39019,5089,5969,710,8012,19239,5332,3675,44,588,1226,0,1160,100.0,9.4,2.0,65.9,31.2,24.6,23.1,0.1,1.0,14043.0,8200.0,4050.0,9025.0,5514.0,2880,4428.0,578,677,81,909,South Atlantic,South,55306
MD,CECIL COUNTY PUBLIC SCHOOLS,16,229420,13322,2835,3643,4192,2652,117491,63468,7676,5061,41286,98607,0,0,88051,0,0,1985,8571,220778,201661,134033,51111,127570,83794,36892,67510,9891,9866,1329,15244,31180,6581,13650,2812,2655,5693,0,4873,100.0,5.8,1.2,51.2,27.7,43.0,38.4,0.0,0.9,12708.0,8452.0,3223.0,8044.0,5284.0,2326,4257.0,624,622,84,961,South Atlantic,South,89209
MI,GRAND RAPIDS PUBLIC SCHOOLS,16,253921,28422,10177,0,10758,7487,128925,80589,20057,0,28279,96574,45542,45542,0,0,41094,1800,8138,255488,219436,106024,72642,121893,67724,46161,84540,16041,12643,2031,12584,41241,13003,9378,22239,4435,206349,141974,60055,100.0,11.2,4.0,50.8,31.7,38.0,17.9,16.2,0.7,13381.0,6526.0,4471.0,7503.0,4169.0,2841,5204.0,987,778,125,775,East North Central,Midwest,59808
MS,HARRISON COUNTY SCHOOL DISTRICT,16,144496,23411,4167,3298,6891,9055,65325,62975,40,0,2310,55760,48472,46435,0,24,11,4674,2579,133522,127230,73260,25635,73067,49200,16801,45828,6775,2731,1934,7492,26896,8335,5727,0,565,37502,113,3987,100.0,16.2,2.9,45.2,43.6,38.6,33.5,0.0,3.2,8645.0,5008.0,1752.0,4995.0,3363.0,1149,3133.0,463,187,132,512,East South Central,South,60748
MO,PARK HILL SCHOOL DISTRICT,16,155333,5465,783,1780,2348,554,57240,32454,2434,1082,21270,92628,74485,73483,0,4284,0,10096,3763,146985,128937,81425,22488,70380,52025,13615,49466,5084,9656,1935,7349,25442,9091,13659,874,3515,82226,20110,24891,100.0,3.5,0.5,36.8,20.9,59.6,48.0,2.8,6.5,10828.0,7058.0,1949.0,6100.0,4509.0,1180,4288.0,441,837,168,637,West North Central,Midwest,103004
NV,CLARK COUNTY SCHOOL DISTRICT,16,3220684,277628,93953,43115,105672,34888,2005972,660377,84184,0,1261411,937084,873148,870292,0,1463,113,22382,39978,3081183,2821307,1675661,687202,1646168,1086535,440710,1038886,130771,173742,33385,204646,496342,136253,123011,4220,132645,2592841,848725,806942,100.0,8.6,2.9,62.3,20.5,29.1,27.1,0.0,0.7,8609.0,5140.0,2108.0,5050.0,3333.0,1352,3187.0,401,533,102,628,Mountain,West,72277
NV,WASHOE COUNTY SCHOOL DISTRICT,16,661369,71496,16928,10280,16893,27395,419903,153585,26683,0,239635,169970,150602,150339,0,187,457,6793,11931,667384,606093,369093,149061,334037,222668,91554,246800,51549,38939,9767,38999,107546,25256,38498,1086,21707,464146,62315,72436,100.0,10.8,2.6,63.5,23.2,25.7,22.8,0.1,1.0,9083.0,5550.0,2241.0,5023.0,3348.0,1377,3711.0,775,586,147,586,Mountain,West,81564
NJ,PATERSON CITY SCHOOL DISTRICT,16,638873,36045,16088,6715,0,13242,538912,369021,18398,3126,148367,63916,0,0,0,39460,775,18775,4906,646870,558868,266542,134223,319777,175206,81340,181322,58584,17030,7487,27652,70569,57769,39784,48023,195,4825,0,1085,100.0,5.6,2.5,84.4,57.8,10.0,0.0,6.3,2.9,16599.0,9398.0,4732.0,9568.0,6177.0,2868,6393.0,2066,600,264,975,Middle Atlantic,Northeast,52912
NJ,JERSEY CITY SCHOOL DISTRICT,16,747268,43270,13659,8645,13770,7196,576411,385114,21430,3090,166777,127587,0,0,0,112161,5468,5037,4921,756468,714851,363103,166655,452290,244879,113855,216246,64638,17770,11967,27406,94465,46315,34657,5480,1480,35740,0,8775,100.0,5.8,1.8,77.1,51.5,17.1,0.0,15.7,0.7,20388.0,12078.0,5544.0,12607.0,8146.0,3787,7193.0,2150,591,398,912,Middle Atlantic,Northeast,97061
