STATE,NAME,YRDATA,TOTALREV,TFEDREV,FEDRCOMP,FEDRSPEC,FEDRNUTR,FEDROTHR,TSTREV,STRFORM,STRSPEC,STRTRANS,STROTHR,TLOCREV,LOCRTAX,LOCRPROP,LOCRPAR,LOCRCICO,LOCROSCH,LOCRCHAR,LOCROTHR,TOTALEXP,TCURSPND,TSALWAGE,TEMPBENE,TCURINST,TCURISAL,TCURIBEN,TCURSSVC,TCURSPUP,TCURSSTA,TCURSGEN,TCURSSCH,TCURSOTH,TCURONON,TCAPOUT,TPAYOTH,TINTRST,DEBTOUT,LONGISSU,LONGRET,PCTTOTAL,PCTFTOT,PCTFCOMP,PCTSTOT,PCTSFORM,PCTLTOT,PCTLTAXP,PCTLOTHG,PCTLCHAR,PPCSTOT,PPSALWG,PPEMPBEN,PPITOTAL,PPISALWG,PPIEMBEN,PPSTOTAL,PPSPUPIL,PPSSTAFF,PPSGENAD,PPSSCHAD,DIVISION,REGION,MEAN INCOME
CA,CONEJO VALLEY UNIFIED SCHOOL DISTRICT,10,185060,16049,2084,7078,1767,5120,52080,26302,293,770,24715,116931,81659,81659,0,6119,9427,6322,13404,189918,177830,114872,38622,111067,78762,24546,52852,7393,4394,524,12992,27549,13911,8426,1502,2160,66185,0,5724,100.0,8.7,1.1,28.1,14.2,63.2,44.1,8.4,3.4,7966.0,5419.0,1822.0,5239.0,3715.0,1158,2493.0,349,207,25,613,Pacific,West,122060
DE,BRANDYWINE SCHOOL DISTRICT,10,165373,18279,3752,2726,1724,10077,80692,68864,1,2511,9316,66402,57557,57557,0,0,495,1251,7099,170434,147357,84672,36293,86983,56460,24417,53007,8775,2059,1525,7671,32977,7367,17521,2290,3266,80834,9059,4897,100.0,11.1,2.3,48.8,41.6,40.2,34.8,0.3,0.8,14298.0,8257.0,3539.0,8416.0,5506.0,2381,5169.0,856,201,149,748,South Atlantic,South,81245
DE,CHRISTINA SCHOOL DISTRICT,10,256474,26953,6568,5226,4408,10751,131937,93083,0,13514,25340,97584,78854,78854,0,0,13839,1480,3411,273681,237182,132150,60292,144255,93767,41977,84131,14191,1315,1661,14627,52337,8796,17256,16099,3144,71763,8271,5863,100.0,10.5,2.6,51.4,36.3,38.0,30.7,5.4,0.6,13821.0,7783.0,3551.0,8440.0,5522.0,2472,4955.0,836,77,98,861,South Atlantic,South,68154
DE,COLONIAL SCHOOL DISTRICT,10,143306,16770,2713,2595,3258,8204,81226,57944,0,4498,18784,45310,39526,39526,0,0,843,1245,3696,147915,115317,66021,29321,71703,44821,20181,37960,4956,2256,1210,7206,22332,5654,24283,5994,2321,56368,5228,3364,100.0,11.7,1.9,56.7,40.4,31.6,27.6,0.6,0.9,11358.0,6521.0,2896.0,7053.0,4427.0,1993,3749.0,489,223,120,712,South Atlantic,South,62437
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,10,227870,24096,5817,3609,3611,11059,98422,88550,212,6947,2713,105352,80477,80477,0,0,3243,2203,19429,219770,192099,105605,46688,120336,76380,34153,62827,7525,1387,1727,9923,42265,8936,4340,20330,3001,64104,13,4850,100.0,10.6,2.6,43.2,38.9,46.2,35.3,1.4,1.0,12165.0,6738.0,2979.0,7646.0,4873.0,2179,4008.0,480,88,110,633,South Atlantic,South,94137
DE,INDIAN RIVER SCHOOL DISTRICT,10,113131,11201,2016,1826,2414,4945,58417,50585,19,6348,1465,43513,34255,34255,0,0,5569,1121,2568,114045,97235,53961,23100,59880,38962,16864,32999,5315,625,766,5804,20489,4356,9649,5453,1708,36055,457,3200,100.0,9.9,1.8,51.6,44.7,38.5,30.3,4.9,1.0,11147.0,6202.0,2655.0,6877.0,4478.0,1938,3793.0,611,72,88,667,South Atlantic,South,59730
DC,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,10,1195934,80585,32142,11628,16761,20054,0,0,0,0,0,1115349,0,0,1085394,0,0,6193,23762,1290048,992685,536089,66395,526469,310315,35721,425379,78659,86369,17419,59612,183320,40837,297363,0,0,0,0,0,100.0,6.7,2.7,0.0,0.0,93.3,90.8,0.0,0.5,18667.0,12221.0,1514.0,8394.0,7074.0,814,9697.0,1793,1969,397,1359,South Atlantic,South,92959
FL,ALACHUA COUNTY SCHOOL DISTRICT,10,281318,48151,11322,9784,7161,19884,95170,37602,10629,2163,44776,137997,123609,123609,0,0,134,11187,3067,263571,245460,143954,44391,134603,82752,24817,96254,14417,22169,2728,12948,43992,14603,14020,0,4091,84416,0,11505,100.0,17.1,4.0,33.8,13.4,49.1,43.9,0.0,4.0,8707.0,5181.0,1598.0,4845.0,2979.0,893,3464.0,519,798,98,466,South Atlantic,South,58204
FL,BAY COUNTY SCHOOL DISTRICT,10,245107,39941,8822,8120,6436,16563,60429,18744,6890,1027,33768,144737,127903,127903,0,0,0,13326,3508,248864,213769,121672,39347,130582,81287,23959,68059,7525,11197,2686,12671,33980,15128,30052,0,5043,103857,0,4018,100.0,16.3,3.6,24.7,7.6,59.1,52.2,0.0,5.4,8062.0,4698.0,1519.0,5042.0,3139.0,925,2628.0,291,432,104,489,South Atlantic,South,55348
FL,BREVARD COUNTY SCHOOL DISTRICT,10,666690,95693,19512,21894,14357,39930,252241,101987,35254,5086,109914,318756,275137,275137,0,0,399,28557,14663,666072,585618,354694,104722,356575,232200,65357,194919,24370,43380,5627,36836,84706,34124,51686,0,28768,552328,0,14120,100.0,14.4,2.9,37.8,15.3,47.8,41.3,0.1,4.3,7993.0,4898.0,1446.0,4924.0,3207.0,903,2692.0,337,599,78,509,South Atlantic,South,61710
FL,BROWARD COUNTY SCHOOL DISTRICT,10,2547733,414654,80555,97300,62810,173989,776219,284334,76876,11186,403823,1356860,1107340,1107340,0,0,688,221365,27467,2811734,2454582,1361522,418020,1489123,860001,254607,807587,111089,127711,19203,129462,420122,157872,255501,0,101651,2021590,10062,79303,100.0,16.3,3.2,30.5,11.2,53.3,43.5,0.0,8.7,9290.0,5316.0,1632.0,5814.0,3358.0,994,3153.0,434,499,75,505,South Atlantic,South,67202
FL,CHARLOTTE COUNTY SCHOOL DISTRICT,10,178453,27285,3838,5444,5297,12706,21505,637,456,73,20339,129663,117467,117467,0,0,0,8889,3307,173588,155019,93155,31707,84892,55809,17871,58993,9460,11916,1411,9295,26911,11134,18066,0,503,68921,60000,385,100.0,15.3,2.2,12.1,0.4,72.7,65.8,0.0,5.0,8995.0,5499.0,1872.0,5011.0,3295.0,1055,3482.0,558,703,83,549,South Atlantic,South,52405
FL,CITRUS COUNTY SCHOOL DISTRICT,10,155590,25008,5629,5272,4037,10070,41402,12951,4662,980,22809,89180,79610,79610,0,0,0,8175,1395,157752,146132,89715,22675,79838,54275,13321,56774,6184,9594,1984,8768,30244,9520,10837,0,783,50405,46945,350,100.0,16.1,3.6,26.6,8.3,57.3,51.2,0.0,5.3,8831.0,5579.0,1410.0,4964.0,3375.0,828,3530.0,385,597,123,545,South Atlantic,South,44941
FL,COLLIER COUNTY SCHOOL DISTRICT,10,538097,75112,15784,13559,12628,33141,64834,4007,1752,280,58795,398151,359457,359457,0,0,0,17563,21131,523168,437455,248566,80420,257010,164004,52239,155928,18870,24996,3781,26960,81321,24517,60289,0,25424,520143,0,20035,100.0,14.0,2.9,12.0,0.7,74.0,66.8,0.0,3.3,10092.0,5819.0,1883.0,6017.0,3840.0,1223,3651.0,442,585,89,631,South Atlantic,South,82016
FL,COLUMBIA COUNTY SCHOOL DISTRICT,10,93271,17859,3992,3617,3302,6948,50400,24825,8825,1481,15269,25012,21151,21151,0,0,0,2791,1070,94549,87919,52978,17142,50824,33349,10424,31659,5561,5091,1222,4063,15722,5436,5106,0,1524,30316,0,1253,100.0,19.1,4.3,54.0,26.6,26.8,22.7,0.0,3.0,8666.0,5276.0,1707.0,5062.0,3321.0,1038,3153.0,554,507,122,405,South Atlantic,South,44932
FL,DUVAL COUNTY SCHOOL DISTRICT,10,1179374,191695,50406,34785,30601,75903,455930,207612,59857,8900,179561,531749,451983,451983,0,0,0,58007,21759,1226024,1092776,580445,199382,653090,405648,138737,392690,61232,86202,11053,57199,177004,46996,119132,0,14116,312730,69650,7620,100.0,16.3,4.3,38.7,17.6,45.1,38.3,0.0,4.9,8907.0,4735.0,1626.0,5328.0,3309.0,1132,3203.0,500,703,90,467,South Atlantic,South,60850
FL,FLAGLER COUNTY SCHOOL DISTRICT,10,132146,16417,2138,4088,3743,6448,26617,6824,1988,642,17163,89112,75648,75648,0,0,26,7716,5722,139743,112097,65155,18769,63182,41134,11467,34175,7026,3678,723,5304,17444,14740,23598,0,4048,87185,0,4520,100.0,12.4,1.6,20.1,5.2,67.4,57.2,0.0,5.8,7846.0,4959.0,1429.0,4809.0,3131.0,873,2601.0,535,280,55,404,South Atlantic,South,59853
TN,HAMILTON COUNTY SCHOOL DISTRICT,10,19451,4807,1335,1360,809,1303,7685,3422,1237,205,2821,6959,6049,6049,0,0,0,592,318,19413,18756,10923,2794,9457,6312,1545,7987,991,1787,1056,836,3317,1312,636,0,21,380,0,40,100.0,24.7,6.9,39.5,17.6,35.8,31.1,0.0,3.0,10153.0,5992.0,1533.0,5188.0,3462.0,848,4381.0,544,980,579,459,East South Central,South,61625
TN,HAMILTON COUNTY SCHOOL DISTRICT,10,371694,46076,14243,11299,11031,9503,121927,115455,0,0,6472,203691,0,0,175710,0,394,23785,3802,373570,359911,200599,73150,226024,145383,53065,114182,14476,20548,6678,22012,50468,19705,7777,0,5882,125036,0,15408,100.0,12.4,3.8,32.8,31.1,54.8,47.3,0.1,6.4,8537.0,4795.0,1749.0,5403.0,3475.0,1269,2730.0,346,491,160,526,East South Central,South,61625
FL,HERNANDO COUNTY SCHOOL DISTRICT,10,206950,31753,5647,7247,7401,11458,84480,37945,12574,2471,31490,90717,75550,75550,0,0,0,2952,12215,237817,177135,110886,36386,101032,70132,22389,66007,10346,10055,1692,10548,33366,10096,51721,0,8961,195082,0,12756,100.0,15.3,2.7,40.8,18.3,43.8,36.5,0.0,1.4,7722.0,4842.0,1589.0,4412.0,3062.0,978,2882.0,452,439,74,461,South Atlantic,South,47162
FL,HIGHLANDS COUNTY SCHOOL DISTRICT,10,121768,25796,6665,5285,5962,7884,42931,18652,5714,1141,17424,53041,46358,46358,0,0,0,4712,1971,124973,109652,61205,23964,60283,38367,14056,41051,5918,7263,1268,6323,20279,8318,12310,0,3011,67355,0,2980,100.0,21.2,5.5,35.3,15.3,43.6,38.1,0.0,3.9,9010.0,5060.0,1981.0,4983.0,3172.0,1162,3393.0,489,600,105,523,South Atlantic,South,43010
FL,HILLSBOROUGH COUNTY SCHOOL DISTRICT,10,1885758,375324,67886,54675,59218,193545,809690,334419,107798,17124,350349,700744,574142,574142,0,0,0,61532,65070,1962835,1751673,1038835,313934,992325,675444,190534,563346,75521,141079,13622,92653,240471,196002,153716,0,57446,1199313,98220,36494,100.0,19.9,3.6,42.9,17.7,37.2,30.4,0.0,3.3,8487.0,5375.0,1624.0,5135.0,3495.0,986,2915.0,391,730,70,479,South Atlantic,South,64380
FL,INDIAN RIVER COUNTY SCHOOL DISTRICT,10,181432,24004,4213,5817,5605,8369,24108,966,358,96,22688,133320,117369,117369,0,0,31,7212,8708,186810,149684,87007,25213,92898,56235,15648,47955,4971,10743,1806,8269,22166,8831,30244,0,6882,132207,0,9128,100.0,13.2,2.3,13.3,0.5,73.5,64.7,0.0,4.0,8378.0,4902.0,1420.0,5234.0,3168.0,882,2702.0,280,605,102,466,South Atlantic,South,64819
FL,LAKE COUNTY SCHOOL DISTRICT,10,375734,56043,10981,12876,10519,21667,135779,60384,14259,3282,57854,183912,152161,152161,0,0,74,10877,20800,413916,319180,166522,54918,196783,103998,32466,106243,14685,20661,2425,16410,52062,16154,77861,0,16875,350310,625,15689,100.0,14.9,2.9,36.1,16.1,48.9,40.5,0.0,2.9,7772.0,4057.0,1338.0,4794.0,2533.0,791,2588.0,358,503,59,400,South Atlantic,South,56305
FL,LEON COUNTY SCHOOL DISTRICT,10,327465,47937,8194,12449,6772,20522,123000,52018,20086,2425,48471,156528,117535,117535,0,0,0,17728,21265,331885,283575,167398,45968,153467,97158,26874,108061,10509,22208,4335,18240,52769,22047,42827,0,5483,135242,962,15741,100.0,14.6,2.5,37.6,15.9,47.8,35.9,0.0,5.4,8319.0,5114.0,1404.0,4688.0,2968.0,821,3301.0,321,678,132,557,South Atlantic,South,60744
FL,MANATEE COUNTY SCHOOL DISTRICT,10,435053,67650,12923,14268,12763,27696,109359,28128,10953,1442,68836,258044,209812,209812,0,0,608,23775,23849,495366,394181,223996,65451,228110,137080,39597,136827,19154,22275,5318,22563,67517,29244,86081,0,15104,317414,1135,20615,100.0,15.5,3.0,25.1,6.5,59.3,48.2,0.1,5.5,8942.0,5217.0,1524.0,5312.0,3192.0,922,3187.0,446,519,124,525,South Atlantic,South,60178
FL,MARTIN COUNTY SCHOOL DISTRICT,10,191840,24537,4044,5526,3769,11198,26249,1244,640,112,24253,141054,127812,127812,0,0,0,9805,3437,204052,165429,98876,35395,92810,60509,20285,60562,9985,9547,2040,9266,29724,12057,36306,0,2317,51346,0,1870,100.0,12.8,2.1,13.7,0.6,73.5,66.6,0.0,5.1,8878.0,5490.0,1965.0,5153.0,3360.0,1126,3363.0,554,530,113,514,South Atlantic,South,76201
FL,NASSAU COUNTY SCHOOL DISTRICT,10,102462,13108,1993,2942,2477,5696,23209,6574,1790,448,14397,66145,59679,59679,0,0,0,4917,1549,99083,88878,54776,16476,50592,34610,9973,32945,3593,6054,1539,5078,16681,5341,9963,0,242,6034,0,290,100.0,12.8,1.9,22.7,6.4,64.6,58.2,0.0,4.8,7947.0,4928.0,1482.0,4551.0,3114.0,897,2964.0,323,545,138,457,South Atlantic,South,76416
FL,OKALOOSA COUNTY SCHOOL DISTRICT,10,269576,39527,7156,9124,4703,18544,82811,31867,9808,1812,39324,147238,126006,126006,0,0,0,16974,4258,286842,253684,145367,42826,160900,99669,27838,78476,6891,11030,2695,14621,43239,14308,29860,0,3298,75815,0,5760,100.0,14.7,2.7,30.7,11.8,54.6,46.7,0.0,6.3,8614.0,5043.0,1486.0,5581.0,3457.0,966,2722.0,239,383,93,507,South Atlantic,South,67538
FL,ORANGE COUNTY SCHOOL DISTRICT,10,1806377,266478,49409,57250,46556,113263,526156,169671,50645,9530,296310,1013743,747204,747204,0,0,484,67339,198716,1791745,1447586,820061,268912,832127,495769,155732,526196,46222,136758,13387,91562,238267,89263,265734,0,78425,1541697,35820,42129,100.0,14.8,2.7,29.1,9.4,56.1,41.4,0.0,3.7,8206.0,4733.0,1552.0,4803.0,2861.0,899,3037.0,267,789,77,528,South Atlantic,South,62990
FL,OSCEOLA COUNTY SCHOOL DISTRICT,10,490192,78792,14914,14461,16532,32885,200873,83889,23806,4825,88353,210527,165462,165462,0,0,203,16948,27914,536729,436745,232711,79904,256744,141613,46604,154202,21596,32088,4520,22478,73520,25799,85051,0,14933,326110,75665,14818,100.0,16.1,3.0,41.0,17.1,42.9,33.8,0.0,3.5,8284.0,4463.0,1533.0,4924.0,2716.0,894,2958.0,414,615,87,431,South Atlantic,South,51487
FL,PALM BEACH COUNTY SCHOOL DISTRICT,10,1924004,253911,52495,61041,40276,100099,282276,36638,12047,1911,231680,1387817,1132590,1132590,0,0,1808,118161,135258,1951842,1633646,925649,295466,963244,584587,180740,568536,52686,133182,18765,94162,269741,101866,225680,0,92516,1976043,0,61185,100.0,13.2,2.7,14.7,1.9,72.1,58.9,0.1,6.1,9225.0,5354.0,1709.0,5571.0,3381.0,1045,3288.0,305,770,109,545,South Atlantic,South,75117
FL,PINELLAS COUNTY SCHOOL DISTRICT,10,1039383,156035,31822,35941,23043,65229,274836,91981,29127,4098,149630,608512,555604,555604,0,0,502,31803,20603,1119304,947010,580118,195333,565727,379573,120917,322630,43514,52881,7317,54115,164803,58653,169657,0,2637,45621,0,14463,100.0,15.0,3.1,26.4,8.8,58.5,53.5,0.0,3.1,8783.0,5512.0,1856.0,5376.0,3607.0,1149,3066.0,413,502,70,514,South Atlantic,South,59206
FL,POLK COUNTY SCHOOL DISTRICT,10,914627,159860,32784,36703,30732,59641,426979,199250,47074,12553,168102,327788,242338,242338,0,0,0,44016,41434,942145,830169,435119,153973,514799,284072,92429,262092,33814,46952,9609,40246,131471,53278,87951,0,24025,461602,24763,27341,100.0,17.5,3.6,46.7,21.8,35.8,26.5,0.0,4.8,8670.0,4603.0,1629.0,5446.0,3005.0,978,2773.0,358,497,102,426,South Atlantic,South,53111
FL,PUTNAM COUNTY SCHOOL DISTRICT,10,109248,23823,5131,4372,5089,9231,49546,21447,7834,1547,18718,35879,31896,31896,0,0,0,2803,1180,106351,102484,59973,16297,55887,36632,9361,39979,4455,9576,1779,6188,17981,6618,3718,0,149,2780,165,280,100.0,21.8,4.7,45.4,19.6,32.8,29.2,0.0,2.6,8922.0,5252.0,1427.0,4895.0,3208.0,820,3501.0,390,839,156,542,South Atlantic,South,46549
FL,SANTA ROSA COUNTY SCHOOL DISTRICT,10,219204,31373,4476,6665,5051,15181,102108,49862,14448,3252,34546,85723,64477,64477,0,0,0,13896,7350,227038,197480,109672,31150,111603,78211,22239,68704,8934,12679,1418,12421,33252,17173,27434,0,2124,51800,12585,1570,100.0,14.3,2.0,46.6,22.7,39.1,29.4,0.0,6.3,7485.0,4288.0,1218.0,4363.0,3058.0,869,2686.0,349,496,55,486,South Atlantic,South,61959
FL,SARASOTA COUNTY SCHOOL DISTRICT,10,510119,57681,8964,14255,9201,25261,59195,2780,1194,229,54992,393243,353220,353220,0,0,0,21273,18750,511365,441628,258082,81890,269566,166399,49994,147756,28280,15413,5260,17878,80925,24306,63663,0,6074,123117,0,21157,100.0,11.3,1.8,11.6,0.5,77.1,69.2,0.0,4.2,10489.0,6252.0,1984.0,6530.0,4031.0,1211,3579.0,685,373,127,433,South Atlantic,South,62771
FL,SEMINOLE COUNTY SCHOOL DISTRICT,10,567234,74212,11596,17732,12459,32425,231764,102695,26617,5078,97374,261258,228843,228843,0,0,0,22731,9684,571817,511833,318140,98986,322154,220398,64933,164550,23284,21684,4992,30661,83929,25129,47590,0,12394,248345,0,13260,100.0,13.1,2.0,40.9,18.1,46.1,40.3,0.0,4.0,7910.0,4936.0,1536.0,4998.0,3419.0,1007,2553.0,361,336,77,476,South Atlantic,South,74245
FL,VOLUSIA COUNTY SCHOOL DISTRICT,10,618315,97893,26334,22910,15691,32958,201234,79311,28784,4321,88818,319188,253983,253983,0,0,432,23837,40936,631625,525609,323632,109383,302655,201098,63389,195661,28138,36193,5249,37822,88259,27293,80574,0,25442,491065,0,28885,100.0,15.8,4.3,32.5,12.8,51.6,41.1,0.1,3.9,8358.0,5194.0,1756.0,4858.0,3228.0,1017,3140.0,452,581,84,607,South Atlantic,South,54329
GA,FORSYTH COUNTY SCHOOL DISTRICT,10,335470,27562,2219,0,3970,21373,111393,104898,0,0,6495,196515,173525,146224,0,4153,0,17587,1250,320604,291094,188951,59084,196219,134004,46057,81555,12122,9335,1424,16304,42370,13320,8411,589,20510,394735,0,26875,100.0,8.2,0.7,33.2,31.3,58.6,51.7,1.2,5.2,8492.0,5524.0,1727.0,5736.0,3917.0,1346,2384.0,354,273,42,477,South Atlantic,South,96611
ID,POCATELLO SCHOOL DISTRICT 25,10,89932,22606,4533,229,3078,14766,53069,42726,78,2191,8074,14257,11972,11972,0,0,0,2152,133,88789,83146,52169,16525,51719,36142,11413,26746,4347,4884,1357,4400,11758,4681,4847,0,796,15592,275,1950,100.0,25.1,5.0,59.0,47.5,15.9,13.3,0.0,2.4,6664.0,4191.0,1328.0,4155.0,2904.0,917,2149.0,349,392,109,353,Mountain,West,52532
ID,NAMPA SCHOOL DISTRICT 131,10,109652,25434,5069,4321,4814,11230,69029,49083,363,4592,14991,15189,13092,13092,0,0,0,1331,766,105113,96964,54765,20130,59940,38711,13986,31356,5385,3581,913,5561,15916,5668,3149,0,5000,147026,0,13444,100.0,23.2,4.6,63.0,44.8,13.9,11.9,0.0,1.2,6325.0,3572.0,1313.0,3910.0,2525.0,912,2045.0,351,234,60,363,Mountain,West,53924
IL,CHAMPAIGN COMMUNITY UNIT SCHOOL DISTRICT 4,10,108795,10644,2818,2717,2050,3059,28720,5604,5071,1466,16579,69431,65700,65641,0,0,222,2129,1380,115230,109721,62132,28375,64618,40562,18579,40913,6513,6735,3676,7360,16629,4190,2689,672,2148,105865,86758,4842,100.0,9.8,2.6,26.4,5.2,63.8,60.4,0.2,2.0,11493.0,6569.0,3000.0,6832.0,4289.0,1964,4326.0,689,712,389,778,East North Central,Midwest,63881
IL,INDIAN PRAIRIE COMMUNITY UNIT SCHOOL DISTRICT 204,10,343655,17561,999,8237,1304,7021,77082,22907,8922,4377,40876,249012,237171,237171,0,0,169,10915,757,366987,313310,189461,71915,211439,149686,56557,95875,19555,10486,4426,18495,42913,5996,35791,660,17226,333005,10130,10950,100.0,5.1,0.3,22.4,6.7,72.5,69.0,0.0,3.2,10360.0,6372.0,2419.0,6937.0,5034.0,1902,3225.0,658,353,149,622,East North Central,Midwest,111390
IL,NAPERVILLE COMMUNITY UNIT DISTRICT 203,10,259805,10669,1070,6050,465,3084,46491,6710,5899,4334,29548,202645,191282,191282,0,0,203,8265,2895,288953,227061,134764,63799,144184,94487,42870,78252,15655,10098,5405,10740,36354,4625,54932,5934,1026,43189,33000,88,100.0,4.1,0.4,17.9,2.6,78.0,73.6,0.1,3.2,12583.0,7496.0,3549.0,8020.0,5256.0,2385,4353.0,871,562,301,597,East North Central,Midwest,116114
IL,COMMUNITY UNIT SCHOOL DISTRICT 200,10,172007,9025,868,4222,1173,2762,36921,6191,4688,3463,22579,126061,119296,119296,0,0,67,3976,2722,183260,163488,102622,35288,103047,75443,24279,56498,13001,5273,2784,10367,25073,3943,8939,1558,9275,205720,0,4785,100.0,5.2,0.5,21.5,3.6,73.3,69.4,0.0,2.3,11795.0,7608.0,2616.0,7393.0,5593.0,1800,4189.0,964,391,206,769,East North Central,Midwest,98773
IL,COMMUNITY UNIT SCHOOL DISTRICT 300,10,244097,21231,2500,8732,3849,6150,63265,16013,9505,10217,27530,159601,147012,147012,0,0,144,6497,5948,245486,201695,113632,48096,116515,77176,30844,78211,16456,6343,1863,15243,38306,6969,16304,12364,15123,347138,3487,7450,100.0,8.7,1.0,25.9,6.6,65.4,60.2,0.1,2.7,9916.0,5586.0,2364.0,5728.0,3794.0,1516,3845.0,809,312,92,749,East North Central,Midwest,88101
IL,AURORA WEST UNIT SCHOOL DISTRICT 129,10,144203,17479,3079,4385,2887,7128,48647,23736,4170,3046,17695,78077,73548,73548,0,0,577,2175,1777,142699,129386,71333,33594,86156,54188,23978,38939,4732,3045,4359,7243,19560,4291,3926,3874,5513,121945,19595,12580,100.0,12.1,2.1,33.7,16.5,54.1,51.0,0.4,1.5,10298.0,5703.0,2686.0,6888.0,4332.0,1917,3113.0,378,243,348,579,East North Central,Midwest,70347
IL,OSWEGO COMMUNITY UNIT SCHOOL DISTRICT 308,10,173855,9304,415,1151,1357,6381,54866,27057,3383,5692,18734,109685,102328,101712,0,0,1,6117,1239,181807,135009,79483,31876,78733,55117,19732,51883,5820,4206,2377,7941,31539,4393,24007,12206,10585,370176,8485,13620,100.0,5.4,0.2,31.6,15.6,63.1,58.9,0.0,3.5,8090.0,4872.0,1954.0,4649.0,3379.0,1210,3180.0,357,258,146,487,East North Central,Midwest,95540
IL,WAUKEGAN COMMUNITY UNIT SCHOOL DISTRICT 60,10,190582,35081,7517,6232,5359,15973,93423,49521,5864,6072,31966,62078,60317,60317,0,0,0,1408,353,192990,185887,102467,41227,102591,67346,25561,76445,18984,9757,4754,8555,34395,6851,5861,276,966,57980,29935,22162,100.0,18.4,3.9,49.0,26.0,32.6,31.6,0.0,0.7,11095.0,6150.0,2475.0,6158.0,4042.0,1534,4589.0,1139,586,285,514,East North Central,Midwest,50258
IL,DECATUR SCHOOL DISTRICT 61,10,103073,22546,7532,0,3001,12013,48578,29617,1349,2750,14862,31949,29404,29370,0,0,118,1184,1243,109816,91554,49377,22510,42930,27710,12396,43665,4080,7005,3878,6851,21851,4959,4066,13598,598,14135,1150,1090,100.0,21.9,7.3,47.1,28.7,31.0,28.5,0.1,1.1,9830.0,5373.0,2450.0,4672.0,3016.0,1349,4752.0,444,762,422,746,East North Central,Midwest,46746
IL,SPRINGFIELD SCHOOL DISTRICT 186,10,192334,32554,9221,6001,5356,11976,73009,27009,8265,5959,31776,86771,77394,77394,0,0,412,3610,5355,203678,192355,107736,50606,101927,66108,31076,75177,12729,10547,9960,10201,31740,15251,8858,2310,155,38771,30995,7495,100.0,16.9,4.8,38.0,14.0,45.1,40.2,0.2,1.9,12063.0,7130.0,3349.0,6527.0,4375.0,2057,4975.0,842,698,659,675,East North Central,Midwest,56243
IL,PLAINFIELD SCHOOL DISTRICT 202,10,303799,20878,281,5609,1476,13512,107168,55085,8978,8914,34191,175753,163410,163410,0,0,12,10790,1541,302101,271789,157950,66148,171462,115547,47057,91838,15080,8949,5468,15818,46523,8489,6897,5433,17982,381060,30030,55559,100.0,6.9,0.1,35.3,18.1,57.9,53.8,0.0,3.6,9279.0,5399.0,2261.0,5861.0,3950.0,1609,3139.0,515,306,187,541,East North Central,Midwest,89738
IL,ROCKFORD SCHOOL DISTRICT 205,10,342757,71019,15940,11218,9458,34403,137165,59471,10086,11098,56510,134573,126714,126714,0,0,1929,2831,3099,358545,336539,171420,104358,192822,114853,67310,128098,23094,19057,15271,17950,52726,15619,12782,4904,4320,83676,0,12440,100.0,20.7,4.7,40.0,17.4,39.3,37.0,0.6,0.8,11400.0,5897.0,3590.0,6633.0,3951.0,2315,4406.0,794,656,525,617,East North Central,Midwest,51703
IN,FORT WAYNE COMMUNITY SCHOOLS,10,379208,52603,17893,8239,10719,15752,227492,194968,586,0,31938,99113,76799,76799,0,5102,5014,5570,6628,343652,319410,183930,96812,197003,123725,63342,105004,15110,15190,1827,19344,53533,17403,18902,576,4764,96094,4419,12092,100.0,13.9,4.7,60.0,51.4,26.1,20.3,2.7,1.5,10022.0,5830.0,3069.0,6244.0,3922.0,2008,3328.0,479,481,58,613,East North Central,Midwest,50956
IN,EAST ALLEN COUNTY SCHOOLS,10,110359,11967,847,1834,2610,6676,67260,58368,135,0,8757,31132,24806,24806,0,2013,7,3455,851,101143,91831,53866,26976,54853,35986,17202,31826,4760,3577,915,5465,17109,5152,6602,498,2212,43809,0,4814,100.0,10.8,0.8,60.9,52.9,28.2,22.5,1.8,3.1,8970.0,5307.0,2658.0,5378.0,3545.0,1695,3136.0,469,352,90,538,East North Central,Midwest,55640
IN,MUNCIE COMMUNITY SCHOOLS,10,110129,19371,5048,5962,2885,5476,61380,51074,190,0,10116,29378,14416,14416,0,965,10531,1453,2013,98607,83194,43992,26550,54829,30641,21257,23881,3030,4316,759,3113,12663,4484,3756,8299,3358,68576,0,4410,100.0,17.6,4.6,55.7,46.4,26.7,13.1,10.4,1.3,11467.0,6148.0,3710.0,7662.0,4282.0,2971,3337.0,423,603,106,435,East North Central,Midwest,37987
IN,ELKHART COMMUNITY SCHOOLS,10,198440,20993,4985,3406,4667,7935,99203,84428,345,0,14430,78244,45859,45859,0,4816,5423,2818,19328,165643,150422,78931,51887,75444,51994,20987,65869,7509,6286,877,7863,43334,9109,7182,2689,5350,128907,980,11766,100.0,10.6,2.5,50.0,42.5,39.4,23.1,5.2,1.4,11088.0,5944.0,3907.0,5681.0,3915.0,1580,4960.0,565,473,66,592,East North Central,Midwest,49825
